WD	chr3L
H3K27ac	H3K27me3	H3K9me3	Pc
2	1	0	0
1	1	0	0
0	0	0	0
0	0	0	2
1	0	0	0
1	2	0	0
0	0	0	2
0	2	0	0
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	1
0	0	0	0
2	0	0	0
0	0	2	0
0	2	0	0
0	4	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	2	0	0
0	2	0	0
0	2	2	0
0	1	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	3	0	0
1	5	0	0
1	2	0	2
2	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	1	0	0
0	2	1	0
0	1	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	1	0	0
1	0	0	0
13	4	8	0
5	3	8	0
6	7	8	2
6	19	15	1
19	29	19	1
30	23	23	0
37	24	48	0
32	14	31	0
22	19	34	2
25	25	19	0
14	14	12	5
32	36	35	5
41	32	42	5
54	46	54	2
56	28	51	10
41	30	35	6
35	42	27	9
44	58	36	4
43	43	23	4
42	46	32	7
41	60	37	6
53	35	45	7
28	29	12	4
31	62	24	6
51	43	42	3
24	36	32	6
36	58	35	5
43	63	47	5
33	58	29	6
40	42	20	8
37	106	64	7
42	94	51	8
51	65	36	5
48	80	51	12
48	97	42	8
47	100	51	3
39	85	37	0
53	66	39	11
70	97	68	3
23	80	37	13
35	65	31	8
40	63	19	18
47	87	82	9
66	100	67	6
62	90	33	2
50	66	45	12
56	103	50	3
53	84	36	5
56	93	48	4
35	90	59	16
50	52	65	3
48	70	37	4
94	72	62	8
78	90	84	14
69	69	53	7
67	74	42	4
54	46	38	4
53	64	54	6
84	55	68	6
95	77	70	8
89	58	51	11
49	69	51	6
55	83	51	3
40	53	40	13
29	73	42	1
32	42	18	7
62	62	32	2
55	65	40	5
48	72	43	7
88	70	51	7
85	73	52	8
76	54	42	4
48	28	9	4
35	58	49	10
48	65	83	16
55	88	84	8
98	93	86	10
60	90	88	12
63	89	73	6
52	70	57	8
60	66	46	12
57	90	70	8
69	46	89	7
77	79	66	7
47	62	48	9
59	61	48	5
42	45	47	6
52	45	54	9
56	36	64	10
62	79	65	7
81	82	86	5
72	47	69	6
77	79	68	5
64	71	76	7
85	75	89	22
57	42	38	5
57	45	33	6
86	67	83	12
94	69	97	8
55	67	63	8
85	43	74	6
63	53	52	15
66	43	61	9
30	34	22	4
106	55	60	7
105	42	58	7
112	58	81	11
178	60	78	7
93	48	43	9
61	29	48	9
108	68	91	10
125	59	111	13
121	58	60	11
131	44	84	7
182	79	86	18
201	102	121	13
152	59	103	4
117	40	59	8
121	50	92	11
122	43	101	6
98	55	62	9
141	77	103	14
165	73	121	6
105	50	78	8
91	50	78	8
63	41	48	7
86	47	62	10
56	62	55	7
50	40	55	13
100	39	62	8
113	46	73	18
23	28	36	11
65	38	71	7
69	36	46	8
80	49	92	7
164	81	106	9
88	85	79	12
97	87	83	10
74	63	101	14
82	64	112	15
65	69	73	15
78	50	96	11
116	58	109	4
123	50	100	5
147	55	101	8
194	54	109	5
189	65	92	12
193	40	85	3
150	41	70	9
149	32	61	2
249	83	106	6
176	72	98	16
202	46	94	11
37	9	14	2
186	32	82	7
159	21	50	2
161	48	82	10
193	56	107	7
143	44	76	5
186	89	124	20
200	69	112	12
189	63	90	10
184	57	81	10
137	54	66	8
148	21	60	9
112	55	51	14
150	51	67	5
134	51	63	14
125	31	100	11
199	47	95	12
110	41	56	2
79	39	72	10
84	53	59	7
154	64	89	12
136	52	101	18
210	61	96	9
117	33	41	14
117	49	55	18
198	36	76	16
157	44	102	18
77	36	63	10
87	48	87	7
86	46	88	11
51	44	66	16
42	37	54	8
42	49	48	5
43	32	31	4
53	53	63	2
53	45	34	3
66	72	83	8
34	72	67	7
43	37	59	12
63	61	87	11
33	38	23	8
30	39	22	2
70	46	66	1
39	38	37	6
34	42	55	10
51	56	60	9
64	57	62	5
40	62	90	6
46	67	83	4
52	56	72	9
64	71	76	14
61	50	80	8
48	67	84	7
63	50	86	6
13	30	21	4
50	44	21	4
59	36	52	7
82	64	68	11
94	65	73	11
76	52	35	9
81	46	66	10
104	100	103	13
82	87	89	11
64	55	103	13
43	47	70	5
28	29	36	8
65	41	50	4
103	61	98	4
76	62	83	3
70	72	87	6
57	61	65	9
34	53	50	9
55	78	56	5
59	61	54	10
67	64	68	12
50	38	36	5
39	53	34	13
53	50	98	7
53	71	86	8
53	59	86	14
48	51	70	8
43	50	60	8
46	44	49	9
67	46	73	3
57	60	51	3
58	62	86	3
64	52	52	11
43	54	47	8
69	67	77	5
69	79	68	6
65	71	111	6
63	73	93	11
67	59	90	12
58	51	52	4
43	54	77	10
2	6	25	0
0	0	19	0
2	4	28	0
0	1	14	0
0	5	27	0
1	5	31	0
3	1	27	0
0	0	33	0
0	4	19	0
45	50	50	6
72	77	114	13
51	69	119	5
46	39	90	7
40	48	62	11
40	26	48	11
62	50	84	13
92	49	60	7
101	47	65	1
68	56	54	6
74	57	63	4
50	46	73	6
51	62	56	10
42	59	83	6
50	54	70	7
62	52	96	9
82	62	91	7
47	65	63	10
48	73	75	5
63	68	92	9
53	53	64	6
22	26	29	3
48	56	71	6
25	58	32	9
27	37	44	7
42	56	49	11
52	48	58	9
20	29	19	6
57	35	43	5
61	41	79	9
85	73	98	6
95	80	109	10
99	74	112	10
73	79	66	15
56	61	64	9
54	55	89	10
46	69	63	9
59	62	110	2
49	67	78	7
86	76	89	13
41	37	39	13
17	31	23	10
46	39	38	4
38	54	53	18
48	38	36	14
59	50	63	8
62	68	73	3
66	54	62	9
44	49	57	10
64	55	60	12
39	49	76	15
48	45	75	10
33	30	48	7
30	32	38	4
8	5	32	0
0	0	0	0
0	0	0	0
0	0	3	0
0	0	1	0
0	0	0	0
2	0	16	2
0	0	0	0
0	2	0	0
1	1	1	1
43	61	55	8
72	59	88	3
12	35	27	4
39	48	42	7
63	60	90	7
53	62	57	4
39	48	84	3
49	71	61	16
56	76	41	3
49	55	61	4
43	78	65	11
67	73	85	8
77	88	70	11
73	80	70	14
70	71	71	13
62	65	75	6
67	36	71	3
81	72	71	17
57	41	69	8
64	39	57	5
42	34	47	6
66	56	72	7
72	68	87	12
57	56	51	9
56	64	43	8
40	64	71	6
33	34	44	10
48	52	45	9
50	42	96	3
52	44	74	8
68	35	44	5
69	42	66	6
78	65	73	9
60	55	81	2
6	2	5	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	2
2	0	6	0
2	0	0	0
2	1	0	1
60	51	68	9
88	54	83	16
50	35	80	7
49	51	56	4
61	68	63	2
70	70	81	5
66	55	44	4
26	33	38	12
64	63	57	2
88	53	80	12
99	49	112	10
62	57	65	11
71	66	110	9
52	58	94	7
47	53	81	6
36	49	63	4
64	74	81	6
95	67	80	4
84	51	68	9
59	48	58	8
58	61	79	6
51	61	86	9
64	79	97	10
79	72	76	6
65	76	115	3
51	70	82	15
75	96	92	4
70	76	104	11
39	83	48	7
64	77	76	13
51	85	111	14
52	113	115	10
44	68	52	4
55	74	53	9
62	63	58	5
60	76	101	8
65	65	114	11
68	55	111	9
75	49	84	12
59	57	75	6
81	63	94	8
90	45	72	6
62	23	44	7
57	32	35	10
34	24	16	2
66	63	62	12
118	50	93	13
98	34	52	14
90	29	56	11
67	19	35	14
76	37	91	14
72	34	72	11
47	35	60	10
50	17	27	11
61	35	38	6
70	38	43	11
92	33	57	10
99	40	78	10
86	46	84	18
49	48	45	29
95	61	79	19
121	54	103	15
84	54	82	13
134	48	83	10
183	39	83	13
123	40	80	8
94	62	94	11
70	41	64	4
73	38	31	5
60	35	41	13
40	37	66	7
70	50	70	7
75	62	85	7
71	50	66	9
98	44	102	15
98	48	106	6
76	62	88	12
115	54	89	8
116	49	93	12
70	39	61	11
59	26	60	7
90	64	105	17
114	53	85	7
99	67	75	10
96	39	112	10
125	50	92	13
92	52	84	14
84	37	94	1
60	39	58	7
78	52	96	5
73	38	80	13
81	45	81	3
75	59	76	10
49	40	78	6
101	47	96	5
94	54	88	8
75	50	103	6
99	47	103	8
127	54	105	10
153	44	99	6
101	52	73	12
188	67	123	14
172	54	105	15
162	41	115	8
101	43	77	10
67	37	34	11
122	45	49	4
90	37	80	8
149	44	112	6
213	63	100	8
173	60	58	10
159	30	73	12
94	36	86	8
76	34	69	5
92	50	70	11
75	40	98	9
98	43	90	4
96	49	95	13
101	48	103	13
89	50	70	13
78	33	77	4
60	39	97	9
50	25	65	5
23	23	32	9
50	56	42	11
71	30	44	10
65	41	48	0
105	39	50	10
35	24	43	13
22	17	23	5
62	51	59	3
55	38	35	1
25	19	35	8
10	15	14	6
49	46	51	3
231	60	130	7
161	68	123	4
64	23	74	3
56	37	54	2
99	42	90	10
74	44	90	10
85	42	77	10
93	50	87	6
87	51	98	8
81	63	87	10
82	40	65	8
73	46	61	16
82	62	59	15
75	51	58	11
68	45	63	10
124	46	75	6
101	57	85	5
90	76	97	5
98	49	91	10
61	49	75	15
68	52	96	9
65	47	81	9
51	39	65	10
65	28	93	10
73	39	74	10
88	48	81	9
82	61	84	7
60	71	76	13
82	70	89	13
77	65	73	3
54	28	48	9
60	42	53	7
55	54	94	11
85	75	83	7
75	59	90	8
95	67	66	4
59	54	82	4
136	65	87	10
125	79	81	7
55	54	53	7
39	28	48	6
36	48	49	8
71	52	107	10
58	73	77	6
73	37	63	6
36	45	40	7
69	71	72	11
57	52	66	15
69	56	82	11
80	59	91	3
59	63	51	10
50	38	66	8
58	59	87	8
68	59	92	4
71	53	97	1
73	78	101	5
90	48	74	14
121	62	103	15
85	75	96	8
68	76	84	15
55	32	70	8
30	38	44	10
134	38	82	9
132	53	87	7
105	33	82	2
104	39	71	2
175	67	84	11
134	68	89	20
88	51	77	16
125	67	83	9
188	79	127	10
141	61	110	18
104	58	136	10
228	61	89	11
203	45	110	12
143	51	82	13
128	60	85	10
165	60	127	5
91	60	84	7
142	53	84	13
102	57	74	6
69	40	79	11
87	54	82	9
50	54	58	4
113	57	88	6
83	51	95	12
78	47	78	10
44	22	29	5
74	33	33	1
99	44	52	6
95	52	50	13
85	29	57	6
96	38	89	6
94	53	69	5
131	57	78	2
103	51	62	5
110	60	71	6
120	44	58	2
98	49	87	7
163	34	76	10
131	48	91	10
183	55	124	16
172	50	94	6
157	45	114	17
138	64	84	14
128	41	95	9
95	35	64	3
128	63	104	10
140	51	90	8
134	50	64	7
141	37	49	11
93	58	78	12
110	53	115	11
103	71	105	8
139	55	95	12
98	34	90	7
73	51	69	6
98	58	71	5
116	42	96	8
132	62	73	17
143	66	108	11
150	51	137	12
130	50	91	4
152	48	86	9
126	56	114	15
116	57	117	9
85	64	107	7
102	56	72	7
101	58	69	7
95	45	107	7
49	48	71	7
65	45	53	4
66	43	52	13
59	43	58	17
69	43	73	6
88	29	80	2
67	59	92	6
96	59	92	7
112	42	88	7
139	53	68	7
210	41	58	14
56	41	68	6
118	51	58	13
87	50	67	7
103	40	111	8
82	46	107	14
129	55	77	12
197	68	108	9
241	51	118	13
78	46	64	2
120	20	53	7
69	52	58	16
59	40	78	7
82	55	100	13
104	32	82	7
109	40	65	9
178	49	113	9
172	33	112	7
155	48	88	8
174	61	110	14
134	55	120	8
100	71	90	7
216	51	118	11
160	45	102	7
114	44	92	10
143	53	105	7
118	58	88	10
153	65	132	6
134	64	114	13
79	57	125	7
151	52	88	9
122	45	67	9
91	67	85	8
80	44	104	6
84	60	103	5
77	50	126	8
61	54	102	2
93	34	107	13
78	41	128	7
70	35	92	7
46	29	52	11
40	37	66	7
36	52	73	4
50	61	110	6
69	31	83	4
58	41	88	5
73	40	66	4
152	45	122	6
242	46	100	3
271	53	93	11
459	61	89	5
230	52	92	13
176	58	150	13
89	52	78	5
63	39	78	3
61	41	69	1
45	44	75	6
67	52	75	6
71	53	71	8
51	21	27	10
38	32	35	0
57	24	36	1
72	47	52	7
55	21	44	9
59	32	32	10
96	35	56	5
88	39	77	10
38	22	51	6
62	18	48	5
85	34	70	7
79	48	81	11
66	49	88	10
38	37	73	4
39	43	74	7
74	47	87	6
70	43	79	4
65	45	94	12
43	42	96	7
66	46	88	9
71	41	80	12
40	58	66	7
77	54	99	4
47	51	98	10
40	37	86	10
39	48	93	10
54	37	96	6
50	49	79	6
39	44	90	4
46	42	84	11
74	42	79	4
98	40	104	8
59	41	75	15
66	44	73	5
41	52	79	15
39	42	96	3
54	56	118	5
70	44	100	13
58	37	56	5
62	46	73	0
66	32	77	7
69	41	79	4
58	33	87	7
45	26	84	9
52	34	60	7
31	26	66	5
30	43	54	8
39	48	80	7
56	48	88	11
44	26	83	5
65	52	80	10
51	38	93	11
68	44	107	14
42	42	99	11
47	33	78	8
40	27	54	9
54	45	89	8
45	39	70	19
61	52	88	4
49	30	86	9
54	25	77	5
58	32	96	3
45	32	102	4
65	54	126	11
106	47	103	6
115	53	83	10
162	58	99	10
80	32	67	7
110	26	52	4
79	35	57	6
174	41	90	17
100	43	92	5
63	40	75	8
79	44	91	5
84	42	82	7
73	43	91	3
62	44	129	13
82	58	132	10
82	47	87	8
58	38	61	4
84	33	93	8
90	34	91	8
82	35	69	4
111	36	84	6
125	54	82	3
110	45	97	7
176	52	82	10
45	35	96	4
262	75	89	21
169	39	124	11
147	35	71	8
133	20	64	5
146	39	97	7
140	47	106	5
149	39	95	12
141	44	82	5
223	56	120	6
184	32	91	6
98	41	52	15
68	33	57	5
213	47	109	12
217	62	113	10
177	40	103	24
144	56	118	11
84	47	71	7
83	41	52	11
103	37	63	2
38	16	48	10
47	31	40	3
64	31	75	11
68	43	88	11
64	44	101	10
42	31	72	5
72	30	77	13
65	43	64	14
38	30	66	6
35	27	65	7
44	51	81	7
44	47	67	9
35	30	77	10
47	33	60	6
57	40	67	9
75	47	80	10
52	37	74	11
69	38	82	13
214	40	91	16
44	17	38	8
173	41	71	9
183	51	72	14
186	45	115	5
159	57	89	16
236	65	89	4
121	40	91	6
254	43	102	4
142	41	80	2
69	42	97	5
43	42	93	11
63	41	65	6
79	59	69	6
70	35	120	0
83	43	118	4
70	52	81	3
107	49	86	6
56	42	73	1
58	29	66	7
68	50	73	0
81	52	69	5
86	50	97	10
79	56	85	9
81	35	78	14
68	46	91	9
74	47	69	2
84	41	88	5
85	34	76	9
81	51	60	8
130	55	73	5
122	62	92	9
155	43	118	12
196	42	97	9
158	38	102	11
101	41	66	9
104	53	69	4
102	45	65	6
98	40	72	17
94	43	88	5
68	40	67	8
75	34	67	7
78	65	83	11
78	54	106	10
87	65	111	5
101	49	86	17
101	50	91	6
116	45	38	9
75	33	33	5
83	18	29	7
89	42	82	9
79	61	90	2
58	42	66	3
69	39	71	7
84	74	103	12
70	53	96	7
74	44	76	6
140	47	106	4
114	59	111	8
105	52	109	13
112	35	80	13
95	31	62	7
95	40	47	14
227	75	87	14
89	66	98	10
166	61	93	14
184	45	105	19
156	44	92	6
215	42	90	18
234	49	102	21
146	46	96	11
149	45	48	9
98	36	72	7
100	26	73	4
77	48	73	4
69	46	94	9
91	27	109	4
75	38	75	4
62	49	52	10
104	37	99	11
94	42	78	6
93	40	84	1
110	36	78	10
72	33	83	4
80	55	73	13
99	28	93	11
81	35	132	7
57	22	61	9
60	53	75	5
75	42	92	8
60	41	77	8
79	30	61	11
130	39	55	3
138	47	81	10
119	52	84	2
105	55	85	12
91	44	70	18
110	34	65	4
143	31	51	9
144	52	84	7
161	28	77	9
186	37	70	6
105	23	47	7
122	26	51	12
153	44	68	7
232	38	107	11
207	53	89	8
140	42	75	7
194	30	110	10
135	42	58	8
111	30	54	11
96	35	59	5
91	33	55	8
94	24	35	7
26	17	30	7
52	28	20	18
60	31	40	6
70	49	48	3
32	38	47	5
56	52	78	6
85	53	100	4
65	37	82	9
73	29	98	8
68	40	70	7
58	34	52	7
70	28	65	4
43	32	68	7
24	32	50	7
67	47	69	4
77	32	54	5
62	50	62	5
52	39	47	6
61	18	41	10
69	39	61	2
49	24	60	2
60	47	56	7
36	30	29	8
37	35	37	6
62	40	72	7
45	40	54	8
48	40	74	10
63	70	106	6
32	35	72	12
36	46	96	8
42	42	93	6
42	51	100	11
41	44	65	5
54	38	57	8
75	56	116	6
54	43	77	11
42	46	69	7
61	45	65	14
49	51	90	8
73	48	85	9
97	47	83	3
81	52	88	8
66	32	91	3
83	44	86	5
66	50	76	10
64	60	89	9
66	63	105	5
67	50	88	2
45	46	70	6
76	44	58	15
67	59	82	5
68	40	97	10
95	38	101	5
69	35	74	3
65	33	74	4
46	38	92	6
65	51	123	18
70	43	83	9
127	42	91	9
176	51	102	12
177	32	102	19
293	55	107	15
402	54	142	13
214	57	111	21
152	62	146	22
50	50	59	16
54	26	33	6
22	29	47	11
72	37	57	8
63	29	52	5
84	28	67	6
92	30	96	4
141	63	91	20
88	75	85	3
89	48	112	10
74	44	90	8
68	49	78	5
72	54	47	5
73	38	89	4
43	47	62	6
19	16	30	8
37	36	41	6
38	36	65	10
43	35	50	13
50	31	55	15
34	25	36	14
45	27	47	1
62	34	71	13
56	45	87	6
67	32	81	8
67	45	84	13
67	59	76	13
93	59	91	9
44	39	79	5
74	40	92	13
62	29	43	3
41	32	55	4
35	35	63	5
36	38	82	11
50	38	71	6
38	53	78	4
62	39	77	6
65	42	78	11
63	18	57	11
54	44	82	6
62	39	74	5
59	56	81	9
59	39	66	4
60	43	65	4
70	35	53	7
30	36	26	4
66	32	83	7
74	37	79	6
79	49	65	8
95	43	77	4
152	51	98	11
289	48	96	14
303	51	115	10
232	67	88	7
190	66	80	13
351	61	103	23
216	46	97	14
178	57	88	12
188	59	99	10
137	29	59	1
102	41	79	7
102	25	78	4
116	32	70	8
96	34	63	4
72	49	60	4
61	44	57	5
95	58	79	11
70	48	79	12
63	52	89	14
63	41	77	14
89	38	83	11
58	40	75	8
47	36	64	4
62	34	73	15
55	38	77	3
60	35	90	6
67	46	93	5
85	62	79	5
151	58	93	14
86	51	76	7
251	55	64	16
160	54	77	22
262	75	103	9
218	49	100	11
164	54	92	3
296	58	96	23
263	70	106	14
109	35	67	7
132	27	54	7
241	60	107	14
238	56	100	14
122	42	94	12
120	45	84	9
122	38	78	8
107	37	63	9
71	24	59	3
94	43	109	4
126	37	97	6
113	36	83	10
142	24	77	11
126	35	62	6
242	53	116	3
142	41	74	11
225	57	129	4
239	42	115	10
149	36	76	8
247	46	90	3
284	66	114	9
194	60	114	14
195	40	82	10
153	43	79	4
121	41	58	14
140	53	61	8
136	36	52	8
178	28	51	9
289	50	91	10
346	42	79	15
322	44	72	13
271	55	75	15
177	35	71	12
285	48	88	14
357	57	116	29
157	70	99	13
145	80	93	24
268	71	142	21
307	58	65	8
261	30	80	4
255	37	89	10
189	61	74	8
181	56	90	4
174	61	80	10
190	42	84	6
76	26	52	11
118	45	71	9
104	50	96	10
104	56	80	16
144	47	89	12
121	54	91	21
95	42	94	8
97	30	61	14
102	40	56	14
68	44	95	9
79	40	65	4
91	41	132	4
71	34	82	5
87	27	77	6
82	54	99	14
82	51	82	12
103	44	105	15
91	46	106	16
137	57	130	5
86	72	96	6
89	52	76	7
93	55	48	4
48	61	83	8
69	68	92	9
47	46	75	12
43	66	74	6
67	80	110	5
56	80	89	6
53	79	71	7
61	68	81	8
71	99	113	13
82	113	117	11
95	88	136	16
57	71	92	8
57	83	82	21
63	60	84	5
48	62	58	7
65	68	46	8
53	73	90	4
103	77	84	7
82	83	94	17
66	75	79	11
43	66	75	3
76	69	133	12
93	61	80	14
65	74	102	9
89	69	75	13
93	61	92	11
98	70	85	4
78	83	107	4
73	75	81	6
72	59	80	8
76	60	86	3
72	44	84	0
81	44	87	8
143	78	79	6
91	52	80	16
73	36	48	4
75	39	52	5
76	54	53	6
74	60	92	8
80	58	120	8
83	49	76	9
81	63	90	9
80	53	73	8
74	88	108	8
88	64	106	3
58	61	89	5
60	77	89	7
35	64	53	6
39	66	81	8
45	60	87	9
34	51	90	2
58	71	88	4
94	65	85	3
61	69	58	12
72	77	64	12
65	61	73	14
62	70	83	6
55	74	57	4
55	68	84	4
41	58	88	1
34	61	70	7
54	70	104	10
45	79	107	10
75	85	84	9
94	66	90	5
91	66	74	13
58	55	87	15
80	53	82	11
96	43	83	7
76	51	70	6
53	38	76	6
98	88	100	13
71	73	111	6
303	95	150	18
209	68	129	10
167	37	101	7
96	41	99	5
121	48	96	3
115	52	105	10
154	51	119	9
134	59	65	7
108	37	78	4
90	55	103	6
130	59	84	4
92	25	109	4
140	46	126	5
84	46	91	7
129	49	85	6
154	52	86	6
147	53	51	15
112	38	58	8
23	12	12	1
1	1	0	0
144	43	57	1
236	38	76	6
231	60	72	14
322	41	96	7
277	49	96	8
196	35	92	12
217	63	83	5
170	43	93	9
142	57	95	9
123	46	85	10
103	48	84	11
98	42	91	7
106	46	68	6
79	40	83	16
114	46	74	7
129	58	111	13
117	50	121	9
93	51	75	13
106	70	100	9
59	37	78	3
89	44	112	6
48	50	75	7
53	35	92	7
90	41	99	8
82	52	103	10
74	38	71	4
72	56	60	8
97	66	108	9
78	41	74	23
89	53	79	7
47	34	64	17
49	35	78	6
71	40	91	9
110	43	95	18
114	47	96	13
74	41	75	8
52	22	66	11
52	29	59	11
62	25	37	13
56	21	39	12
76	25	45	5
60	39	49	8
55	27	39	7
55	34	43	0
29	23	38	6
40	30	23	16
55	26	29	15
37	26	54	8
78	46	89	11
60	22	63	1
56	37	80	6
67	41	79	7
69	46	73	6
75	52	80	7
77	36	71	8
58	44	67	5
65	29	72	9
69	57	80	9
56	47	96	3
57	54	99	15
65	37	88	6
59	52	68	13
73	44	100	6
65	32	100	3
48	38	62	6
60	39	71	12
62	53	98	9
54	43	69	11
62	41	93	8
76	40	85	3
58	38	68	9
59	46	78	9
78	44	88	15
85	38	116	3
94	38	62	4
84	74	70	3
79	44	69	5
90	43	82	5
60	31	75	9
90	36	81	13
74	37	83	15
85	52	82	6
74	46	86	6
61	36	91	11
51	43	95	3
45	37	82	6
45	56	63	9
46	65	94	7
67	50	84	17
62	31	64	5
58	31	57	9
63	32	87	5
53	42	92	8
66	54	107	9
76	49	82	11
93	66	122	12
86	47	97	6
69	44	112	9
101	45	82	6
88	36	83	8
80	48	78	8
67	32	39	8
64	37	66	7
81	42	69	8
73	40	84	5
66	36	72	1
18	14	32	3
43	17	58	15
69	50	84	6
71	64	73	12
105	52	72	12
58	41	64	7
113	57	110	9
170	68	107	10
121	65	107	9
198	92	128	16
245	82	143	15
87	68	124	11
101	43	107	10
108	54	101	10
99	53	99	17
65	42	82	11
81	59	81	9
78	37	114	7
76	27	87	10
72	43	75	4
65	46	62	3
58	44	58	9
84	53	96	5
68	59	75	6
77	57	71	12
64	50	80	11
40	45	72	7
49	39	100	9
43	35	71	11
35	33	70	6
39	31	72	9
39	30	70	6
57	39	85	14
131	46	83	13
124	65	113	11
59	31	65	1
94	34	87	13
74	50	88	13
73	39	121	9
67	22	88	11
58	33	92	14
54	60	92	11
23	28	92	16
45	39	60	6
43	53	67	4
33	37	86	12
48	37	75	9
36	40	74	12
48	57	86	4
66	45	80	11
145	55	87	7
331	67	117	19
53	52	91	7
46	59	85	9
66	40	83	13
57	43	66	14
35	34	58	8
61	37	47	6
57	48	82	5
157	51	79	17
101	59	82	5
140	49	39	6
112	37	67	11
78	33	62	4
103	46	78	7
81	36	75	7
98	44	91	16
154	72	112	10
83	62	92	11
86	47	89	11
117	44	71	9
150	54	86	6
203	76	134	23
149	57	108	15
204	79	96	31
45	31	64	9
147	56	104	8
94	54	87	16
57	40	63	10
86	50	72	12
57	63	84	14
87	57	75	8
69	47	82	10
79	55	86	9
85	56	80	5
50	55	69	11
59	73	95	12
56	52	113	5
94	59	105	10
67	55	84	5
90	51	110	10
62	66	92	7
53	58	98	6
67	58	102	6
75	68	81	8
23	36	53	5
54	58	74	8
71	73	120	8
74	73	101	12
80	75	100	9
55	48	65	4
53	39	60	4
67	67	64	9
60	58	78	7
63	71	75	9
75	48	82	8
78	65	77	14
84	60	47	8
96	52	64	9
123	58	68	19
88	39	86	12
115	59	66	7
84	58	47	7
114	64	71	7
74	53	74	13
151	84	102	13
193	80	122	12
225	92	125	15
172	98	116	16
153	64	83	17
210	58	86	20
225	63	104	12
184	50	112	14
223	48	81	6
253	52	87	7
246	75	134	13
129	68	105	10
105	48	74	4
19	4	8	3
66	41	47	1
79	36	70	5
49	29	56	6
64	41	81	3
77	31	64	6
74	34	81	12
72	36	57	12
84	61	83	3
91	46	79	13
79	52	63	6
99	54	94	10
159	56	84	18
186	59	81	4
208	46	90	3
152	22	43	15
114	20	29	6
84	26	39	6
293	55	62	17
261	64	87	12
328	62	85	7
186	76	97	13
220	57	97	19
146	27	89	13
175	57	88	12
