seqnames	start	end	width	strand	Conc	Conc_WD_SUMOnub	Conc_WD_NOnub	Fold	p.value	FDR	WD_SUMOnub1	WD_SUMOnub2	WD_NOnub1	WD_NOnub2
chr3R	9737979	9805461	67483	*	8.73704329888406	9.73704329888406	0	23.9784013504357	1.08545066303407e-07	1.09126820942484e-05	0	1706.76	0	0
chr3R	31128666	31180278	51613	*	8.72186918203049	9.72186918203049	0	23.966564903956	1.10115246041452e-07	1.09126820942484e-05	0	1688.9	0	0
chr3L	20796645	20846340	49696	*	8.70356586869009	9.70356586869009	0	23.9482911520856	1.12582227369391e-07	1.09126820942484e-05	0	1667.61	0	0
chr3R	15318069	15404543	86475	*	9.11399102492135	10.1139910249213	0	23.9006528911737	1.19239966993104e-07	1.09126820942484e-05	0	2216.38	0	0
chr2L	6868389	6934057	65669	*	8.64474645156327	9.64474645156327	0	23.8955647219434	1.20003735280865e-07	1.09126820942484e-05	0	1600.99	0	0
chr3L	19937287	19981812	44526	*	8.634809640582	9.634809640582	0	23.8879744186122	1.21110373709533e-07	1.09126820942484e-05	0	1590	0	0
chr2L	21622080	21649964	27885	*	7.84710668433888	8.84710668433888	0	23.253327040432	1.34341448058632e-07	1.1794490209045e-05	0	921.03	0	0
chr3L	20289152	20325209	36058	*	7.83413855171058	8.83413855171058	0	23.2292692126341	1.48636540897664e-07	1.272328790084e-05	0	912.79	0	0
chr2R	16971927	16998057	26131	*	7.81005658822984	8.81005658822984	0	23.2004178599152	1.75606377798216e-07	1.46652740873437e-05	0	897.68	0	0
chr2L	11118319	11140565	22247	*	7.3975923767491	8.3975923767491	0	23.4223297985582	2.11659552046247e-07	1.71752446017908e-05	0	674.46	0	0
chr2L	8360469	8394398	33930	*	7.78106792277605	8.78106792277605	0	23.1576526166117	2.15693784426695e-07	1.71752446017908e-05	0	879.82	0	0
chr3L	19989887	20031020	41134	*	7.7776852833814	8.7776852833814	0	23.1472096063091	2.22406814159828e-07	1.73072939018921e-05	0	877.76	0	0
chr3R	20006512	20038056	31545	*	7.76293483201608	8.76293483201608	0	23.1300639930713	2.44489357598867e-07	1.8602923564856e-05	0	868.83	0	0
chr3L	3176580	3213348	36769	*	7.73994318938985	8.73994318938985	0	23.0944626911267	2.90509937100331e-07	2.1624044013729e-05	0	855.1	0	0
chr2L	16885966	16919052	33087	*	7.72830848890645	8.72830848890645	0	23.0802083750655	3.10450774574025e-07	2.22905070796629e-05	0	848.23	0	0
chr2L	13364189	13413047	48859	*	7.72479970312931	8.72479970312931	0	23.0739857996158	3.18633341123624e-07	2.22905070796629e-05	0	846.17	0	0
chr3L	17236212	17266290	30079	*	7.67233228323517	8.67233228323517	0	23.0225969980467	3.38307685091845e-07	2.22905070796629e-05	0	815.95	0	0
chr2L	5517896	5551614	33719	*	7.66013698626487	8.66013698626487	0	23.0161008415328	3.40878355599251e-07	2.22905070796629e-05	0	809.08	0	0
chr3R	4376600	4409182	32583	*	7.65645820388677	8.65645820388677	0	23.0082495378763	3.44006275650993e-07	2.22905070796629e-05	0	807.02	0	0
chr3L	8173978	8205345	31368	*	7.65277001685665	8.65277001685665	0	23.0013581489419	3.46774652693685e-07	2.22905070796629e-05	0	804.96	0	0
chr3L	3141457	3174545	33089	*	7.64040751583893	8.64040751583894	0	22.9992950226103	3.47611843393629e-07	2.22905070796629e-05	0	798.09	0	0
chr3R	16623238	16657662	34425	*	7.61283127148651	8.61283127148651	0	22.9748280091787	3.57643362715117e-07	2.22905070796629e-05	0	782.98	0	0
chr2R	7487823	7527716	39894	*	7.61156519414252	8.61156519414252	0	22.973840011827	3.5805429012309e-07	2.22905070796629e-05	0	782.29	0	0
chr4	1058969	1079273	20305	*	7.58213447426359	8.58213447426359	0	22.9473862110636	3.69225309515496e-07	2.25754903532332e-05	0	766.5	0	0
chr2R	23884973	23928911	43939	*	7.54282155023877	8.54282155023877	0	22.9121990629204	3.84604081230743e-07	2.31032346339309e-05	0	745.89	0	0
chr3R	26168847	26190807	21961	*	7.51870909412196	8.51870909412196	0	22.8868198989655	3.96074075783815e-07	2.31062385505448e-05	0	733.53	0	0
chr2L	8194918	8222741	27824	*	7.51193904396551	8.51193904396551	0	22.8823030479506	3.98150722687542e-07	2.31062385505448e-05	0	730.09	0	0
chr4	225748	247903	22156	*	7.48176751573382	8.48176751573382	0	22.8499639782794	4.13318163703302e-07	2.32925466963782e-05	0	714.98	0	0
chr3L	12512815	12539315	26501	*	7.46504042932837	8.46504042932837	0	22.8416906155672	4.17291160845975e-07	2.32925466963782e-05	0	706.74	0	0
chr4	65207	116270	51064	*	7.44527717450694	8.44527717450694	0	22.8242710179365	4.25768631863426e-07	2.32925466963782e-05	0	697.13	0	0
chr3R	18197595	18230718	33124	*	7.44669784920657	8.44669784920657	0	22.8185754970588	4.28571974845744e-07	2.32925466963782e-05	0	697.81	0	0
chr3L	1529259	1561863	32605	*	7.40929787740138	8.40929787740138	0	22.7639210301179	4.56416580886068e-07	2.40822837568931e-05	0	679.96	0	0
chr2L	21154288	21184812	30525	*	7.31288154569464	8.31288154569464	0	22.7038380599561	4.890613959767e-07	2.40822837568931e-05	0	636	0	0
chr3R	27910447	27935077	24631	*	7.27978714440497	8.27978714440497	0	22.6736666172497	5.06277510047778e-07	2.40822837568931e-05	0	621.58	0	0
chr2R	12159303	12192377	33075	*	7.27659533991526	8.27659533991526	0	22.6732002532876	5.06549949528272e-07	2.40822837568931e-05	0	620.2	0	0
chr2L	8299079	8323285	24207	*	7.28614964662851	8.28614964662851	0	22.6641016718202	5.11843955746143e-07	2.40822837568931e-05	0	624.32	0	0
chr3R	8710933	8737837	26905	*	7.28614964662851	8.28614964662851	0	22.6641016718202	5.11843955746143e-07	2.40822837568931e-05	0	624.32	0	0
chr2R	5249022	5297965	48944	*	7.26536808449201	8.26536808449201	0	22.6618933157373	5.13152795830437e-07	2.40822837568931e-05	0	615.39	0	0
chr3L	5129545	5156777	27233	*	7.26214418361772	8.26214418361772	0	22.6575571219265	5.157060362721e-07	2.40822837568931e-05	0	614.02	0	0
chr3L	17040574	17060533	19960	*	7.25891306235471	8.25891306235471	0	22.6536917879496	5.17992667342094e-07	2.40822837568931e-05	0	612.65	0	0
chr2R	10872771	10901060	28290	*	7.24591572182584	8.24591572182584	0	22.6473288360947	5.21783019901898e-07	2.40822837568931e-05	0	607.15	0	0
chr2R	13212706	13241468	28763	*	7.34065621179625	8.34065621179625	0	22.6282710433709	5.33199803634433e-07	2.40822837568931e-05	0	648.36	0	0
chr2R	18985344	19010944	25601	*	7.25080345673547	8.25080345673547	0	22.5883606446252	5.58102647104729e-07	2.40822837568931e-05	0	609.21	0	0
chr3L	8952272	8979401	27130	*	7.17225868010053	8.17225868010053	0	22.579509949032	5.63820975997133e-07	2.40822837568931e-05	0	576.93	0	0
chr2L	6940814	6969644	28831	*	7.17054016287423	8.17054016287423	0	22.5761626994681	5.65976042875356e-07	2.40822837568931e-05	0	576.25	0	0
chr3R	8658761	8680955	22195	*	7.16881959613376	8.16881959613376	0	22.5746308078969	5.66965714966884e-07	2.40822837568931e-05	0	575.56	0	0
chr3R	14873488	14906061	32574	*	7.16537229451529	8.16537229451529	0	22.5714872796611	5.69001700387899e-07	2.40822837568931e-05	0	574.19	0	0
chr3R	18162397	18193265	30869	*	7.16364554979582	8.16364554979582	0	22.5698599559531	5.70058377628915e-07	2.40822837568931e-05	0	573.5	0	0
chr3R	5545775	5581189	35415	*	7.14626347156758	8.14626347156758	0	22.5453842405097	5.86172232882812e-07	2.40822837568931e-05	0	566.63	0	0
chr3R	6342029	6363614	21586	*	7.13220543058009	8.13220543058009	0	22.5404053580469	5.89512235687403e-07	2.40822837568931e-05	0	561.14	0	0
chr4	605649	637350	31702	*	7.23609029196976	8.23609029196976	0	22.5292015418855	5.96978615596015e-07	2.40822837568931e-05	0	603.03	0	0
chr2R	5752517	5776324	23808	*	7.09644907642488	8.09644907642488	0	22.5082690179171	6.11463001478605e-07	2.40822837568931e-05	0	547.4	0	0
chr3R	15194210	15216845	22636	*	7.09644907642488	8.09644907642488	0	22.5082690179171	6.11463001478605e-07	2.40822837568931e-05	0	547.4	0	0
chr2L	2363273	2386747	23475	*	7.08736978251402	8.08736978251402	0	22.5022217445006	6.15682299647784e-07	2.40822837568931e-05	0	543.96	0	0
chr2L	18693602	18715748	22147	*	7.08736978251402	8.08736978251402	0	22.5022217445006	6.15682299647784e-07	2.40822837568931e-05	0	543.96	0	0
chr3L	197762	220663	22902	*	7.08189465244786	8.08189465244786	0	22.4975817366154	6.18937199359402e-07	2.40822837568931e-05	0	541.9	0	0
chr2L	2210571	2233099	22529	*	7.02596923784987	8.02596923784987	0	22.4455827298677	6.56552485720051e-07	2.48386867428592e-05	0	521.3	0	0
chr3L	16571334	16617472	46139	*	7.02216265242014	8.02216265242014	0	22.4422050788531	6.59070154427536e-07	2.48386867428592e-05	0	519.93	0	0
chr3R	6366288	6390304	24017	*	7.00875994781765	8.00875994781765	0	22.4303290126334	6.67995971292818e-07	2.48386867428592e-05	0	515.12	0	0
chr2R	22476379	22496295	19917	*	7.00297759522364	8.00297759522364	0	22.4252074734167	6.71880784484167e-07	2.48386867428592e-05	0	513.06	0	0
chr3L	8334672	8354279	19608	*	6.99328853905521	7.99328853905521	0	22.4166253087186	6.78439031547941e-07	2.48386867428592e-05	0	509.62	0	0
chr3L	2764536	2788010	23475	*	6.98744371658056	7.98744371658056	0	22.4114472337353	6.82425520043932e-07	2.48386867428592e-05	0	507.56	0	0
chr2L	10320476	10349706	29231	*	6.97764941527762	7.97764941527762	0	22.4027683196068	6.89157488484702e-07	2.48386867428592e-05	0	504.13	0	0
chr2L	15029750	15045334	15585	*	6.94986625876408	7.94986625876408	0	22.3841809866919	7.0379763122657e-07	2.49663748134982e-05	0	494.51	0	0
chr4	251329	267574	16246	*	6.9256187125174	7.9256187125174	0	22.329538821698	7.48503240603608e-07	2.49663748134982e-05	0	486.27	0	0
chr3R	21095827	21120856	25030	*	6.89888233004528	7.89888233004528	0	22.3265239433221	7.51079278129337e-07	2.49663748134982e-05	0	477.34	0	0
chr3L	18894456	18910974	16519	*	6.9235795672438	7.9235795672438	0	22.3218325204184	7.5502019446494e-07	2.49663748134982e-05	0	485.58	0	0
chr4	1228713	1273759	45047	*	6.89055506282266	7.89055506282266	0	22.3105907549106	7.64663558801156e-07	2.49663748134982e-05	0	474.6	0	0
chr3R	10040895	10058083	17189	*	6.87164109145858	7.87164109145858	0	22.3071846882289	7.67620236186308e-07	2.49663748134982e-05	0	468.41	0	0
chrX	23209192	23219140	9949	*	6.86952415044648	7.86952415044648	0	22.2938119039012	7.79238272442619e-07	2.49663748134982e-05	0	467.73	0	0
chr3L	13991400	14022148	30749	*	7.1961054220549	8.1961054220549	0	22.2812916463723	7.89864962282051e-07	2.49663748134982e-05	0	586.55	0	0
chr3L	11195536	11208016	12481	*	6.84603044777954	7.84603044777954	0	22.2732650084701	7.9744453852091e-07	2.49663748134982e-05	0	460.17	0	0
chr2R	16334090	16349500	15411	*	6.83305259378133	7.83305259378133	0	22.2720938605208	7.98510767915612e-07	2.49663748134982e-05	0	456.05	0	0
chr3R	19859291	19868869	9579	*	7.21290066459787	8.21290066459787	0	22.2698780919221	8.0002361013403e-07	2.49663748134982e-05	0	593.42	0	0
chr3R	7884733	7904667	19935	*	6.84171745490846	7.84171745490846	0	22.2690545110831	8.01224392918564e-07	2.49663748134982e-05	0	458.8	0	0
chr2L	17469603	17487624	18022	*	6.80452689560004	7.80452689560004	0	22.2468352393341	8.21477608879952e-07	2.49663748134982e-05	0	447.12	0	0
chr2R	14743335	14761602	18268	*	6.80452689560004	7.80452689560004	0	22.2468352393341	8.21477608879952e-07	2.49663748134982e-05	0	447.12	0	0
chr3R	22408915	22426929	18015	*	6.80230907035022	7.80230907035022	0	22.2410639086264	8.26806640828733e-07	2.49663748134982e-05	0	446.44	0	0
chr2R	21622446	21640399	17954	*	6.80008783043354	7.80008783043354	0	22.2390860441398	8.28642678247454e-07	2.49663748134982e-05	0	445.75	0	0
chr3L	12732611	12770605	37995	*	6.79563506442691	7.79563506442691	0	22.2351273428546	8.32329212591139e-07	2.49663748134982e-05	0	444.38	0	0
chr2L	6060757	6076796	16040	*	6.7776852833814	7.7776852833814	0	22.219049785751	8.47462627766088e-07	2.49663748134982e-05	0	438.88	0	0
chr2R	18132634	18156060	23427	*	7.18252701555436	8.18252701555436	0	22.1984398846791	8.66649691333812e-07	2.49663748134982e-05	0	581.05	0	0
chr2R	5411744	5458095	46352	*	7.1756895855008	8.1756895855008	0	22.1914960773839	8.73405053012379e-07	2.49663748134982e-05	0	578.31	0	0
chr3R	6644889	6662100	17212	*	6.8779733402823	7.8779733402823	0	22.183393090963	8.81746848510406e-07	2.49663748134982e-05	0	470.47	0	0
chr3R	24045790	24064815	19026	*	6.72947619033878	7.72947619033878	0	22.1782616479836	8.870462101972e-07	2.49663748134982e-05	0	424.46	0	0
chr2R	23933884	23959405	25522	*	6.72479970312931	7.72479970312931	0	22.1749029877953	8.90384273974305e-07	2.49663748134982e-05	0	423.08	0	0
chr3L	18864225	18880245	16021	*	6.72010800780459	7.72010800780459	0	22.1713171209311	8.93960867537566e-07	2.49663748134982e-05	0	421.71	0	0
chr2R	4780892	4817130	36239	*	6.70356586869009	7.70356586869009	0	22.157135255249	9.08237261091262e-07	2.49663748134982e-05	0	416.9	0	0
chr3L	16110626	16139879	29254	*	6.69880449459636	7.69880449459636	0	22.1527462758015	9.1269872390034e-07	2.49663748134982e-05	0	415.53	0	0
chr3R	17077945	17093938	15994	*	6.69402735433449	7.69402735433449	0	22.148205650545	9.17336048949149e-07	2.49663748134982e-05	0	414.16	0	0
chr2R	10024042	10036698	12657	*	6.68201483663251	7.68201483663251	0	22.1359571942761	9.29956001158288e-07	2.49663748134982e-05	0	410.72	0	0
chr2R	19288109	19312665	24557	*	7.31443869105994	8.31443869105994	0	22.132213415042	9.32912493842345e-07	2.49663748134982e-05	0	636.69	0	0
chr2L	10968275	10984395	16121	*	6.67718168289657	7.67718168289657	0	22.1306841703195	9.35439111661218e-07	2.49663748134982e-05	0	409.35	0	0
chr2R	17721309	17745969	24661	*	6.67718168289657	7.67718168289657	0	22.1306841703195	9.35439111661218e-07	2.49663748134982e-05	0	409.35	0	0
chr3L	8293327	8312512	19186	*	6.67718168289657	7.67718168289657	0	22.1306841703195	9.35439111661218e-07	2.49663748134982e-05	0	409.35	0	0
chr3L	14027121	14045686	18566	*	6.67475902062971	7.67475902062971	0	22.128017000448	9.38224217395695e-07	2.49663748134982e-05	0	408.66	0	0
chr3R	7905333	7926491	21159	*	6.66013698626487	7.66013698626487	0	22.1120708621898	9.55041145281445e-07	2.49663748134982e-05	0	404.54	0	0
chr2R	11883585	11905918	22334	*	7.31754794881706	8.31754794881706	0	22.0983438400071	9.68719465366414e-07	2.49663748134982e-05	0	638.06	0	0
chr2L	12690934	12710680	19747	*	6.63543270042364	7.63543270042364	0	22.0895306736663	9.79310264962235e-07	2.49663748134982e-05	0	397.67	0	0
chr2L	2143187	2158790	15604	*	6.62793816387672	7.62793816387672	0	22.0828401929532	9.86626544377932e-07	2.49663748134982e-05	0	395.61	0	0
chr3L	11788013	11802861	14849	*	6.62543130826614	7.62543130826614	0	22.0805850933922	9.89104243467013e-07	2.49663748134982e-05	0	394.92	0	0
chr3L	15973368	15994464	21097	*	6.6178844992128	7.6178844992128	0	22.0737445085904	9.96656232870885e-07	2.49663748134982e-05	0	392.86	0	0
chr2R	9834642	9852642	18001	*	6.61536009779725	7.61536009779725	0	22.0714415441547	9.99210994712293e-07	2.49663748134982e-05	0	392.18	0	0
chr3R	14116450	14132111	15662	*	6.60776028193909	7.60776028193909	0	22.0644779355925	1.00697388660856e-06	2.49663748134982e-05	0	390.12	0	0
chr3R	8978860	8997212	18353	*	6.60267140526629	7.60267140526629	0	22.0597980088727	1.01222315372138e-06	2.49663748134982e-05	0	388.74	0	0
chr3L	16226737	16241462	14726	*	6.5975645148332	7.5975645148332	0	22.0550923305952	1.01752753707231e-06	2.49663748134982e-05	0	387.37	0	0
chr3L	4311483	4324259	12777	*	6.57954667977444	7.57954667977444	0	22.0464607606239	1.02734440282366e-06	2.49663748134982e-05	0	382.56	0	0
chr2L	10845044	10864006	18963	*	6.57695423515791	7.57695423515791	0	22.0441180852045	1.03001945603437e-06	2.49663748134982e-05	0	381.87	0	0
chr2R	5602834	5613586	10753	*	6.57175532848359	7.57175532848359	0	22.0394195893328	1.03540456294298e-06	2.49663748134982e-05	0	380.5	0	0
chr3R	27946021	27968958	22938	*	6.57175532848359	7.57175532848359	0	22.0394195893328	1.03540456294298e-06	2.49663748134982e-05	0	380.5	0	0
chr2L	10000736	10015170	14435	*	6.55077030335426	7.55077030335426	0	22.0153703231888	1.06337775318317e-06	2.53785072237843e-05	0	375.01	0	0
chr3R	20614901	20630915	16015	*	6.54282155023877	7.54282155023877	0	22.0120387801553	1.06732039726196e-06	2.53785072237843e-05	0	372.95	0	0
chr2R	8121001	8137315	16315	*	6.55341018522696	7.55341018522696	0	22.0020758762853	1.07911580134682e-06	2.53874163107867e-05	0	375.69	0	0
chr3R	19873678	19888030	14353	*	6.52140824372292	7.52140824372292	0	21.9935644867388	1.08938528825424e-06	2.53874163107867e-05	0	367.45	0	0
chr3R	24346791	24366289	19499	*	6.53482875948524	7.53482875948524	0	21.9917766222992	1.09150745635546e-06	2.53874163107867e-05	0	370.89	0	0
chr2R	1069319	1127927	58609	*	6.51058121323856	7.51058121323856	0	21.9863521983328	1.09812232908515e-06	2.53874163107867e-05	0	364.7	0	0
chr3R	20167435	20176872	9438	*	6.50786171188497	7.50786171188497	0	21.9808922571578	1.10476782427197e-06	2.53874163107867e-05	0	364.02	0	0
chr2L	10197117	10215721	18605	*	6.49418677498789	7.49418677498789	0	21.969023282011	1.11936480475065e-06	2.54542843691105e-05	0	360.58	0	0
chr3L	10629079	10645009	15931	*	6.50240728179286	7.50240728179286	0	21.9664341417278	1.12254583520318e-06	2.54542843691105e-05	0	362.64	0	0
chr4	1145466	1171239	25774	*	6.48038097546286	7.48038097546286	0	21.9547877952696	1.13710763970703e-06	2.55429667435759e-05	0	357.15	0	0
chr2L	22173415	22185991	12577	*	6.47203363274934	7.47203363274934	0	21.9488597554531	1.1445813079811e-06	2.55429667435759e-05	0	355.09	0	0
chr3R	5586380	5618308	31929	*	7.33299451008818	8.33299451008818	0	21.9441958364305	1.14883670517251e-06	2.55429667435759e-05	0	644.93	0	0
chr3R	22719150	22735851	16702	*	6.45519264337203	7.45519264337203	0	21.9270245156525	1.17247814166853e-06	2.5572823726487e-05	0	350.97	0	0
chr3R	5462753	5491489	28737	*	6.43815274007356	7.43815274007356	0	21.9183551926826	1.18375986338263e-06	2.5572823726487e-05	0	346.85	0	0
chr3L	221069	235351	14283	*	6.44385509943775	7.44385509943775	0	21.9168243237022	1.18573949515927e-06	2.5572823726487e-05	0	348.22	0	0
chr3L	17839427	17854453	15027	*	6.44385509943775	7.44385509943775	0	21.9168243237022	1.18573949515927e-06	2.5572823726487e-05	0	348.22	0	0
chr2L	4451038	4470022	18985	*	6.43529308593432	7.43529308593432	0	21.9151084569043	1.1880020624175e-06	2.5572823726487e-05	0	346.16	0	0
chr2L	6850315	6862849	12535	*	6.42379744709649	7.42379744709649	0	21.9000967376732	1.20779999319734e-06	2.5572823726487e-05	0	343.41	0	0
chr2L	20673941	20685629	11689	*	6.41801509450249	7.41801509450249	0	21.8958400075079	1.2134775287697e-06	2.5572823726487e-05	0	342.04	0	0
chr2L	12998635	13015197	16563	*	6.41220947282128	7.41220947282128	0	21.892915539681	1.2173978584747e-06	2.5572823726487e-05	0	340.66	0	0
chr3R	5646738	5667169	20432	*	6.41220947282128	7.41220947282128	0	21.892915539681	1.2173978584747e-06	2.5572823726487e-05	0	340.66	0	0
chr3R	27249007	27268423	19417	*	6.39465110143698	7.39465110143698	0	21.874469751438	1.24234979645903e-06	2.59378396529006e-05	0	336.54	0	0
chr3R	13681921	13697513	15593	*	6.38579112451675	7.38579112451675	0	21.8636543870781	1.25720050872831e-06	2.6088815405368e-05	0	334.48	0	0
chr3L	8979795	8992228	12434	*	6.36490375804292	7.36490375804292	0	21.8521338738942	1.27323909303444e-06	2.626247382259e-05	0	329.68	0	0
chr2L	10297847	10319569	21723	*	6.4495350085101	7.4495350085101	0	21.8431343290198	1.28560579595243e-06	2.63587679361744e-05	0	349.59	0	0
chr3R	28597288	28610372	13085	*	6.37389254127018	7.37389254127018	0	21.8192686569758	1.31985446323705e-06	2.68998909650219e-05	0	331.74	0	0
chr3R	14306589	14322494	15906	*	6.30036350584821	7.30036350584821	0	21.7928406081342	1.35876705462148e-06	2.74837230793135e-05	0	315.25	0	0
chr2R	17566456	17576979	10524	*	6.29090317659915	7.29090317659915	0	21.7832783577431	1.37305712813351e-06	2.74837230793135e-05	0	313.19	0	0
chr2L	6044050	6055877	11828	*	6.28773589752046	7.28773589752046	0	21.7808144131463	1.37676479238355e-06	2.74837230793135e-05	0	312.51	0	0
chr3R	31250608	31258659	8052	*	6.28456164972532	7.28456164972532	0	21.7748817497425	1.38571575431564e-06	2.74837230793135e-05	0	311.82	0	0
chr3R	10780267	10795643	15377	*	6.27819212484959	7.27819212484959	0	21.7722341811114	1.38974515794248e-06	2.74837230793135e-05	0	310.44	0	0
chr2R	18156192	18169140	12949	*	6.27499678568979	7.27499678568979	0	21.7676893576395	1.3966611611567e-06	2.74837230793135e-05	0	309.76	0	0
chr3R	28334440	28347169	12730	*	6.26858479717555	7.26858479717555	0	21.7585589335751	1.4106538102902e-06	2.76004494081922e-05	0	308.38	0	0
chr2L	10472349	10492461	20113	*	6.74110151545841	7.74110151545841	0	21.4435045129855	1.98016742497827e-06	3.79254193252564e-05	0	427.89	0	0
chr3L	18671324	18688319	16996	*	6.74110151545841	7.74110151545841	0	21.4435045129855	1.98016742497827e-06	3.79254193252564e-05	0	427.89	0	0
chr3L	20340634	20363585	22952	*	6.74110151545841	7.74110151545841	0	21.4435045129855	1.98016742497827e-06	3.79254193252564e-05	0	427.89	0	0
chr2R	24659503	24673577	14075	*	6.74341538129665	7.74341538129665	0	21.4371088774222	1.99374283836044e-06	3.79254193252564e-05	0	428.58	0	0
chr3R	5622125	5640657	18533	*	6.74341538129665	7.74341538129665	0	21.4371088774222	1.99374283836044e-06	3.79254193252564e-05	0	428.58	0	0
chr3R	31578699	31598204	19506	*	6.66258430668361	7.66258430668361	0	21.3480914590011	2.19243046991409e-06	4.14744857955018e-05	0	405.23	0	0
