chrom	start	end	ins1	ins2
chr2L	8084000	8127000	-0.565171003341675	-0.158142998814583
chr2L	8127000	8168000	-0.158142998814583	-0.195093005895615
chr2L	8168000	8222000	-0.195093005895615	0.0108709996566176
chr2L	8222000	8262000	0.0108709996566176	-0.0423510000109673
chr2L	8262000	8301000	-0.0423510000109673	-0.485294014215469
chr2L	8301000	8328000	-0.485294014215469	-0.151115998625755
chr2L	8328000	8362000	-0.151115998625755	-0.394217014312744
chr2L	8362000	8415000	-0.394217014312744	-0.293300002813339
chr2L	8415000	8458000	-0.293300002813339	0.323183000087738
chr2L	8464000	8483000	0.24507500231266	0.0254679992794991
chr2L	8483000	8528000	0.0254679992794991	-0.222175002098083
chr2L	8549000	8590000	-0.257090002298355	0.126414999365807
chr2L	8596000	8729000	0.177797004580498	0.273268014192581
chr2L	8734000	8740000	0.196799993515015	-0.385374009609222
chr2L	8740000	8886000	-0.385374009609222	-0.486853003501892
chr2L	8886000	8951000	-0.486853003501892	-0.266427010297775
chr2L	8951000	9003000	-0.266427010297775	0.154844999313354
chr2L	9008000	9115000	-0.135587006807327	-0.166057005524635
chr2L	9117000	9166000	-0.2863489985466	0.0578210018575191
chr2L	9166000	9185000	0.0578210018575191	0.819317996501923
chr2L	9199000	9244000	0.993207991123199	0.106086999177933
chr2L	9244000	9269000	0.106086999177933	-0.33270400762558
chr2L	9269000	9414000	-0.33270400762558	-0.333613991737366
chr2L	9414000	9446000	-0.333613991737366	-0.292380005121231
chr2L	9446000	9469000	-0.292380005121231	-0.0336420014500618
chr2L	9469000	9479000	-0.0336420014500618	-0.556141018867493
chr2L	9485000	9522000	-0.659587979316711	-0.186065003275871
chr2L	9539000	9566000	-0.0548980012536049	-0.646313011646271
chr2L	9566000	9621000	-0.646313011646271	-0.418235003948212
chr2L	9621000	9698000	-0.418235003948212	-0.456840991973877
chr2L	9698000	9718000	-0.456840991973877	-0.284945994615555
chr2L	9718000	9758000	-0.284945994615555	-0.218309000134468
chr2L	9758000	9793000	-0.218309000134468	-0.328911989927292
chr2L	9793000	9887000	-0.328911989927292	-0.67519998550415
chr2L	9918000	9967000	0.163524001836777	-0.152298003435135
chr2L	9967000	9970000	-0.152298003435135	-0.0275299996137619
chr2L	9976000	10009000	0.269230991601944	-0.276338994503021
chr2L	10009000	10054000	-0.276338994503021	-0.263226002454758
chr2L	10072000	10141000	-0.382656008005142	-0.0472889989614487
chr2L	10168000	10200000	0.275631994009018	-0.654844999313354
chr2L	10200000	10221000	-0.654844999313354	-0.195465996861458
chr2L	10238000	10260000	0.0290319994091988	-0.179101005196571
chr2L	10275000	10299000	-0.0134319998323917	-0.00992299988865852
chr2L	10299000	10355000	-0.00992299988865852	-0.0411109998822212
chr2L	10355000	10363000	-0.0411109998822212	0.075313001871109
chr2L	10363000	10376000	0.075313001871109	-0.0303130000829697
chr2L	10376000	10407000	-0.0303130000829697	-0.312619000673294
chr2L	10440000	10478000	-0.425255000591278	-0.291233003139496
chr2L	10478000	10516000	-0.291233003139496	-0.412407010793686
chr2L	10516000	10591000	-0.412407010793686	-0.159464001655579
chr2L	10600001	10716000	-0.0480130016803741	-0.443917006254196
chr2L	10716000	10757000	-0.443917006254196	-0.178395003080368
chr2L	10757000	10831000	-0.178395003080368	-0.464796006679535
chr2L	10831000	10866000	-0.464796006679535	-0.401558995246887
chr2L	10866000	10946000	-0.401558995246887	-0.433623999357224
chr2L	10955001	11011000	-0.181757003068924	-0.534377992153168
chr2L	11011000	11082000	-0.534377992153168	-0.343266993761063
chr2L	11082000	11138000	-0.343266993761063	-0.172534003853798
chr2L	11138000	11168000	-0.172534003853798	-0.0770120024681091
chr2L	11168000	11273000	-0.0770120024681091	-0.382862985134125
chr2L	11457000	11526000	-0.401481002569199	-0.248051002621651
chr2L	11526000	11539000	-0.248051002621651	-0.414382010698318
chr2L	11541000	11710000	-0.317748010158539	-0.433656990528107
chr2L	11716000	11815000	-0.339648008346558	-0.367859989404678
chr2L	12071000	12098000	0.0657820031046867	-0.0571109987795353
chr2L	12098000	12113000	-0.0571109987795353	-0.320724010467529
chr2L	12113000	12144000	-0.320724010467529	-0.485624998807907
chr2L	12146000	12206000	-0.469907999038696	0.179717004299164
chr2L	12206000	12219000	0.179717004299164	-0.317970991134644
chr2L	12221000	12244000	-0.283396989107132	0.0195300001651049
chr2L	12252000	12352000	-0.194195002317429	-0.530462026596069
chr2L	12352000	12419000	-0.530462026596069	-0.5467249751091
chr2L	12436000	12457000	-0.135162994265556	-0.233091995120049
chr2L	12457000	12520000	-0.233091995120049	-0.32847198843956
chr2L	12520000	12546000	-0.32847198843956	-0.197407007217407
chr2L	12546000	12557000	-0.197407007217407	-0.155791997909546
chr2L	12569000	12687000	0.052946001291275	-0.337785005569458
chr2L	12722000	12803000	0.0982209965586662	-0.168142005801201
chr2L	12803000	12863000	-0.168142005801201	-0.419355988502502
chr2L	12863000	12933000	-0.419355988502502	-0.154144003987312
chr2L	12943000	12958000	-0.247851997613907	-0.26044100522995
chr2L	12958000	13029000	-0.26044100522995	-0.222736001014709
chr2L	13029000	13155000	-0.222736001014709	-0.958257019519806
chr2L	13164000	13216000	-0.597582995891571	-0.438809007406235
chr2L	13221000	13285000	-0.213889002799988	-0.195476993918419
chr2L	13285000	13314000	-0.195476993918419	-0.0707300007343292
chr2L	13314000	13357000	-0.0707300007343292	-0.395449012517929
chr2L	13362000	13400000	-0.490253001451492	-0.129613995552063
chr2L	13400000	13441000	-0.129613995552063	-0.00723800016567111
chr2L	13440001	13445000	-0.00723800016567111	0.251477003097534
chr2L	13459000	13549000	0.294221013784409	-0.175215005874634
chr2L	13550001	13555000	-0.0595629997551441	0.0371930003166199
chr2L	13574000	13625000	0.26274698972702	-0.135331004858017
chr2L	13684000	13767000	-0.271277993917465	-0.674628973007202
chr2L	13779000	13841000	-0.438268005847931	-0.41057100892067
chr2L	13841000	13850000	-0.41057100892067	0.0940269976854324
chr2L	13856000	13877000	0.205035001039505	0.32047700881958
chr2L	13877000	13925000	0.32047700881958	-0.333005994558334
chr2L	13925000	14007000	-0.333005994558334	-0.43095800280571
chr2L	14007000	14035000	-0.43095800280571	-0.69563901424408
chr2L	14045001	14179000	-0.388909995555878	-0.0674189999699593
chr2L	14179000	14249000	-0.0674189999699593	-0.435128003358841
chr2L	14249000	14359000	-0.435128003358841	-0.352178990840912
chr2L	14364000	14468000	-0.545904994010925	-0.160506993532181
chr2L	14474000	14588000	-0.240118995308876	-0.444629013538361
chr2L	14588000	14640000	-0.444629013538361	0.0660630017518997
chr2L	14652000	14689000	0.203777998685837	-0.313962012529373
chr2L	14689000	14736000	-0.313962012529373	-0.328269988298416
chr2L	14736000	14897000	-0.328269988298416	-0.689594984054565
chr2L	14901000	14980000	-0.740292012691498	0.186262995004654
chr2L	15000000	15039000	0.0469390004873276	-0.0310319997370243
chr2L	15039000	15056000	-0.0310319997370243	-0.331324011087418
chr2L	15056000	15124000	-0.331324011087418	-0.572232007980347
chr2L	15124000	15246000	-0.572232007980347	-0.550644993782043
chr2L	15246000	15272000	-0.550644993782043	-0.845818996429443
chr2L	15272000	15496000	-0.845818996429443	-0.820620000362396
chr2L	15501000	15589000	-0.588394999504089	-0.375411987304688
chr2L	15725001	15799000	NA	-0.467330992221832
chr2L	15799000	15893000	-0.467330992221832	-0.766507983207703
chr2L	15893000	15931000	-0.766507983207703	-0.923765003681183
chr2L	15931000	16084000	-0.923765003681183	-0.706815004348755
chr2L	16084000	16144000	-0.706815004348755	-0.175228998064995
chr2L	16156000	16256000	-0.50805002450943	-0.553626000881195
chr2L	16288000	16325000	-0.79000198841095	-0.111690998077393
chr2L	16325000	16351000	-0.111690998077393	-0.313674986362457
chr2L	16357000	16487000	-0.299313992261887	-0.646884977817535
chr2L	16491000	16542000	-0.727455973625183	-0.0940629988908768
chr2L	16545001	16580000	-0.0776060000061989	-0.0473459996283054
chr2L	16584000	16675000	0.00483100023120642	-0.200799003243446
chr2L	16675000	16709000	-0.200799003243446	0.492219001054764
chr2L	16754000	16806000	-0.285156011581421	-0.458591014146805
chr2L	16806000	16878000	-0.458591014146805	-0.294200986623764
chr2L	16878000	16929000	-0.294200986623764	-0.501974999904633
chr2L	16929000	17097000	-0.501974999904633	-0.790944993495941
chr2L	17100000	17140000	-0.786688983440399	-0.391032993793488
chr2L	17154000	17384000	-0.45304998755455	-0.24991400539875
chr2L	17384000	17466000	-0.24991400539875	-0.265891999006271
chr2L	17466000	17516000	-0.265891999006271	-0.301099002361298
chr2L	17516000	17545000	-0.301099002361298	-0.708271980285645
chr2L	17545000	17719000	-0.708271980285645	-0.160089001059532
chr2L	17719000	17786000	-0.160089001059532	-0.681500971317291
chr2L	17786000	17816000	-0.681500971317291	-0.327906996011734
chr2L	17829000	17997000	-0.233924001455307	-0.504949986934662
chr2L	17997000	18055000	-0.504949986934662	0.0267069991677999
chr2L	18056000	18105000	0.0181530006229877	-0.52292001247406
chr2L	18105000	18135000	-0.52292001247406	0.016865000128746
chr2L	18135000	18153000	0.016865000128746	-0.469785988330841
chr2L	18166000	18329000	-0.516484022140503	0.131374001502991
chr2L	18331000	18443000	0.156738996505737	-0.556089997291565
chr2L	18443000	18484000	-0.556089997291565	-0.138518005609512
chr2L	18484000	18514000	-0.138518005609512	-0.0685179978609085
chr2L	18514000	18551000	-0.0685179978609085	0.114715002477169
chr2L	18551000	18587000	0.114715002477169	-0.366203010082245
chr2L	18587000	18616000	-0.366203010082245	-0.128031998872757
chr2L	18616000	18665000	-0.128031998872757	-0.215920999646187
chr2L	18665000	18714000	-0.215920999646187	-0.387795001268387
chr2L	18714000	18818000	-0.387795001268387	-0.304652005434036
chr2L	18818000	18859000	-0.304652005434036	-0.608925998210907
chr2L	18859000	18935000	-0.608925998210907	-0.705334007740021
chr2L	19009000	19070000	-0.254370987415314	-0.0978920012712479
chr2L	19070000	19115000	-0.0978920012712479	-0.261023014783859
chr2L	19133000	19167000	-0.114791996777058	-0.339280009269714
chr2L	19190000	19348000	-0.282168000936508	0.127514004707336
chr2L	19357000	19362000	0.00620200019329786	-0.283692985773087
chr2L	19362000	19426000	-0.283692985773087	-0.717873990535736
chr2L	19454000	19534000	-0.300307989120483	-0.0323720015585423
chr2L	19534000	19576000	-0.0323720015585423	-0.653226971626282
chr2L	19597000	19659000	-0.291126012802124	0.504938006401062
chr2L	19671000	19705000	0.508170008659363	0.201781004667282
chr2L	19714000	19721000	0.121559001505375	0.130330994725227
chr2L	19721000	19803000	0.130330994725227	-0.237656995654106
chr2L	19803000	19888000	-0.237656995654106	0.00578599981963634
chr2L	19888000	19959000	0.00578599981963634	-0.135314002633095
chr2L	19959000	20050000	-0.135314002633095	-0.247859001159668
chr2L	20056000	20084000	-0.0619079992175102	-0.161062002182007
chr2L	20121000	20150000	-0.521359026432037	0.386352986097336
chr2L	20222000	20279000	-0.448733001947403	0.0739889964461327
chr2L	20279000	20307000	0.0739889964461327	0.413349986076355
chr2L	20314000	20337000	0.285445004701614	-0.354030013084412
chr2L	20337000	20395000	-0.354030013084412	-0.19760499894619
chr2L	20395000	20400000	-0.19760499894619	-0.153959006071091
chr2L	20406000	20449000	-0.233149006962776	-0.036616001278162
chr2L	20458000	20629000	0.00458300020545721	-0.855015993118286
chr2L	20747000	20757000	0.358835011720657	0.189034998416901
chr2L	20757000	20797000	0.189034998416901	-0.62746798992157
chr2L	20797000	20825000	-0.62746798992157	0.139285996556282
chr2L	20825000	20886000	0.139285996556282	0.238146007061005
chr2L	20886000	20922000	0.238146007061005	-0.164217993617058
chr2L	20922000	21042000	-0.164217993617058	0.261059999465942
chr2L	21047000	21143000	0.226041004061699	-0.186854004859924
chr2L	21143000	21182000	-0.186854004859924	-0.161789000034332
chr2L	21182000	21214000	-0.161789000034332	-0.179758995771408
chr2L	21262000	21351000	-0.177440002560616	0.416835993528366
chr2L	21351000	21400000	0.416835993528366	0.754231989383698
chr2L	21573000	21604000	0.855762004852295	0.58933699131012
chr2L	21684000	21696000	-0.719157993793488	-0.426580995321274
chr2L	21696000	21752000	-0.426580995321274	-0.472299009561539
chr2L	21752000	21900000	-0.472299009561539	-0.684403002262115
chr2L	21900000	21980000	-0.684403002262115	-0.0487550012767315
chr2R	5789000	5981000	-0.330577999353409	-0.511150002479553
chr2R	5981000	6025000	-0.511150002479553	-0.0553350001573563
chr2R	6025000	6073000	-0.0553350001573563	-0.140039995312691
chr2R	6087000	6151000	-0.0283679999411106	-0.250050008296967
chr2R	6151000	6203000	-0.250050008296967	0.288758009672165
chr2R	6215000	6241000	-0.0342749990522861	0.342579007148743
chr2R	6241000	6275000	0.342579007148743	0.142303004860878
chr2R	6492000	6575000	-0.0317689999938011	0.493748009204865
chr2R	6581000	6613000	0.62603497505188	-0.306165993213654
chr2R	6632000	6665000	-0.488662004470825	-0.619574010372162
chr2R	6665000	6762000	-0.619574010372162	-0.554021000862122
chr2R	6762000	6822000	-0.554021000862122	-0.420082002878189
chr2R	6822000	6893000	-0.420082002878189	-0.474312007427216
chr2R	6893000	6950000	-0.474312007427216	0.300114005804062
chr2R	6970000	6995000	-0.169955000281334	-0.0979029983282089
chr2R	7001000	7145000	-0.13128200173378	-0.211406007409096
chr2R	7146000	7207000	-0.199448004364967	0.463955998420715
chr2R	7211000	7239000	0.560276985168457	-0.135214999318123
chr2R	7314000	7381000	-0.26477900147438	-0.316655993461609
chr2R	7381000	7405000	-0.316655993461609	-0.33857399225235
chr2R	7405000	7457000	-0.33857399225235	-0.119024001061916
chr2R	7488000	7529000	-0.282552003860474	-0.67959600687027
chr2R	7529000	7565000	-0.67959600687027	0.0300629995763302
chr2R	7565000	7590000	0.0300629995763302	-0.0790359973907471
chr2R	7591000	7636000	-0.0166149996221066	0.0819199979305267
chr2R	7636000	7665000	0.0819199979305267	-0.0333949998021126
chr2R	7665000	7722000	-0.0333949998021126	-0.309336006641388
chr2R	7735000	7783000	-0.246425002813339	-0.36344900727272
chr2R	7783000	7832000	-0.36344900727272	-0.380214989185333
chr2R	7844000	7880000	0.0389240011572838	0.0526430010795593
chr2R	7881000	7951000	0.0335110016167164	-0.168834000825882
chr2R	7951000	7989000	-0.168834000825882	-0.292091995477676
chr2R	7989000	8014000	-0.292091995477676	-0.320443004369736
chr2R	8061000	8135000	-0.543965995311737	-0.073063001036644
chr2R	8173000	8248000	-0.374056994915009	-0.430804014205933
chr2R	8248000	8396000	-0.430804014205933	-0.175178006291389
chr2R	8396000	8436000	-0.175178006291389	-0.0900690034031868
chr2R	8436000	8599000	-0.0900690034031868	-0.411060005426407
chr2R	8599000	8631000	-0.411060005426407	-0.194747000932693
chr2R	8631000	8671000	-0.194747000932693	-0.580540001392365
chr2R	8671000	8724000	-0.580540001392365	-0.590701997280121
chr2R	8732000	8763000	-0.323673009872437	-0.319599002599716
chr2R	8763000	8775000	-0.319599002599716	0.147235006093979
chr2R	8788000	8889000	0.147199004888535	-0.662829995155334
chr2R	8889000	8958000	-0.662829995155334	-0.269897013902664
chr2R	8958000	9006000	-0.269897013902664	-0.291637986898422
chr2R	9006000	9095000	-0.291637986898422	-0.649299025535583
chr2R	9095000	9138000	-0.649299025535583	-0.0847510024905205
chr2R	9138000	9192000	-0.0847510024905205	-0.606009006500244
chr2R	9192000	9283000	-0.606009006500244	-0.453033000230789
chr2R	9291000	9309000	-0.16524800658226	-0.295298993587494
chr2R	9309000	9359000	-0.295298993587494	0.16635400056839
chr2R	9361000	9387000	0.154418006539345	-0.541325986385345
chr2R	9387000	9428000	-0.541325986385345	-0.0766120031476021
chr2R	9428000	9446000	-0.0766120031476021	-0.488849014043808
chr2R	9446000	9481000	-0.488849014043808	0.240029007196426
chr2R	9492000	9553000	0.303878992795944	-0.139125004410744
chr2R	9553000	9565000	-0.139125004410744	-0.0826070010662079
chr2R	9578000	9693000	-0.26028299331665	-0.178856000304222
chr2R	9693000	9730000	-0.178856000304222	-0.202068999409676
chr2R	9731000	9820000	-0.216563001275063	-0.433293998241425
chr2R	9836000	9870000	-0.13527899980545	-0.101769998669624
chr2R	9873000	9907000	-0.0634960010647774	-0.0321209989488125
chr2R	9907000	9955000	-0.0321209989488125	-0.507260978221893
chr2R	9955000	9987000	-0.507260978221893	-0.48861899971962
chr2R	9987000	10022000	-0.48861899971962	-0.228472992777824
chr2R	10022000	10048000	-0.228472992777824	-0.162768006324768
chr2R	10073000	10102000	-0.208846002817154	-0.639732003211975
chr2R	10102000	10124000	-0.639732003211975	-0.321561008691788
chr2R	10124000	10160000	-0.321561008691788	-0.0631870031356812
chr2R	10252000	10415000	-0.0955810025334358	-0.595525979995728
chr2R	10433000	10477000	-0.427915006875992	-0.131558001041412
chr2R	10477000	10528000	-0.131558001041412	0.277494996786118
chr2R	10528000	10560000	0.277494996786118	-0.53932797908783
chr2R	10561000	10580000	-0.378291010856628	1.14346599578857
chr2R	10599000	10627000	0.924197018146515	0.635249018669128
chr2R	10635001	10658000	0.710934996604919	0.380088001489639
chr2R	10667000	10806000	0.449723988771439	-0.362462013959885
chr2R	10806000	10850000	-0.362462013959885	-0.0652310028672218
chr2R	10850000	10874000	-0.0652310028672218	-0.282911002635956
chr2R	10874000	10904000	-0.282911002635956	-0.333003014326096
chr2R	11026000	11122000	0.0347290001809597	-0.372027009725571
chr2R	11122000	11130000	-0.372027009725571	-0.0821869969367981
chr2R	11132000	11173000	0.0134629998356104	-0.157826006412506
chr2R	11173000	11205000	-0.157826006412506	0.021059999242425
chr2R	11223000	11264000	-0.347739011049271	-0.412553995847702
chr2R	11272000	11305000	-0.361995995044708	-0.325435012578964
chr2R	11307000	11352000	-0.293756008148193	-0.463899999856949
chr2R	11364000	11389000	-0.359405994415283	-0.228441998362541
chr2R	11406000	11452000	0.0754730030894279	-0.680060029029846
chr2R	11465000	11475000	-0.329593002796173	-0.190320998430252
chr2R	11475000	11582000	-0.190320998430252	-0.492920011281967
chr2R	11582000	11624000	-0.492920011281967	0.164715006947517
chr2R	11624000	11651000	0.164715006947517	-0.130567997694016
chr2R	11710000	11890000	-0.225408002734184	-0.81987202167511
chr2R	11908000	11966000	-0.243580996990204	-0.392369002103806
chr2R	11966000	12027000	-0.392369002103806	-0.522478997707367
chr2R	12045000	12132000	-0.658433973789215	-0.712134003639221
chr2R	12132000	12174000	-0.712134003639221	-0.147511005401611
chr2R	12174000	12201000	-0.147511005401611	-0.685698986053467
chr2R	12201000	12246000	-0.685698986053467	-0.293693989515305
chr2R	12246000	12318000	-0.293693989515305	-0.7482950091362
chr2R	12318000	12345000	-0.7482950091362	-0.451420992612839
chr2R	12346000	12412000	-0.444936990737915	-0.433531999588013
chr2R	12454000	12510000	-0.446642994880676	-0.222754001617432
chr2R	12511000	12532000	-0.170881003141403	-0.0152439996600151
chr2R	12532000	12569000	-0.0152439996600151	-0.0195899996906519
chr2R	12613000	12668000	-0.317499995231628	-0.0717670023441315
chr2R	12668000	12678000	-0.0717670023441315	-0.0963229984045029
chr2R	12678000	12704000	-0.0963229984045029	0.0125890001654625
chr2R	12704000	12706000	0.0125890001654625	0.0414029993116856
chr2R	12712000	12745000	0.167750000953674	-0.137504994869232
chr2R	12745000	12787000	-0.137504994869232	0.245781004428864
chr2R	12795000	12817000	0.25544199347496	0.233215004205704
chr2R	12825000	12853000	0.200958997011185	-0.551999986171722
chr2R	12867000	12916000	-0.744660019874573	-0.22019200026989
chr2R	12916000	12947000	-0.22019200026989	-0.311998009681702
chr2R	12947000	13043000	-0.311998009681702	-0.787010014057159
chr2R	13043000	13114000	-0.787010014057159	-0.288367986679077
chr2R	13114000	13171000	-0.288367986679077	-0.133053004741669
chr2R	13171000	13200000	-0.133053004741669	-0.0448319986462593
chr2R	13202000	13242000	-0.0374290011823177	-0.762203991413116
chr2R	13242000	13408000	-0.762203991413116	-0.53932797908783
chr2R	13414000	13449000	-0.335133999586105	-0.222200006246567
chr2R	13449000	13483000	-0.222200006246567	-0.26529398560524
chr2R	13508000	13539000	-0.335727989673615	-0.235358998179436
chr2R	13558000	13599000	-0.347867995500565	-0.401131987571716
chr2R	13599000	13733000	-0.401131987571716	-0.449741989374161
chr2R	13733000	13826000	-0.449741989374161	-0.380708992481232
chr2R	13826000	13942000	-0.380708992481232	-0.57576197385788
chr2R	13964000	13990000	-0.673846006393433	-0.45805099606514
chr2R	13991000	14018000	-0.429729998111725	0.932321012020111
