chrom	start	end	ins1	ins2
chr2L	3111000	3143000	0.104079999029636	-0.325764000415802
chr2L	3182000	3207000	-0.443830013275146	0.0698589980602264
chr2L	3211000	3259000	0.0446540005505085	0.0477069988846779
chr2L	3264000	3356000	0.0154240000993013	-0.277446985244751
chr2L	3356000	3444000	-0.277446985244751	-0.329189985990524
chr2L	3444000	3474000	-0.329189985990524	-0.36167699098587
chr2L	3476000	3533000	-0.445917993783951	-0.644656002521515
chr2L	3533000	3619000	-0.644656002521515	-0.352465003728867
chr2L	3632000	3650000	-0.287878006696701	-0.0604160018265247
chr2L	3657000	3766000	-0.228459998965263	-0.149858996272087
chr2L	3766000	3787000	-0.149858996272087	-0.359629988670349
chr2L	3816000	3858000	-0.306892991065979	-0.233567997813225
chr2L	3858000	3890000	-0.233567997813225	-0.861294984817505
chr2L	3890000	4019000	-0.861294984817505	-0.223004996776581
chr2L	4019000	4069000	-0.223004996776581	0.701093018054962
chr2L	4069000	4184000	0.701093018054962	-0.475295007228851
chr2L	4184000	4232000	-0.475295007228851	-0.429740995168686
chr2L	4232000	4338000	-0.429740995168686	-0.35215100646019
chr2L	4345000	4381000	-0.44056099653244	-0.248426005244255
chr2L	4381000	4439000	-0.248426005244255	-0.277835011482239
chr2L	4465000	4539000	-0.37296199798584	-0.248190999031067
chr2L	4541000	4615000	-0.268061012029648	-0.022274000570178
chr2L	4615000	4668000	-0.022274000570178	-0.169797003269196
chr2L	4673000	4794000	-0.248393997550011	-0.649264991283417
chr2L	4811000	4888000	-0.590220987796783	-0.162765994668007
chr2L	4888000	4917000	-0.162765994668007	0.141799002885818
chr2L	4964000	5009000	0.0150990001857281	-1.03492200374603
chr2L	5009000	5042000	-1.03492200374603	-0.0978609994053841
chr2L	5054000	5108000	-0.0995739996433258	0.119272999465466
chr2L	5108000	5171000	0.119272999465466	0.529232025146484
chr2L	5224000	5270000	0.179129004478455	-0.290921986103058
chr2L	5270000	5314000	-0.290921986103058	-0.145493999123573
chr2L	5326000	5365000	-0.401183009147644	-0.21314899623394
chr2L	5365000	5515000	-0.21314899623394	-0.684644997119904
chr2L	5515000	5546000	-0.684644997119904	-0.478381007909775
chr2L	5546000	5709000	-0.478381007909775	-0.672101020812988
chr2L	5709000	5819000	-0.672101020812988	-0.129529997706413
chr2L	5819000	5821000	-0.129529997706413	-0.114955998957157
chr2L	5999000	6036000	-0.0418349988758564	-0.046084001660347
chr2L	6047000	6070000	-0.0410640016198158	0.0304649993777275
chr2L	6070000	6101000	0.0304649993777275	-0.486986011266708
chr2L	6101000	6316000	-0.486986011266708	-0.706206023693085
chr2L	6316000	6344000	-0.706206023693085	-0.233642995357513
chr2L	6359000	6434000	-0.437546014785767	0.497990012168884
chr2L	6455000	6481000	0.170767992734909	-0.442723006010056
chr2L	6500000	6527000	-0.274233013391495	-0.179087996482849
chr2L	6527000	6567000	-0.179087996482849	-0.337339997291565
chr2L	6567000	6611000	-0.337339997291565	-0.244154006242752
chr2L	6611000	6647000	-0.244154006242752	-0.183455005288124
chr2L	6647000	6681000	-0.183455005288124	-0.181850999593735
chr2L	6681000	6723000	-0.181850999593735	-0.425617009401321
chr2L	6738000	6779000	-0.370725005865097	-0.307799011468887
chr2L	6779000	6797000	-0.307799011468887	-0.32023298740387
chr2L	6797000	6846000	-0.32023298740387	-0.227791994810104
chr2L	6846000	6884000	-0.227791994810104	0.199838995933533
chr2L	6895000	6920000	-0.157886996865273	-0.266743004322052
chr2L	6920000	6948000	-0.266743004322052	-0.128183007240295
chr2L	6971000	7029000	-0.335029989480972	-0.185795992612839
chr2L	7072000	7204000	-0.360240012407303	-0.318085014820099
chr2L	7213000	7284000	-0.251823991537094	-0.261979013681412
chr2L	7354000	7388000	0.292255997657776	-0.325637012720108
chr2L	7388000	7426000	-0.325637012720108	-0.469805002212524
chr2L	7437000	7496000	-0.464706003665924	-0.378176003694534
chr2L	7496000	7534000	-0.378176003694534	-0.488833993673325
chr2L	7534000	7715000	-0.488833993673325	-0.300660014152527
chr2L	7716000	7730000	-0.277534991502762	-0.233043000102043
chr2L	7736000	7769000	-0.184086993336678	-0.488068014383316
chr2L	7769000	7810000	-0.488068014383316	-0.0474569983780384
chr2L	7810000	7829000	-0.0474569983780384	-0.620092988014221
chr2L	7829000	7866000	-0.620092988014221	-0.0742599964141846
chr2L	7879000	8000000	-0.000468999991426244	0.215326994657516
chr2L	8000000	8010000	0.215326994657516	0.216157004237175
chr2L	8017000	8031000	0.362951993942261	-0.0546180009841919
chr2L	8031000	8084000	-0.0546180009841919	-0.551877975463867
chr2L	8084000	8127000	-0.551877975463867	-0.198018997907639
chr2L	8127000	8168000	-0.198018997907639	-0.21909299492836
chr2L	8168000	8222000	-0.21909299492836	-0.0109580000862479
chr2L	8222000	8262000	-0.0109580000862479	-0.0340670011937618
chr2L	8262000	8301000	-0.0340670011937618	-0.382687002420425
chr2L	8301000	8328000	-0.382687002420425	-0.256392002105713
chr2L	8328000	8362000	-0.256392002105713	-0.340153008699417
chr2L	8362000	8415000	-0.340153008699417	-0.293974012136459
chr2L	8415000	8458000	-0.293974012136459	0.402143001556396
chr2L	8464000	8483000	0.269062995910645	0.102857001125813
chr2L	8483000	8528000	0.102857001125813	-0.183669000864029
chr2L	8549000	8590000	-0.245198994874954	0.0954369977116585
chr2L	8596000	8729000	0.109537996351719	0.326644003391266
chr2L	8734000	8740000	0.291161000728607	-0.374172985553741
chr2L	8740000	8886000	-0.374172985553741	-0.474494993686676
chr2L	8886000	8951000	-0.474494993686676	-0.330170005559921
chr2L	8951000	9003000	-0.330170005559921	-0.0518830008804798
chr2L	9008000	9115000	-0.0998150035738945	-0.315896987915039
chr2L	9117000	9166000	-0.315207004547119	0.0625400021672249
chr2L	9166000	9185000	0.0625400021672249	1.00683403015137
chr2L	9199000	9244000	0.973316013813019	0.139811992645264
chr2L	9244000	9269000	0.139811992645264	-0.388949006795883
chr2L	9269000	9414000	-0.388949006795883	-0.712724983692169
chr2L	9414000	9446000	-0.712724983692169	-0.284859985113144
chr2L	9446000	9469000	-0.284859985113144	0.153907999396324
chr2L	9469000	9479000	0.153907999396324	-0.299807995557785
chr2L	9485000	9522000	-0.418906003236771	-0.207086995244026
chr2L	9539000	9566000	-0.200555995106697	-0.634743988513947
chr2L	9566000	9621000	-0.634743988513947	-0.4235700070858
chr2L	9621000	9698000	-0.4235700070858	-0.514185011386871
chr2L	9698000	9718000	-0.514185011386871	-0.524124026298523
chr2L	9718000	9758000	-0.524124026298523	-0.14350500702858
chr2L	9758000	9793000	-0.14350500702858	-0.331373989582062
chr2L	9793000	9887000	-0.331373989582062	-0.6007080078125
chr2L	9918000	9967000	0.195579007267952	-0.100157998502254
chr2L	9967000	9970000	-0.100157998502254	0.0639379993081093
chr2L	9976000	10009000	0.403061985969543	-0.318513989448547
chr2L	10009000	10054000	-0.318513989448547	-0.279237985610962
chr2L	10072000	10141000	-0.587695002555847	-0.168745994567871
chr2L	10168000	10200000	0.16354900598526	-0.693129003047943
chr2L	10200000	10221000	-0.693129003047943	-0.111983001232147
chr2L	10238000	10260000	0.154569998383522	0.0522800013422966
chr2L	10275000	10299000	0.0602470003068447	0.104636996984482
chr2L	10299000	10355000	0.104636996984482	0.0820410028100014
chr2L	10355000	10363000	0.0820410028100014	0.181768998503685
chr2L	10363000	10376000	0.181768998503685	0.0968170017004013
chr2L	10376000	10407000	0.0968170017004013	-0.124416999518871
chr2L	10440000	10478000	-0.456133991479874	-0.298759013414383
chr2L	10478000	10516000	-0.298759013414383	-0.346318006515503
chr2L	10516000	10591000	-0.346318006515503	-0.217620000243187
chr2L	10600001	10716000	-0.0401809997856617	-0.531916975975037
chr2L	10716000	10757000	-0.531916975975037	-0.343273997306824
chr2L	10757000	10831000	-0.343273997306824	-0.502851009368896
chr2L	10831000	10866000	-0.502851009368896	-0.501911997795105
chr2L	10866000	10946000	-0.501911997795105	-0.462960988283157
chr2L	10955001	11011000	0.029551999643445	-0.49006399512291
chr2L	11011000	11082000	-0.49006399512291	-0.47027799487114
chr2L	11082000	11138000	-0.47027799487114	-0.201747998595238
chr2L	11138000	11168000	-0.201747998595238	-0.0738909989595413
chr2L	11168000	11273000	-0.0738909989595413	-0.366438001394272
chr2L	11457000	11526000	-0.349839985370636	-0.239061996340752
chr2L	11526000	11539000	-0.239061996340752	-0.43757501244545
chr2L	11541000	11710000	-0.357636988162994	-0.403990000486374
chr2L	11716000	11815000	-0.382862001657486	-0.578131020069122
chr2L	12071000	12098000	0.168766006827354	0.0360770002007484
chr2L	12098000	12113000	0.0360770002007484	-0.355320006608963
chr2L	12113000	12144000	-0.355320006608963	-0.541867017745972
chr2L	12146000	12206000	-0.518361985683441	0.00896199978888035
chr2L	12206000	12219000	0.00896199978888035	-0.538155019283295
chr2L	12221000	12244000	-0.518316984176636	-0.235097005963326
chr2L	12252000	12352000	-0.234547004103661	-0.559136986732483
chr2L	12352000	12419000	-0.559136986732483	-0.436450004577637
chr2L	12436000	12457000	-0.0923070013523102	-0.224672004580498
chr2L	12457000	12520000	-0.224672004580498	-0.106306999921799
chr2L	12520000	12546000	-0.106306999921799	-0.141406998038292
chr2L	12546000	12557000	-0.141406998038292	0.0666780024766922
chr2L	12569000	12687000	0.124866999685764	-0.388473987579346
chr2L	12722000	12803000	0.134362995624542	-0.268296003341675
chr2L	12803000	12863000	-0.268296003341675	-0.397170007228851
chr2L	12863000	12933000	-0.397170007228851	-0.275204002857208
chr2L	12943000	12958000	-0.271600991487503	-0.30799201130867
chr2L	12958000	13029000	-0.30799201130867	-0.25620099902153
chr2L	13029000	13155000	-0.25620099902153	-0.939288020133972
chr2L	13164000	13216000	-0.625622987747192	-0.502775013446808
chr2L	13221000	13285000	-0.205935999751091	-0.225396007299423
chr2L	13285000	13314000	-0.225396007299423	-0.188033998012543
chr2L	13314000	13357000	-0.188033998012543	-0.551425993442535
chr2L	13362000	13400000	-0.551680982112885	-0.177947998046875
chr2L	13400000	13441000	-0.177947998046875	0.0619979985058308
chr2L	13440001	13445000	0.0619979985058308	0.260060995817184
chr2L	13459000	13549000	0.316219985485077	0.183530002832413
chr2L	13550001	13555000	0.288262009620667	0.307788997888565
chr2L	13574000	13625000	0.268700003623962	-0.0400910004973412
chr2L	13684000	13767000	-0.140772998332977	-0.593477010726929
chr2L	13779000	13841000	-0.371650993824005	-0.412945985794067
chr2L	13841000	13850000	-0.412945985794067	0.0233609993010759
chr2L	13856000	13877000	0.0832659974694252	0.131216004490852
chr2L	13877000	13925000	0.131216004490852	-0.500464022159576
chr2L	13925000	14007000	-0.500464022159576	-0.448666989803314
chr2L	14007000	14035000	-0.448666989803314	-0.740049004554749
chr2L	14045001	14179000	-0.500409007072449	-0.181294992566109
chr2L	14179000	14249000	-0.181294992566109	-0.722702980041504
chr2L	14249000	14359000	-0.722702980041504	-0.374280989170074
chr2L	14364000	14468000	-0.528343021869659	-0.130355998873711
chr2L	14474000	14588000	-0.195072993636131	-0.502031981945038
chr2L	14588000	14640000	-0.502031981945038	0.020456999540329
chr2L	14652000	14689000	0.168933004140854	-0.298658013343811
chr2L	14689000	14736000	-0.298658013343811	-0.45396500825882
chr2L	14736000	14897000	-0.45396500825882	-0.713060975074768
chr2L	14901000	14980000	-0.68667197227478	0.191717997193336
chr2L	15000000	15039000	0.00592900021001697	-0.0523229986429214
chr2L	15039000	15056000	-0.0523229986429214	-0.442745000123978
chr2L	15056000	15124000	-0.442745000123978	-0.694190979003906
chr2L	15124000	15246000	-0.694190979003906	-0.566879987716675
chr2L	15246000	15272000	-0.566879987716675	-0.791989028453827
chr2L	15272000	15496000	-0.791989028453827	-0.723190009593964
chr2L	15501000	15589000	-0.484800010919571	-0.418083012104034
chr2L	15725001	15799000	NA	-0.60699200630188
chr2L	15799000	15893000	-0.60699200630188	-0.842953026294708
chr2L	15893000	15931000	-0.842953026294708	-1.15935397148132
chr2L	15931000	16084000	-1.15935397148132	-0.770594000816345
chr2L	16084000	16144000	-0.770594000816345	-0.517840981483459
chr2L	16156000	16256000	-0.402415007352829	-0.341856986284256
chr2L	16288000	16325000	-0.58727902173996	-0.0655940026044846
chr2L	16325000	16351000	-0.0655940026044846	-0.358060002326965
chr2L	16357000	16487000	-0.258215010166168	-0.548654019832611
chr2L	16491000	16542000	-0.641524970531464	-0.0405460000038147
chr2L	16545001	16580000	0.0124629996716976	-0.0484150014817715
chr2L	16584000	16675000	-0.0264989994466305	-0.231224998831749
chr2L	16675000	16709000	-0.231224998831749	0.74848598241806
chr2L	16754000	16806000	-0.404273003339767	-0.55315101146698
chr2L	16806000	16878000	-0.55315101146698	-0.346056014299393
chr2L	16878000	16929000	-0.346056014299393	-0.516314029693604
chr2L	16929000	17097000	-0.516314029693604	-0.963607013225555
chr2L	17100000	17140000	-0.964155972003937	-0.519454002380371
chr2L	17154000	17384000	-0.47817400097847	-0.237902998924255
chr2L	17384000	17466000	-0.237902998924255	-0.191038995981216
chr2L	17466000	17516000	-0.191038995981216	-0.304156988859177
chr2L	17516000	17545000	-0.304156988859177	-0.908647000789642
chr2L	17545000	17719000	-0.908647000789642	-0.27530699968338
chr2L	17719000	17786000	-0.27530699968338	-0.72120201587677
chr2L	17786000	17816000	-0.72120201587677	-0.473399013280869
chr2L	17829000	17997000	-0.288345992565155	-0.591606020927429
chr2L	17997000	18055000	-0.591606020927429	-0.00752299977466464
chr2L	18056000	18105000	-0.00501100020483136	-0.627852022647858
chr2L	18105000	18135000	-0.627852022647858	-0.382086992263794
chr2L	18135000	18153000	-0.382086992263794	-0.369082987308502
chr2L	18166000	18329000	-0.491822004318237	0.0962359979748726
chr2L	18331000	18443000	0.105167001485825	-0.455496996641159
chr2L	18443000	18484000	-0.455496996641159	-0.218526005744934
chr2L	18484000	18514000	-0.218526005744934	-0.0308480001986027
chr2L	18514000	18551000	-0.0308480001986027	0.0150340003892779
chr2L	18551000	18587000	0.0150340003892779	-0.323325991630554
chr2L	18587000	18616000	-0.323325991630554	-0.0250669997185469
chr2L	18616000	18665000	-0.0250669997185469	-0.221257999539375
chr2L	18665000	18714000	-0.221257999539375	-0.338737994432449
chr2L	18714000	18818000	-0.338737994432449	-0.289041996002197
chr2L	18818000	18859000	-0.289041996002197	-0.656894028186798
chr2L	18859000	18935000	-0.656894028186798	-0.645865976810455
chr2L	19009000	19070000	-0.179909005761147	-0.126899003982544
chr2L	19070000	19115000	-0.126899003982544	-0.381269991397858
chr2L	19133000	19167000	-0.106376998126507	-0.225382000207901
chr2L	19190000	19348000	-0.218513995409012	0.178306996822357
chr2L	19357000	19362000	0.0533870011568069	-0.156809002161026
chr2L	19362000	19426000	-0.156809002161026	-0.659803986549377
chr2L	19454000	19534000	-0.359566003084183	-0.0659999996423721
chr2L	19534000	19576000	-0.0659999996423721	-0.48895001411438
chr2L	19597000	19659000	-0.405631005764008	0.595934987068176
chr2L	19671000	19705000	0.446135014295578	0.243052005767822
chr2L	19714000	19721000	0.125643000006676	0.123666003346443
chr2L	19721000	19803000	0.123666003346443	-0.652827024459839
chr2L	19803000	19888000	-0.652827024459839	-0.167927995324135
chr2L	19888000	19959000	-0.167927995324135	-0.0882579982280731
chr2L	19959000	20050000	-0.0882579982280731	-0.336201012134552
chr2L	20056000	20084000	-0.138253003358841	-0.130168005824089
chr2L	20121000	20150000	-0.45516699552536	0.435925990343094
chr2L	20222000	20279000	-0.235588997602463	0.060564998537302
chr2L	20279000	20307000	0.060564998537302	0.379097014665604
chr2L	20314000	20337000	0.225510999560356	-0.386270999908447
chr2L	20337000	20395000	-0.386270999908447	-0.476866990327835
chr2L	20395000	20400000	-0.476866990327835	-0.216876998543739
chr2L	20406000	20449000	-0.20762600004673	0.0557750016450882
chr2L	20458000	20629000	0.074925996363163	-0.574051976203918
chr2L	20747000	20757000	0.38883900642395	0.230243995785713
chr2L	20757000	20797000	0.230243995785713	-0.496820986270905
chr2L	20797000	20825000	-0.496820986270905	0.219065994024277
chr2L	20825000	20886000	0.219065994024277	0.0678479969501495
chr2L	20886000	20922000	0.0678479969501495	-0.112698003649712
chr2L	20922000	21042000	-0.112698003649712	0.299849987030029
chr2L	21047000	21143000	0.281343996524811	-0.181709006428719
chr2L	21143000	21182000	-0.181709006428719	-0.0817409977316856
chr2L	21182000	21214000	-0.0817409977316856	-0.203351005911827
chr2L	21262000	21351000	-0.225396007299423	0.432370990514755
chr2L	21351000	21400000	0.432370990514755	0.862322986125946
chr2L	21573000	21604000	0.926558971405029	0.368741005659103
chr2L	21684000	21696000	-0.623803019523621	-0.315169006586075
chr2L	21696000	21752000	-0.315169006586075	-0.328611999750137
chr2L	21752000	21900000	-0.328611999750137	-0.699042975902557
chr2L	21900000	21980000	-0.699042975902557	-0.0520909987390041
chr2R	5789000	5981000	-0.457848995923996	-0.525614976882935
chr2R	5981000	6025000	-0.525614976882935	-0.266950994729996
chr2R	6025000	6073000	-0.266950994729996	-0.174824997782707
chr2R	6087000	6151000	0.045389000326395	-0.145494997501373
chr2R	6151000	6203000	-0.145494997501373	0.184891000390053
chr2R	6215000	6241000	-0.124246001243591	0.353004992008209
chr2R	6241000	6275000	0.353004992008209	-0.245068997144699
chr2R	6492000	6575000	-0.362569004297256	0.444252014160156
chr2R	6581000	6613000	0.632495999336243	-0.345438987016678
chr2R	6632000	6665000	-0.513540029525757	-0.527369976043701
chr2R	6665000	6762000	-0.527369976043701	-0.688320994377136
chr2R	6762000	6822000	-0.688320994377136	-0.532379984855652
chr2R	6822000	6893000	-0.532379984855652	-0.370276004076004
chr2R	6893000	6950000	-0.370276004076004	0.20830500125885
chr2R	6970000	6995000	-0.167527005076408	-0.111116997897625
chr2R	7001000	7145000	-0.116438001394272	-0.268824011087418
chr2R	7146000	7207000	-0.256868988275528	0.589790999889374
chr2R	7211000	7239000	0.71211302280426	-0.289893001317978
chr2R	7314000	7381000	-0.22673299908638	-0.417888998985291
chr2R	7381000	7405000	-0.417888998985291	-0.37492299079895
chr2R	7405000	7457000	-0.37492299079895	-0.205394998192787
chr2R	7488000	7529000	-0.21866500377655	-0.617797017097473
chr2R	7529000	7565000	-0.617797017097473	0.0241969991475344
chr2R	7565000	7590000	0.0241969991475344	-0.0923049971461296
chr2R	7591000	7636000	-0.026426000520587	0.07464200258255
chr2R	7636000	7665000	0.07464200258255	0.0410920009016991
chr2R	7665000	7722000	0.0410920009016991	-0.247406005859375
chr2R	7735000	7783000	-0.225253000855446	-0.445919990539551
chr2R	7783000	7832000	-0.445919990539551	-0.32607901096344
chr2R	7844000	7880000	0.100685998797417	-0.0333000011742115
chr2R	7881000	7951000	-0.0308979991823435	-0.187831997871399
chr2R	7951000	7989000	-0.187831997871399	-0.29721799492836
chr2R	7989000	8014000	-0.29721799492836	-0.56658798456192
chr2R	8061000	8135000	-0.545399010181427	-0.177009999752045
chr2R	8173000	8248000	-0.319182008504868	-0.502399981021881
chr2R	8248000	8396000	-0.502399981021881	-0.178698003292084
chr2R	8396000	8436000	-0.178698003292084	-0.168089002370834
chr2R	8436000	8599000	-0.168089002370834	-0.414683014154434
chr2R	8599000	8631000	-0.414683014154434	-0.201675996184349
chr2R	8631000	8671000	-0.201675996184349	-0.601440012454987
chr2R	8671000	8724000	-0.601440012454987	-0.523980021476746
chr2R	8732000	8763000	-0.268435001373291	-0.485462993383408
chr2R	8763000	8775000	-0.485462993383408	0.0966159999370575
chr2R	8788000	8889000	0.18486300110817	-0.642186999320984
chr2R	8889000	8958000	-0.642186999320984	-0.29968398809433
chr2R	8958000	9006000	-0.29968398809433	-0.467162013053894
chr2R	9006000	9095000	-0.467162013053894	-0.599366009235382
chr2R	9095000	9138000	-0.599366009235382	-0.0184899996966124
chr2R	9138000	9192000	-0.0184899996966124	-0.651143014431
chr2R	9192000	9283000	-0.651143014431	-0.461304992437363
chr2R	9291000	9309000	-0.0944880023598671	-0.297544986009598
chr2R	9309000	9359000	-0.297544986009598	0.159896001219749
chr2R	9361000	9387000	0.0986339971423149	-0.63713002204895
chr2R	9387000	9428000	-0.63713002204895	-0.169183000922203
chr2R	9428000	9446000	-0.169183000922203	-0.479045003652573
chr2R	9446000	9481000	-0.479045003652573	0.149800002574921
chr2R	9492000	9553000	0.195755004882812	-0.156873002648354
chr2R	9553000	9565000	-0.156873002648354	-0.0640309974551201
chr2R	9578000	9693000	-0.184908002614975	-0.218940004706383
chr2R	9693000	9730000	-0.218940004706383	-0.388121008872986
chr2R	9731000	9820000	-0.386180013418198	-0.443567007780075
chr2R	9836000	9870000	-0.121142998337746	-0.112860001623631
chr2R	9873000	9907000	-0.0831599980592728	-0.090828001499176
chr2R	9907000	9955000	-0.090828001499176	-0.561317026615143
chr2R	9955000	9987000	-0.561317026615143	-0.464208006858826
chr2R	9987000	10022000	-0.464208006858826	-0.209082007408142
chr2R	10022000	10048000	-0.209082007408142	-0.160198003053665
chr2R	10073000	10102000	-0.193776994943619	-0.80595999956131
chr2R	10102000	10124000	-0.80595999956131	-0.251278012990952
chr2R	10124000	10160000	-0.251278012990952	-0.0428970009088516
chr2R	10252000	10415000	-0.191690996289253	-0.663869976997375
chr2R	10433000	10477000	-0.408221006393433	-0.181163996458054
chr2R	10477000	10528000	-0.181163996458054	0.355857014656067
chr2R	10528000	10560000	0.355857014656067	-0.421418011188507
chr2R	10561000	10580000	-0.264560014009476	1.16002297401428
chr2R	10599000	10627000	1.0317929983139	0.684539973735809
chr2R	10635001	10658000	0.742554008960724	0.332807004451752
chr2R	10667000	10806000	0.409662008285522	-0.3401859998703
chr2R	10806000	10850000	-0.3401859998703	-0.259056985378265
chr2R	10850000	10874000	-0.259056985378265	-0.285838007926941
chr2R	10874000	10904000	-0.285838007926941	-0.353579998016357
chr2R	11026000	11122000	0.177922993898392	-0.308313012123108
chr2R	11122000	11130000	-0.308313012123108	-0.0296209994703531
chr2R	11132000	11173000	-0.0152820004150271	-0.16593499481678
chr2R	11173000	11205000	-0.16593499481678	0.029526000842452
chr2R	11223000	11264000	-0.434554010629654	-0.405779987573624
chr2R	11272000	11305000	-0.348690986633301	-0.330372989177704
chr2R	11307000	11352000	-0.3038469851017	-0.561208009719849
chr2R	11364000	11389000	-0.65633100271225	-0.267010003328323
chr2R	11406000	11452000	0.0230710003525019	-0.693548977375031
chr2R	11465000	11475000	-0.307051002979279	-0.212267994880676
chr2R	11475000	11582000	-0.212267994880676	-0.542783975601196
chr2R	11582000	11624000	-0.542783975601196	0.283612012863159
chr2R	11624000	11651000	0.283612012863159	0.0116499997675419
chr2R	11710000	11890000	-0.43707799911499	-0.719026029109955
chr2R	11908000	11966000	-0.320122003555298	-0.379346996545792
chr2R	11966000	12027000	-0.379346996545792	-0.413334995508194
chr2R	12045000	12132000	-0.821371972560883	-0.733385980129242
chr2R	12132000	12174000	-0.733385980129242	-0.045694999396801
chr2R	12174000	12201000	-0.045694999396801	-0.678381025791168
chr2R	12201000	12246000	-0.678381025791168	-0.271162986755371
chr2R	12246000	12318000	-0.271162986755371	-0.761332988739014
chr2R	12318000	12345000	-0.761332988739014	-0.456465989351273
chr2R	12346000	12412000	-0.449871003627777	-0.502438008785248
chr2R	12454000	12510000	-0.300518989562988	-0.0934280008077621
chr2R	12511000	12532000	-0.0849459990859032	-0.000102999998489395
chr2R	12532000	12569000	-0.000102999998489395	0.115516997873783
chr2R	12613000	12668000	-0.307967990636826	-0.186842992901802
chr2R	12668000	12678000	-0.186842992901802	-0.169213995337486
chr2R	12678000	12704000	-0.169213995337486	-0.108884997665882
chr2R	12704000	12706000	-0.108884997665882	-0.0587520003318787
chr2R	12712000	12745000	0.0819090008735657	-0.146377995610237
chr2R	12745000	12787000	-0.146377995610237	0.151115998625755
chr2R	12795000	12817000	0.175972998142242	0.271252989768982
chr2R	12825000	12853000	0.236166998744011	-0.321015000343323
chr2R	12867000	12916000	-0.460738986730576	-0.322741985321045
chr2R	12916000	12947000	-0.322741985321045	-0.208657994866371
chr2R	12947000	13043000	-0.208657994866371	-0.939032018184662
chr2R	13043000	13114000	-0.939032018184662	-0.840834975242615
chr2R	13114000	13171000	-0.840834975242615	-0.175821006298065
chr2R	13171000	13200000	-0.175821006298065	-0.0899109989404678
chr2R	13202000	13242000	-0.0812890008091927	-0.871567010879517
chr2R	13242000	13408000	-0.871567010879517	-0.568538010120392
chr2R	13414000	13449000	-0.524074971675873	-0.214460000395775
chr2R	13449000	13483000	-0.214460000395775	-0.184331998229027
chr2R	13508000	13539000	-0.352481991052628	-0.254007995128632
chr2R	13558000	13599000	-0.428196012973785	-0.684583008289337
chr2R	13599000	13733000	-0.684583008289337	-0.4081090092659
chr2R	13733000	13826000	-0.4081090092659	-0.414968013763428
chr2R	13826000	13942000	-0.414968013763428	-0.664000988006592
chr2R	13964000	13990000	-0.638103008270264	-0.354793012142181
chr2R	13991000	14018000	-0.339116007089615	0.97775399684906
chr2R	14018000	14099000	0.97775399684906	0.86728298664093
