chrom	start	end	insNOnub	insSUMOnub
chr2L	2834000	2835000	0.0481170006096363	0.06173500046134
chr2L	2835000	2836000	0.0481170006096363	0.06173500046134
chr2L	2856000	2857000	-0.884229004383087	-0.926639020442963
chr2L	2857000	2858000	-0.884229004383087	-0.926639020442963
chr2L	2885000	2886000	-0.582140982151031	-0.506260991096497
chr2L	2886000	2887000	-0.582140982151031	-0.506260991096497
chr2L	2955000	2956000	-0.122942999005318	-0.141166001558304
chr2L	2956000	2957000	-0.122942999005318	-0.141166001558304
chr2L	2998000	2999000	0.00634100008755922	-0.0269740000367165
chr2L	2999000	3000000	0.00634100008755922	-0.0269740000367165
chr2L	3028000	3029000	0.0578689984977245	0.00732900016009808
chr2L	3057000	3058000	0.154229998588562	0.143300995230675
chr2L	3086000	3087000	0.00325999991036952	0.0422279983758926
chr2L	3087000	3088000	0.00325999991036952	0.0422279983758926
chr2L	3110000	3111000	0.104079999029636	0.0978740006685257
chr2L	3111000	3112000	0.104079999029636	0.0978740006685257
chr2L	3142000	3143000	-0.325764000415802	-0.339082986116409
chr2L	3182000	3183000	-0.443830013275146	-0.420832991600037
chr2L	3206000	3207000	0.0698589980602264	0.158344998955727
chr2L	3211000	3212000	0.0446540005505085	0.136571004986763
chr2L	3258000	3259000	0.0477069988846779	0.107401996850967
chr2L	3264000	3265000	0.0154240000993013	0.0994599983096123
chr2L	3355000	3356000	-0.277446985244751	-0.241666004061699
chr2L	3356000	3357000	-0.277446985244751	-0.241666004061699
chr2L	3443000	3444000	-0.329189985990524	-0.326306998729706
chr2L	3444000	3445000	-0.329189985990524	-0.326306998729706
chr2L	3473000	3474000	-0.36167699098587	-0.35393300652504
chr2L	3476000	3477000	-0.445917993783951	-0.437254011631012
chr2L	3532000	3533000	-0.644656002521515	-0.62430602312088
chr2L	3533000	3534000	-0.644656002521515	-0.62430602312088
chr2L	3618000	3619000	-0.352465003728867	-0.338640004396439
chr2L	3632000	3633000	-0.287878006696701	-0.238566994667053
chr2L	3649000	3650000	-0.0604160018265247	-0.0675539970397949
chr2L	3657000	3658000	-0.228459998965263	-0.190534994006157
chr2L	3765000	3766000	-0.149858996272087	-0.112548001110554
chr2L	3766000	3767000	-0.149858996272087	-0.112548001110554
chr2L	3786000	3787000	-0.359629988670349	-0.432027012109756
chr2L	3816000	3817000	-0.306892991065979	-0.303099006414413
chr2L	3857000	3858000	-0.233567997813225	-0.179201006889343
chr2L	3858000	3859000	-0.233567997813225	-0.179201006889343
chr2L	3889000	3890000	-0.861294984817505	-0.738361001014709
chr2L	3890000	3891000	-0.861294984817505	-0.738361001014709
chr2L	4018000	4019000	-0.223004996776581	-0.304165989160538
chr2L	4019000	4020000	-0.223004996776581	-0.304165989160538
chr2L	4068000	4069000	0.701093018054962	0.373944997787476
chr2L	4069000	4070000	0.701093018054962	0.373944997787476
chr2L	4183000	4184000	-0.475295007228851	-0.403694003820419
chr2L	4184000	4185000	-0.475295007228851	-0.403694003820419
chr2L	4231000	4232000	-0.429740995168686	-0.401868999004364
chr2L	4232000	4233000	-0.429740995168686	-0.401868999004364
chr2L	4337000	4338000	-0.35215100646019	-0.376051992177963
chr2L	4345000	4346000	-0.44056099653244	-0.388581991195679
chr2L	4380000	4381000	-0.248426005244255	-0.234696999192238
chr2L	4381000	4382000	-0.248426005244255	-0.234696999192238
chr2L	4438000	4439000	-0.277835011482239	-0.261256992816925
chr2L	4465000	4466000	-0.37296199798584	-0.42213699221611
chr2L	4538000	4539000	-0.248190999031067	-0.176661998033524
chr2L	4541000	4542000	-0.268061012029648	-0.204074993729591
chr2L	4614000	4615000	-0.022274000570178	0.00379300001077354
chr2L	4615000	4616000	-0.022274000570178	0.00379300001077354
chr2L	4667000	4668000	-0.169797003269196	-0.201178997755051
chr2L	4673000	4674000	-0.248393997550011	-0.282528012990952
chr2L	4793000	4794000	-0.649264991283417	-0.645195007324219
chr2L	4811000	4812000	-0.590220987796783	-0.63427597284317
chr2L	4887000	4888000	-0.162765994668007	-0.166002005338669
chr2L	4888000	4889000	-0.162765994668007	-0.166002005338669
chr2L	4916000	4917000	0.141799002885818	0.131687000393867
chr2L	4964000	4965000	0.0150990001857281	-0.017985999584198
chr2L	5008000	5009000	-1.03492200374603	-0.441444993019104
chr2L	5009000	5010000	-1.03492200374603	-0.441444993019104
chr2L	5041000	5042000	-0.0978609994053841	-0.122642002999783
chr2L	5054000	5055000	-0.0995739996433258	-0.168834000825882
chr2L	5107000	5108000	0.119272999465466	0.133128002285957
chr2L	5108000	5109000	0.119272999465466	0.133128002285957
chr2L	5170000	5171000	0.529232025146484	0.470696985721588
chr2L	5224000	5225000	0.179129004478455	0.131778001785278
chr2L	5269000	5270000	-0.290921986103058	-0.300478994846344
chr2L	5270000	5271000	-0.290921986103058	-0.300478994846344
chr2L	5313000	5314000	-0.145493999123573	-0.0909949988126755
chr2L	5326000	5327000	-0.401183009147644	-0.448065012693405
chr2L	5364000	5365000	-0.21314899623394	-0.150946006178856
chr2L	5365000	5366000	-0.21314899623394	-0.150946006178856
chr2L	5514000	5515000	-0.684644997119904	-0.72597998380661
chr2L	5515000	5516000	-0.684644997119904	-0.72597998380661
chr2L	5545000	5546000	-0.478381007909775	-0.515506982803345
chr2L	5546000	5547000	-0.478381007909775	-0.515506982803345
chr2L	5708000	5709000	-0.672101020812988	-0.730449020862579
chr2L	5709000	5710000	-0.672101020812988	-0.730449020862579
chr2L	5818000	5819000	-0.129529997706413	-0.0620279982686043
chr2L	5819000	5820000	-0.129529997706413	-0.0620279982686043
chr2L	5820000	5821000	-0.114955998957157	-0.0254369992762804
chr2L	5999000	6000000	-0.0418349988758564	-0.0546009987592697
chr2L	6035000	6036000	-0.046084001660347	-0.0917169973254204
chr2L	6047000	6048000	-0.0410640016198158	-0.0892390012741089
chr2L	6069000	6070000	0.0304649993777275	-0.111322999000549
chr2L	6070000	6071000	0.0304649993777275	-0.111322999000549
chr2L	6100000	6101000	-0.486986011266708	-0.602702975273132
chr2L	6101000	6102000	-0.486986011266708	-0.602702975273132
chr2L	6315000	6316000	-0.706206023693085	-0.629917025566101
chr2L	6316000	6317000	-0.706206023693085	-0.629917025566101
chr2L	6343000	6344000	-0.233642995357513	-0.268943011760712
chr2L	6359000	6360000	-0.437546014785767	-0.386007010936737
chr2L	6433000	6434000	0.497990012168884	0.398319005966187
chr2L	6455000	6456000	0.170767992734909	0.0169949997216463
chr2L	6480000	6481000	-0.442723006010056	-0.533390998840332
chr2L	6500000	6501000	-0.274233013391495	-0.309964001178741
chr2L	6526000	6527000	-0.179087996482849	-0.138689994812012
chr2L	6527000	6528000	-0.179087996482849	-0.138689994812012
chr2L	6566000	6567000	-0.337339997291565	-0.448697000741959
chr2L	6567000	6568000	-0.337339997291565	-0.448697000741959
chr2L	6610000	6611000	-0.244154006242752	-0.248152002692223
chr2L	6611000	6612000	-0.244154006242752	-0.248152002692223
chr2L	6646000	6647000	-0.183455005288124	-0.164295002818108
chr2L	6647000	6648000	-0.183455005288124	-0.164295002818108
chr2L	6680000	6681000	-0.181850999593735	-0.199546992778778
chr2L	6681000	6682000	-0.181850999593735	-0.199546992778778
chr2L	6722000	6723000	-0.425617009401321	-0.443993985652924
chr2L	6738000	6739000	-0.370725005865097	-0.437617987394333
chr2L	6778000	6779000	-0.307799011468887	-0.312209993600845
chr2L	6779000	6780000	-0.307799011468887	-0.312209993600845
chr2L	6796000	6797000	-0.32023298740387	-0.237792000174522
chr2L	6797000	6798000	-0.32023298740387	-0.237792000174522
chr2L	6845000	6846000	-0.227791994810104	-0.162331998348236
chr2L	6846000	6847000	-0.227791994810104	-0.162331998348236
chr2L	6883000	6884000	0.199838995933533	0.261694014072418
chr2L	6895000	6896000	-0.157886996865273	-0.191144004464149
chr2L	6919000	6920000	-0.266743004322052	-0.25577899813652
chr2L	6920000	6921000	-0.266743004322052	-0.25577899813652
chr2L	6947000	6948000	-0.128183007240295	-0.154987007379532
chr2L	6971000	6972000	-0.335029989480972	-0.441466003656387
chr2L	7028000	7029000	-0.185795992612839	-0.267342001199722
chr2L	7072000	7073000	-0.360240012407303	-0.279559999704361
chr2L	7203000	7204000	-0.318085014820099	-0.423424988985062
chr2L	7213000	7214000	-0.251823991537094	-0.312099993228912
chr2L	7283000	7284000	-0.261979013681412	-0.281823009252548
chr2L	7354000	7355000	0.292255997657776	0.32557401061058
chr2L	7387000	7388000	-0.325637012720108	-0.238971993327141
chr2L	7388000	7389000	-0.325637012720108	-0.238971993327141
chr2L	7425000	7426000	-0.469805002212524	-0.531917989253998
chr2L	7437000	7438000	-0.464706003665924	-0.432482004165649
chr2L	7495000	7496000	-0.378176003694534	-0.436448991298676
chr2L	7496000	7497000	-0.378176003694534	-0.436448991298676
chr2L	7533000	7534000	-0.488833993673325	-0.603974997997284
chr2L	7534000	7535000	-0.488833993673325	-0.603974997997284
chr2L	7714000	7715000	-0.300660014152527	-0.161577001214027
chr2L	7716000	7717000	-0.277534991502762	-0.141292005777359
chr2L	7729000	7730000	-0.233043000102043	-0.171414002776146
chr2L	7736000	7737000	-0.184086993336678	-0.11404400318861
chr2L	7768000	7769000	-0.488068014383316	-0.367482006549835
chr2L	7769000	7770000	-0.488068014383316	-0.367482006549835
chr2L	7809000	7810000	-0.0474569983780384	-0.0113279996439815
chr2L	7810000	7811000	-0.0474569983780384	-0.0113279996439815
chr2L	7828000	7829000	-0.620092988014221	-0.672430992126465
chr2L	7829000	7830000	-0.620092988014221	-0.672430992126465
chr2L	7865000	7866000	-0.0742599964141846	-0.113826997578144
chr2L	7879000	7880000	-0.000468999991426244	-0.126922994852066
chr2L	7999000	8000000	0.215326994657516	0.143294006586075
chr2L	8000000	8001000	0.215326994657516	0.143294006586075
chr2L	8009000	8010000	0.216157004237175	0.165730997920036
chr2L	8017000	8018000	0.362951993942261	0.283766001462936
chr2L	8030000	8031000	-0.0546180009841919	-0.142500996589661
chr2L	8031000	8032000	-0.0546180009841919	-0.142500996589661
chr2L	8083000	8084000	-0.551877975463867	-0.565171003341675
chr2L	8084000	8085000	-0.551877975463867	-0.565171003341675
chr2L	8126000	8127000	-0.198018997907639	-0.158142998814583
chr2L	8127000	8128000	-0.198018997907639	-0.158142998814583
chr2L	8167000	8168000	-0.21909299492836	-0.195093005895615
chr2L	8168000	8169000	-0.21909299492836	-0.195093005895615
chr2L	8221000	8222000	-0.0109580000862479	0.0108709996566176
chr2L	8222000	8223000	-0.0109580000862479	0.0108709996566176
chr2L	8261000	8262000	-0.0340670011937618	-0.0423510000109673
chr2L	8262000	8263000	-0.0340670011937618	-0.0423510000109673
chr2L	8300000	8301000	-0.382687002420425	-0.485294014215469
chr2L	8301000	8302000	-0.382687002420425	-0.485294014215469
chr2L	8327000	8328000	-0.256392002105713	-0.151115998625755
chr2L	8328000	8329000	-0.256392002105713	-0.151115998625755
chr2L	8361000	8362000	-0.340153008699417	-0.394217014312744
chr2L	8362000	8363000	-0.340153008699417	-0.394217014312744
chr2L	8414000	8415000	-0.293974012136459	-0.293300002813339
chr2L	8415000	8416000	-0.293974012136459	-0.293300002813339
chr2L	8457000	8458000	0.402143001556396	0.323183000087738
chr2L	8464000	8465000	0.269062995910645	0.24507500231266
chr2L	8482000	8483000	0.102857001125813	0.0254679992794991
chr2L	8483000	8484000	0.102857001125813	0.0254679992794991
chr2L	8527000	8528000	-0.183669000864029	-0.222175002098083
chr2L	8549000	8550000	-0.245198994874954	-0.257090002298355
chr2L	8589000	8590000	0.0954369977116585	0.126414999365807
chr2L	8596000	8597000	0.109537996351719	0.177797004580498
chr2L	8728000	8729000	0.326644003391266	0.273268014192581
chr2L	8734000	8735000	0.291161000728607	0.196799993515015
chr2L	8739000	8740000	-0.374172985553741	-0.385374009609222
chr2L	8740000	8741000	-0.374172985553741	-0.385374009609222
chr2L	8885000	8886000	-0.474494993686676	-0.486853003501892
chr2L	8886000	8887000	-0.474494993686676	-0.486853003501892
chr2L	8950000	8951000	-0.330170005559921	-0.266427010297775
chr2L	8951000	8952000	-0.330170005559921	-0.266427010297775
chr2L	9002000	9003000	-0.0518830008804798	0.154844999313354
chr2L	9008000	9009000	-0.0998150035738945	-0.135587006807327
chr2L	9114000	9115000	-0.315896987915039	-0.166057005524635
chr2L	9117000	9118000	-0.315207004547119	-0.2863489985466
chr2L	9165000	9166000	0.0625400021672249	0.0578210018575191
chr2L	9166000	9167000	0.0625400021672249	0.0578210018575191
chr2L	9184000	9185000	1.00683403015137	0.819317996501923
chr2L	9199000	9200000	0.973316013813019	0.993207991123199
chr2L	9243000	9244000	0.139811992645264	0.106086999177933
chr2L	9244000	9245000	0.139811992645264	0.106086999177933
chr2L	9268000	9269000	-0.388949006795883	-0.33270400762558
chr2L	9269000	9270000	-0.388949006795883	-0.33270400762558
chr2L	9413000	9414000	-0.712724983692169	-0.333613991737366
chr2L	9414000	9415000	-0.712724983692169	-0.333613991737366
chr2L	9445000	9446000	-0.284859985113144	-0.292380005121231
chr2L	9446000	9447000	-0.284859985113144	-0.292380005121231
chr2L	9468000	9469000	0.153907999396324	-0.0336420014500618
chr2L	9469000	9470000	0.153907999396324	-0.0336420014500618
chr2L	9478000	9479000	-0.299807995557785	-0.556141018867493
chr2L	9485000	9486000	-0.418906003236771	-0.659587979316711
chr2L	9521000	9522000	-0.207086995244026	-0.186065003275871
chr2L	9539000	9540000	-0.200555995106697	-0.0548980012536049
chr2L	9565000	9566000	-0.634743988513947	-0.646313011646271
chr2L	9566000	9567000	-0.634743988513947	-0.646313011646271
chr2L	9620000	9621000	-0.4235700070858	-0.418235003948212
chr2L	9621000	9622000	-0.4235700070858	-0.418235003948212
chr2L	9697000	9698000	-0.514185011386871	-0.456840991973877
chr2L	9698000	9699000	-0.514185011386871	-0.456840991973877
chr2L	9717000	9718000	-0.524124026298523	-0.284945994615555
chr2L	9718000	9719000	-0.524124026298523	-0.284945994615555
chr2L	9757000	9758000	-0.14350500702858	-0.218309000134468
chr2L	9758000	9759000	-0.14350500702858	-0.218309000134468
chr2L	9792000	9793000	-0.331373989582062	-0.328911989927292
chr2L	9793000	9794000	-0.331373989582062	-0.328911989927292
chr2L	9886000	9887000	-0.6007080078125	-0.67519998550415
chr2L	9918000	9919000	0.195579007267952	0.163524001836777
chr2L	9966000	9967000	-0.100157998502254	-0.152298003435135
chr2L	9967000	9968000	-0.100157998502254	-0.152298003435135
chr2L	9969000	9970000	0.0639379993081093	-0.0275299996137619
chr2L	9976000	9977000	0.403061985969543	0.269230991601944
chr2L	10008000	10009000	-0.318513989448547	-0.276338994503021
chr2L	10009000	10010000	-0.318513989448547	-0.276338994503021
chr2L	10053000	10054000	-0.279237985610962	-0.263226002454758
chr2L	10072000	10073000	-0.587695002555847	-0.382656008005142
chr2L	10140000	10141000	-0.168745994567871	-0.0472889989614487
chr2L	10168000	10169000	0.16354900598526	0.275631994009018
chr2L	10199000	10200000	-0.693129003047943	-0.654844999313354
chr2L	10200000	10201000	-0.693129003047943	-0.654844999313354
chr2L	10220000	10221000	-0.111983001232147	-0.195465996861458
chr2L	10238000	10239000	0.154569998383522	0.0290319994091988
chr2L	10259000	10260000	0.0522800013422966	-0.179101005196571
chr2L	10275000	10276000	0.0602470003068447	-0.0134319998323917
chr2L	10298000	10299000	0.104636996984482	-0.00992299988865852
chr2L	10299000	10300000	0.104636996984482	-0.00992299988865852
chr2L	10354000	10355000	0.0820410028100014	-0.0411109998822212
chr2L	10355000	10356000	0.0820410028100014	-0.0411109998822212
chr2L	10362000	10363000	0.181768998503685	0.075313001871109
chr2L	10363000	10364000	0.181768998503685	0.075313001871109
chr2L	10375000	10376000	0.0968170017004013	-0.0303130000829697
chr2L	10376000	10377000	0.0968170017004013	-0.0303130000829697
chr2L	10406000	10407000	-0.124416999518871	-0.312619000673294
chr2L	10440000	10441000	-0.456133991479874	-0.425255000591278
chr2L	10477000	10478000	-0.298759013414383	-0.291233003139496
chr2L	10478000	10479000	-0.298759013414383	-0.291233003139496
chr2L	10515000	10516000	-0.346318006515503	-0.412407010793686
chr2L	10516000	10517000	-0.346318006515503	-0.412407010793686
chr2L	10590000	10591000	-0.217620000243187	-0.159464001655579
chr2L	10600000	10601000	-0.0401809997856617	-0.0480130016803741
chr2L	10715000	10716000	-0.531916975975037	-0.443917006254196
chr2L	10716000	10717000	-0.531916975975037	-0.443917006254196
chr2L	10756000	10757000	-0.343273997306824	-0.178395003080368
chr2L	10757000	10758000	-0.343273997306824	-0.178395003080368
chr2L	10830000	10831000	-0.502851009368896	-0.464796006679535
chr2L	10831000	10832000	-0.502851009368896	-0.464796006679535
chr2L	10865000	10866000	-0.501911997795105	-0.401558995246887
chr2L	10866000	10867000	-0.501911997795105	-0.401558995246887
chr2L	10945000	10946000	-0.462960988283157	-0.433623999357224
chr2L	10955000	10956000	0.029551999643445	-0.181757003068924
chr2L	11010000	11011000	-0.49006399512291	-0.534377992153168
chr2L	11011000	11012000	-0.49006399512291	-0.534377992153168
chr2L	11081000	11082000	-0.47027799487114	-0.343266993761063
chr2L	11082000	11083000	-0.47027799487114	-0.343266993761063
chr2L	11137000	11138000	-0.201747998595238	-0.172534003853798
chr2L	11138000	11139000	-0.201747998595238	-0.172534003853798
chr2L	11167000	11168000	-0.0738909989595413	-0.0770120024681091
chr2L	11168000	11169000	-0.0738909989595413	-0.0770120024681091
chr2L	11272000	11273000	-0.366438001394272	-0.382862985134125
chr2L	11457000	11458000	-0.349839985370636	-0.401481002569199
chr2L	11525000	11526000	-0.239061996340752	-0.248051002621651
chr2L	11526000	11527000	-0.239061996340752	-0.248051002621651
chr2L	11538000	11539000	-0.43757501244545	-0.414382010698318
chr2L	11541000	11542000	-0.357636988162994	-0.317748010158539
chr2L	11709000	11710000	-0.403990000486374	-0.433656990528107
chr2L	11716000	11717000	-0.382862001657486	-0.339648008346558
chr2L	11814000	11815000	-0.578131020069122	-0.367859989404678
chr2L	12071000	12072000	0.168766006827354	0.0657820031046867
chr2L	12097000	12098000	0.0360770002007484	-0.0571109987795353
chr2L	12098000	12099000	0.0360770002007484	-0.0571109987795353
chr2L	12112000	12113000	-0.355320006608963	-0.320724010467529
chr2L	12113000	12114000	-0.355320006608963	-0.320724010467529
chr2L	12143000	12144000	-0.541867017745972	-0.485624998807907
chr2L	12146000	12147000	-0.518361985683441	-0.469907999038696
chr2L	12205000	12206000	0.00896199978888035	0.179717004299164
chr2L	12206000	12207000	0.00896199978888035	0.179717004299164
chr2L	12218000	12219000	-0.538155019283295	-0.317970991134644
chr2L	12221000	12222000	-0.518316984176636	-0.283396989107132
chr2L	12243000	12244000	-0.235097005963326	0.0195300001651049
chr2L	12252000	12253000	-0.234547004103661	-0.194195002317429
chr2L	12351000	12352000	-0.559136986732483	-0.530462026596069
chr2L	12352000	12353000	-0.559136986732483	-0.530462026596069
chr2L	12418000	12419000	-0.436450004577637	-0.5467249751091
chr2L	12436000	12437000	-0.0923070013523102	-0.135162994265556
chr2L	12456000	12457000	-0.224672004580498	-0.233091995120049
chr2L	12457000	12458000	-0.224672004580498	-0.233091995120049
chr2L	12519000	12520000	-0.106306999921799	-0.32847198843956
chr2L	12520000	12521000	-0.106306999921799	-0.32847198843956
chr2L	12545000	12546000	-0.141406998038292	-0.197407007217407
chr2L	12546000	12547000	-0.141406998038292	-0.197407007217407
chr2L	12556000	12557000	0.0666780024766922	-0.155791997909546
chr2L	12569000	12570000	0.124866999685764	0.052946001291275
chr2L	12686000	12687000	-0.388473987579346	-0.337785005569458
chr2L	12722000	12723000	0.134362995624542	0.0982209965586662
chr2L	12802000	12803000	-0.268296003341675	-0.168142005801201
chr2L	12803000	12804000	-0.268296003341675	-0.168142005801201
chr2L	12862000	12863000	-0.397170007228851	-0.419355988502502
chr2L	12863000	12864000	-0.397170007228851	-0.419355988502502
chr2L	12932000	12933000	-0.275204002857208	-0.154144003987312
chr2L	12943000	12944000	-0.271600991487503	-0.247851997613907
chr2L	12957000	12958000	-0.30799201130867	-0.26044100522995
chr2L	12958000	12959000	-0.30799201130867	-0.26044100522995
chr2L	13028000	13029000	-0.25620099902153	-0.222736001014709
chr2L	13029000	13030000	-0.25620099902153	-0.222736001014709
chr2L	13154000	13155000	-0.939288020133972	-0.958257019519806
chr2L	13164000	13165000	-0.625622987747192	-0.597582995891571
chr2L	13215000	13216000	-0.502775013446808	-0.438809007406235
chr2L	13221000	13222000	-0.205935999751091	-0.213889002799988
chr2L	13284000	13285000	-0.225396007299423	-0.195476993918419
chr2L	13285000	13286000	-0.225396007299423	-0.195476993918419
chr2L	13313000	13314000	-0.188033998012543	-0.0707300007343292
chr2L	13314000	13315000	-0.188033998012543	-0.0707300007343292
chr2L	13356000	13357000	-0.551425993442535	-0.395449012517929
chr2L	13362000	13363000	-0.551680982112885	-0.490253001451492
chr2L	13399000	13400000	-0.177947998046875	-0.129613995552063
chr2L	13400000	13401000	-0.177947998046875	-0.129613995552063
chr2L	13440000	13441000	0.0619979985058308	-0.00723800016567111
chr2L	13440000	13441000	0.0619979985058308	-0.00723800016567111
chr2L	13444000	13445000	0.260060995817184	0.251477003097534
chr2L	13459000	13460000	0.316219985485077	0.294221013784409
chr2L	13548000	13549000	0.183530002832413	-0.175215005874634
chr2L	13550000	13551000	0.288262009620667	-0.0595629997551441
chr2L	13554000	13555000	0.307788997888565	0.0371930003166199
chr2L	13574000	13575000	0.268700003623962	0.26274698972702
chr2L	13624000	13625000	-0.0400910004973412	-0.135331004858017
chr2L	13684000	13685000	-0.140772998332977	-0.271277993917465
chr2L	13766000	13767000	-0.593477010726929	-0.674628973007202
chr2L	13779000	13780000	-0.371650993824005	-0.438268005847931
chr2L	13840000	13841000	-0.412945985794067	-0.41057100892067
chr2L	13841000	13842000	-0.412945985794067	-0.41057100892067
chr2L	13849000	13850000	0.0233609993010759	0.0940269976854324
chr2L	13856000	13857000	0.0832659974694252	0.205035001039505
chr2L	13876000	13877000	0.131216004490852	0.32047700881958
chr2L	13877000	13878000	0.131216004490852	0.32047700881958
chr2L	13924000	13925000	-0.500464022159576	-0.333005994558334
chr2L	13925000	13926000	-0.500464022159576	-0.333005994558334
chr2L	14006000	14007000	-0.448666989803314	-0.43095800280571
chr2L	14007000	14008000	-0.448666989803314	-0.43095800280571
chr2L	14034000	14035000	-0.740049004554749	-0.69563901424408
chr2L	14045000	14046000	-0.500409007072449	-0.388909995555878
chr2L	14178000	14179000	-0.181294992566109	-0.0674189999699593
chr2L	14179000	14180000	-0.181294992566109	-0.0674189999699593
chr2L	14248000	14249000	-0.722702980041504	-0.435128003358841
chr2L	14249000	14250000	-0.722702980041504	-0.435128003358841
chr2L	14358000	14359000	-0.374280989170074	-0.352178990840912
chr2L	14364000	14365000	-0.528343021869659	-0.545904994010925
chr2L	14467000	14468000	-0.130355998873711	-0.160506993532181
chr2L	14474000	14475000	-0.195072993636131	-0.240118995308876
chr2L	14587000	14588000	-0.502031981945038	-0.444629013538361
chr2L	14588000	14589000	-0.502031981945038	-0.444629013538361
