chrom	start	end	insNOnub1	insNOnub2	insSUMOnub1	insSUMOnub2
chr2L	2317000	2356000	-0.367920011281967	-0.389394998550415	-0.287537008523941	-0.429224997758865
chr2L	2356000	2376000	-0.389394998550415	-0.270906001329422	-0.429224997758865	-0.305485010147095
chr2L	2376000	2414000	-0.270906001329422	-0.154644995927811	-0.305485010147095	-0.139633998274803
chr2L	2414000	2500000	-0.154644995927811	-0.704931020736694	-0.139633998274803	-0.808583974838257
chr2L	2500000	2723000	-0.704931020736694	-0.622274994850159	-0.808583974838257	-0.586658000946045
chr2L	2770000	2803000	-0.0627499967813492	0.00320599996484816	-0.053116001188755	0.069470003247261
chr2L	2803000	2835000	0.00320599996484816	0.0481170006096363	0.069470003247261	0.06173500046134
chr2L	2835000	2857000	0.0481170006096363	-0.884229004383087	0.06173500046134	-0.926639020442963
chr2L	2857000	2886000	-0.884229004383087	-0.582140982151031	-0.926639020442963	-0.506260991096497
chr2L	2886000	2956000	-0.582140982151031	-0.122942999005318	-0.506260991096497	-0.141166001558304
chr2L	2956000	2999000	-0.122942999005318	0.00634100008755922	-0.141166001558304	-0.0269740000367165
chr2L	2999000	3029000	0.00634100008755922	0.0578689984977245	-0.0269740000367165	0.00732900016009808
chr2L	3057000	3087000	0.154229998588562	0.00325999991036952	0.143300995230675	0.0422279983758926
chr2L	3087000	3111000	0.00325999991036952	0.104079999029636	0.0422279983758926	0.0978740006685257
chr2L	3111000	3143000	0.104079999029636	-0.325764000415802	0.0978740006685257	-0.339082986116409
chr2L	3182000	3207000	-0.443830013275146	0.0698589980602264	-0.420832991600037	0.158344998955727
chr2L	3211000	3259000	0.0446540005505085	0.0477069988846779	0.136571004986763	0.107401996850967
chr2L	3264000	3356000	0.0154240000993013	-0.277446985244751	0.0994599983096123	-0.241666004061699
chr2L	3356000	3444000	-0.277446985244751	-0.329189985990524	-0.241666004061699	-0.326306998729706
chr2L	3444000	3474000	-0.329189985990524	-0.36167699098587	-0.326306998729706	-0.35393300652504
chr2L	3476000	3533000	-0.445917993783951	-0.644656002521515	-0.437254011631012	-0.62430602312088
chr2L	3533000	3619000	-0.644656002521515	-0.352465003728867	-0.62430602312088	-0.338640004396439
chr2L	3632000	3650000	-0.287878006696701	-0.0604160018265247	-0.238566994667053	-0.0675539970397949
chr2L	3657000	3766000	-0.228459998965263	-0.149858996272087	-0.190534994006157	-0.112548001110554
chr2L	3766000	3787000	-0.149858996272087	-0.359629988670349	-0.112548001110554	-0.432027012109756
chr2L	3816000	3858000	-0.306892991065979	-0.233567997813225	-0.303099006414413	-0.179201006889343
chr2L	3858000	3890000	-0.233567997813225	-0.861294984817505	-0.179201006889343	-0.738361001014709
chr2L	3890000	4019000	-0.861294984817505	-0.223004996776581	-0.738361001014709	-0.304165989160538
chr2L	4019000	4069000	-0.223004996776581	0.701093018054962	-0.304165989160538	0.373944997787476
chr2L	4069000	4184000	0.701093018054962	-0.475295007228851	0.373944997787476	-0.403694003820419
chr2L	4184000	4232000	-0.475295007228851	-0.429740995168686	-0.403694003820419	-0.401868999004364
chr2L	4232000	4338000	-0.429740995168686	-0.35215100646019	-0.401868999004364	-0.376051992177963
chr2L	4345000	4381000	-0.44056099653244	-0.248426005244255	-0.388581991195679	-0.234696999192238
chr2L	4381000	4439000	-0.248426005244255	-0.277835011482239	-0.234696999192238	-0.261256992816925
chr2L	4465000	4539000	-0.37296199798584	-0.248190999031067	-0.42213699221611	-0.176661998033524
chr2L	4541000	4615000	-0.268061012029648	-0.022274000570178	-0.204074993729591	0.00379300001077354
chr2L	4615000	4668000	-0.022274000570178	-0.169797003269196	0.00379300001077354	-0.201178997755051
chr2L	4673000	4794000	-0.248393997550011	-0.649264991283417	-0.282528012990952	-0.645195007324219
chr2L	4811000	4888000	-0.590220987796783	-0.162765994668007	-0.63427597284317	-0.166002005338669
chr2L	4888000	4917000	-0.162765994668007	0.141799002885818	-0.166002005338669	0.131687000393867
chr2L	4964000	5009000	0.0150990001857281	-1.03492200374603	-0.017985999584198	-0.441444993019104
chr2L	5009000	5042000	-1.03492200374603	-0.0978609994053841	-0.441444993019104	-0.122642002999783
chr2L	5054000	5108000	-0.0995739996433258	0.119272999465466	-0.168834000825882	0.133128002285957
chr2L	5108000	5171000	0.119272999465466	0.529232025146484	0.133128002285957	0.470696985721588
chr2L	5224000	5270000	0.179129004478455	-0.290921986103058	0.131778001785278	-0.300478994846344
chr2L	5270000	5314000	-0.290921986103058	-0.145493999123573	-0.300478994846344	-0.0909949988126755
chr2L	5326000	5365000	-0.401183009147644	-0.21314899623394	-0.448065012693405	-0.150946006178856
chr2L	5365000	5515000	-0.21314899623394	-0.684644997119904	-0.150946006178856	-0.72597998380661
chr2L	5515000	5546000	-0.684644997119904	-0.478381007909775	-0.72597998380661	-0.515506982803345
chr2L	5546000	5709000	-0.478381007909775	-0.672101020812988	-0.515506982803345	-0.730449020862579
chr2L	5709000	5819000	-0.672101020812988	-0.129529997706413	-0.730449020862579	-0.0620279982686043
chr2L	5819000	5821000	-0.129529997706413	-0.114955998957157	-0.0620279982686043	-0.0254369992762804
chr2L	5999000	6036000	-0.0418349988758564	-0.046084001660347	-0.0546009987592697	-0.0917169973254204
chr2L	6047000	6070000	-0.0410640016198158	0.0304649993777275	-0.0892390012741089	-0.111322999000549
chr2L	6070000	6101000	0.0304649993777275	-0.486986011266708	-0.111322999000549	-0.602702975273132
chr2L	6101000	6316000	-0.486986011266708	-0.706206023693085	-0.602702975273132	-0.629917025566101
chr2L	6316000	6344000	-0.706206023693085	-0.233642995357513	-0.629917025566101	-0.268943011760712
chr2L	6359000	6434000	-0.437546014785767	0.497990012168884	-0.386007010936737	0.398319005966187
chr2L	6455000	6481000	0.170767992734909	-0.442723006010056	0.0169949997216463	-0.533390998840332
chr2L	6500000	6527000	-0.274233013391495	-0.179087996482849	-0.309964001178741	-0.138689994812012
chr2L	6527000	6567000	-0.179087996482849	-0.337339997291565	-0.138689994812012	-0.448697000741959
chr2L	6567000	6611000	-0.337339997291565	-0.244154006242752	-0.448697000741959	-0.248152002692223
chr2L	6611000	6647000	-0.244154006242752	-0.183455005288124	-0.248152002692223	-0.164295002818108
chr2L	6647000	6681000	-0.183455005288124	-0.181850999593735	-0.164295002818108	-0.199546992778778
chr2L	6681000	6723000	-0.181850999593735	-0.425617009401321	-0.199546992778778	-0.443993985652924
chr2L	6738000	6779000	-0.370725005865097	-0.307799011468887	-0.437617987394333	-0.312209993600845
chr2L	6779000	6797000	-0.307799011468887	-0.32023298740387	-0.312209993600845	-0.237792000174522
chr2L	6797000	6846000	-0.32023298740387	-0.227791994810104	-0.237792000174522	-0.162331998348236
chr2L	6846000	6884000	-0.227791994810104	0.199838995933533	-0.162331998348236	0.261694014072418
chr2L	6895000	6920000	-0.157886996865273	-0.266743004322052	-0.191144004464149	-0.25577899813652
chr2L	6920000	6948000	-0.266743004322052	-0.128183007240295	-0.25577899813652	-0.154987007379532
chr2L	6971000	7029000	-0.335029989480972	-0.185795992612839	-0.441466003656387	-0.267342001199722
chr2L	7072000	7204000	-0.360240012407303	-0.318085014820099	-0.279559999704361	-0.423424988985062
chr2L	7213000	7284000	-0.251823991537094	-0.261979013681412	-0.312099993228912	-0.281823009252548
chr2L	7354000	7388000	0.292255997657776	-0.325637012720108	0.32557401061058	-0.238971993327141
chr2L	7388000	7426000	-0.325637012720108	-0.469805002212524	-0.238971993327141	-0.531917989253998
chr2L	7437000	7496000	-0.464706003665924	-0.378176003694534	-0.432482004165649	-0.436448991298676
chr2L	7496000	7534000	-0.378176003694534	-0.488833993673325	-0.436448991298676	-0.603974997997284
chr2L	7534000	7715000	-0.488833993673325	-0.300660014152527	-0.603974997997284	-0.161577001214027
chr2L	7716000	7730000	-0.277534991502762	-0.233043000102043	-0.141292005777359	-0.171414002776146
chr2L	7736000	7769000	-0.184086993336678	-0.488068014383316	-0.11404400318861	-0.367482006549835
chr2L	7769000	7810000	-0.488068014383316	-0.0474569983780384	-0.367482006549835	-0.0113279996439815
chr2L	7810000	7829000	-0.0474569983780384	-0.620092988014221	-0.0113279996439815	-0.672430992126465
chr2L	7829000	7866000	-0.620092988014221	-0.0742599964141846	-0.672430992126465	-0.113826997578144
chr2L	7879000	8000000	-0.000468999991426244	0.215326994657516	-0.126922994852066	0.143294006586075
chr2L	8000000	8010000	0.215326994657516	0.216157004237175	0.143294006586075	0.165730997920036
chr2L	8017000	8031000	0.362951993942261	-0.0546180009841919	0.283766001462936	-0.142500996589661
chr2L	8031000	8084000	-0.0546180009841919	-0.551877975463867	-0.142500996589661	-0.565171003341675
chr2L	8084000	8127000	-0.551877975463867	-0.198018997907639	-0.565171003341675	-0.158142998814583
chr2L	8127000	8168000	-0.198018997907639	-0.21909299492836	-0.158142998814583	-0.195093005895615
chr2L	8168000	8222000	-0.21909299492836	-0.0109580000862479	-0.195093005895615	0.0108709996566176
chr2L	8222000	8262000	-0.0109580000862479	-0.0340670011937618	0.0108709996566176	-0.0423510000109673
chr2L	8262000	8301000	-0.0340670011937618	-0.382687002420425	-0.0423510000109673	-0.485294014215469
chr2L	8301000	8328000	-0.382687002420425	-0.256392002105713	-0.485294014215469	-0.151115998625755
chr2L	8328000	8362000	-0.256392002105713	-0.340153008699417	-0.151115998625755	-0.394217014312744
chr2L	8362000	8415000	-0.340153008699417	-0.293974012136459	-0.394217014312744	-0.293300002813339
chr2L	8415000	8458000	-0.293974012136459	0.402143001556396	-0.293300002813339	0.323183000087738
chr2L	8464000	8483000	0.269062995910645	0.102857001125813	0.24507500231266	0.0254679992794991
chr2L	8483000	8528000	0.102857001125813	-0.183669000864029	0.0254679992794991	-0.222175002098083
chr2L	8549000	8590000	-0.245198994874954	0.0954369977116585	-0.257090002298355	0.126414999365807
chr2L	8596000	8729000	0.109537996351719	0.326644003391266	0.177797004580498	0.273268014192581
chr2L	8734000	8740000	0.291161000728607	-0.374172985553741	0.196799993515015	-0.385374009609222
chr2L	8740000	8886000	-0.374172985553741	-0.474494993686676	-0.385374009609222	-0.486853003501892
chr2L	8886000	8951000	-0.474494993686676	-0.330170005559921	-0.486853003501892	-0.266427010297775
chr2L	8951000	9003000	-0.330170005559921	-0.0518830008804798	-0.266427010297775	0.154844999313354
chr2L	9008000	9115000	-0.0998150035738945	-0.315896987915039	-0.135587006807327	-0.166057005524635
chr2L	9117000	9166000	-0.315207004547119	0.0625400021672249	-0.2863489985466	0.0578210018575191
chr2L	9166000	9185000	0.0625400021672249	1.00683403015137	0.0578210018575191	0.819317996501923
chr2L	9199000	9244000	0.973316013813019	0.139811992645264	0.993207991123199	0.106086999177933
chr2L	9244000	9269000	0.139811992645264	-0.388949006795883	0.106086999177933	-0.33270400762558
chr2L	9269000	9414000	-0.388949006795883	-0.712724983692169	-0.33270400762558	-0.333613991737366
chr2L	9414000	9446000	-0.712724983692169	-0.284859985113144	-0.333613991737366	-0.292380005121231
chr2L	9446000	9469000	-0.284859985113144	0.153907999396324	-0.292380005121231	-0.0336420014500618
chr2L	9469000	9479000	0.153907999396324	-0.299807995557785	-0.0336420014500618	-0.556141018867493
chr2L	9485000	9522000	-0.418906003236771	-0.207086995244026	-0.659587979316711	-0.186065003275871
chr2L	9539000	9566000	-0.200555995106697	-0.634743988513947	-0.0548980012536049	-0.646313011646271
chr2L	9566000	9621000	-0.634743988513947	-0.4235700070858	-0.646313011646271	-0.418235003948212
chr2L	9621000	9698000	-0.4235700070858	-0.514185011386871	-0.418235003948212	-0.456840991973877
chr2L	9698000	9718000	-0.514185011386871	-0.524124026298523	-0.456840991973877	-0.284945994615555
chr2L	9718000	9758000	-0.524124026298523	-0.14350500702858	-0.284945994615555	-0.218309000134468
chr2L	9758000	9793000	-0.14350500702858	-0.331373989582062	-0.218309000134468	-0.328911989927292
chr2L	9793000	9887000	-0.331373989582062	-0.6007080078125	-0.328911989927292	-0.67519998550415
chr2L	9918000	9967000	0.195579007267952	-0.100157998502254	0.163524001836777	-0.152298003435135
chr2L	9967000	9970000	-0.100157998502254	0.0639379993081093	-0.152298003435135	-0.0275299996137619
chr2L	9976000	10009000	0.403061985969543	-0.318513989448547	0.269230991601944	-0.276338994503021
chr2L	10009000	10054000	-0.318513989448547	-0.279237985610962	-0.276338994503021	-0.263226002454758
chr2L	10072000	10141000	-0.587695002555847	-0.168745994567871	-0.382656008005142	-0.0472889989614487
chr2L	10168000	10200000	0.16354900598526	-0.693129003047943	0.275631994009018	-0.654844999313354
chr2L	10200000	10221000	-0.693129003047943	-0.111983001232147	-0.654844999313354	-0.195465996861458
chr2L	10238000	10260000	0.154569998383522	0.0522800013422966	0.0290319994091988	-0.179101005196571
chr2L	10275000	10299000	0.0602470003068447	0.104636996984482	-0.0134319998323917	-0.00992299988865852
chr2L	10299000	10355000	0.104636996984482	0.0820410028100014	-0.00992299988865852	-0.0411109998822212
chr2L	10355000	10363000	0.0820410028100014	0.181768998503685	-0.0411109998822212	0.075313001871109
chr2L	10363000	10376000	0.181768998503685	0.0968170017004013	0.075313001871109	-0.0303130000829697
chr2L	10376000	10407000	0.0968170017004013	-0.124416999518871	-0.0303130000829697	-0.312619000673294
chr2L	10440000	10478000	-0.456133991479874	-0.298759013414383	-0.425255000591278	-0.291233003139496
chr2L	10478000	10516000	-0.298759013414383	-0.346318006515503	-0.291233003139496	-0.412407010793686
chr2L	10516000	10591000	-0.346318006515503	-0.217620000243187	-0.412407010793686	-0.159464001655579
chr2L	10600000	10716000	-0.0401809997856617	-0.531916975975037	-0.0480130016803741	-0.443917006254196
chr2L	10716000	10757000	-0.531916975975037	-0.343273997306824	-0.443917006254196	-0.178395003080368
chr2L	10757000	10831000	-0.343273997306824	-0.502851009368896	-0.178395003080368	-0.464796006679535
chr2L	10831000	10866000	-0.502851009368896	-0.501911997795105	-0.464796006679535	-0.401558995246887
chr2L	10866000	10946000	-0.501911997795105	-0.462960988283157	-0.401558995246887	-0.433623999357224
chr2L	10955000	11011000	0.029551999643445	-0.49006399512291	-0.181757003068924	-0.534377992153168
chr2L	11011000	11082000	-0.49006399512291	-0.47027799487114	-0.534377992153168	-0.343266993761063
chr2L	11082000	11138000	-0.47027799487114	-0.201747998595238	-0.343266993761063	-0.172534003853798
chr2L	11138000	11168000	-0.201747998595238	-0.0738909989595413	-0.172534003853798	-0.0770120024681091
chr2L	11168000	11273000	-0.0738909989595413	-0.366438001394272	-0.0770120024681091	-0.382862985134125
chr2L	11457000	11526000	-0.349839985370636	-0.239061996340752	-0.401481002569199	-0.248051002621651
chr2L	11526000	11539000	-0.239061996340752	-0.43757501244545	-0.248051002621651	-0.414382010698318
chr2L	11541000	11710000	-0.357636988162994	-0.403990000486374	-0.317748010158539	-0.433656990528107
chr2L	11716000	11815000	-0.382862001657486	-0.578131020069122	-0.339648008346558	-0.367859989404678
chr2L	12071000	12098000	0.168766006827354	0.0360770002007484	0.0657820031046867	-0.0571109987795353
chr2L	12098000	12113000	0.0360770002007484	-0.355320006608963	-0.0571109987795353	-0.320724010467529
chr2L	12113000	12144000	-0.355320006608963	-0.541867017745972	-0.320724010467529	-0.485624998807907
chr2L	12146000	12206000	-0.518361985683441	0.00896199978888035	-0.469907999038696	0.179717004299164
chr2L	12206000	12219000	0.00896199978888035	-0.538155019283295	0.179717004299164	-0.317970991134644
chr2L	12221000	12244000	-0.518316984176636	-0.235097005963326	-0.283396989107132	0.0195300001651049
chr2L	12252000	12352000	-0.234547004103661	-0.559136986732483	-0.194195002317429	-0.530462026596069
chr2L	12352000	12419000	-0.559136986732483	-0.436450004577637	-0.530462026596069	-0.5467249751091
chr2L	12436000	12457000	-0.0923070013523102	-0.224672004580498	-0.135162994265556	-0.233091995120049
chr2L	12457000	12520000	-0.224672004580498	-0.106306999921799	-0.233091995120049	-0.32847198843956
chr2L	12520000	12546000	-0.106306999921799	-0.141406998038292	-0.32847198843956	-0.197407007217407
chr2L	12546000	12557000	-0.141406998038292	0.0666780024766922	-0.197407007217407	-0.155791997909546
chr2L	12569000	12687000	0.124866999685764	-0.388473987579346	0.052946001291275	-0.337785005569458
chr2L	12722000	12803000	0.134362995624542	-0.268296003341675	0.0982209965586662	-0.168142005801201
chr2L	12803000	12863000	-0.268296003341675	-0.397170007228851	-0.168142005801201	-0.419355988502502
chr2L	12863000	12933000	-0.397170007228851	-0.275204002857208	-0.419355988502502	-0.154144003987312
chr2L	12943000	12958000	-0.271600991487503	-0.30799201130867	-0.247851997613907	-0.26044100522995
chr2L	12958000	13029000	-0.30799201130867	-0.25620099902153	-0.26044100522995	-0.222736001014709
chr2L	13029000	13155000	-0.25620099902153	-0.939288020133972	-0.222736001014709	-0.958257019519806
chr2L	13164000	13216000	-0.625622987747192	-0.502775013446808	-0.597582995891571	-0.438809007406235
chr2L	13221000	13285000	-0.205935999751091	-0.225396007299423	-0.213889002799988	-0.195476993918419
chr2L	13285000	13314000	-0.225396007299423	-0.188033998012543	-0.195476993918419	-0.0707300007343292
chr2L	13314000	13357000	-0.188033998012543	-0.551425993442535	-0.0707300007343292	-0.395449012517929
chr2L	13362000	13400000	-0.551680982112885	-0.177947998046875	-0.490253001451492	-0.129613995552063
chr2L	13400000	13441000	-0.177947998046875	0.0619979985058308	-0.129613995552063	-0.00723800016567111
chr2L	13440000	13445000	0.0619979985058308	0.260060995817184	-0.00723800016567111	0.251477003097534
chr2L	13459000	13549000	0.316219985485077	0.183530002832413	0.294221013784409	-0.175215005874634
chr2L	13550000	13555000	0.288262009620667	0.307788997888565	-0.0595629997551441	0.0371930003166199
chr2L	13574000	13625000	0.268700003623962	-0.0400910004973412	0.26274698972702	-0.135331004858017
chr2L	13684000	13767000	-0.140772998332977	-0.593477010726929	-0.271277993917465	-0.674628973007202
chr2L	13779000	13841000	-0.371650993824005	-0.412945985794067	-0.438268005847931	-0.41057100892067
chr2L	13841000	13850000	-0.412945985794067	0.0233609993010759	-0.41057100892067	0.0940269976854324
chr2L	13856000	13877000	0.0832659974694252	0.131216004490852	0.205035001039505	0.32047700881958
chr2L	13877000	13925000	0.131216004490852	-0.500464022159576	0.32047700881958	-0.333005994558334
chr2L	13925000	14007000	-0.500464022159576	-0.448666989803314	-0.333005994558334	-0.43095800280571
chr2L	14007000	14035000	-0.448666989803314	-0.740049004554749	-0.43095800280571	-0.69563901424408
chr2L	14045000	14179000	-0.500409007072449	-0.181294992566109	-0.388909995555878	-0.0674189999699593
chr2L	14179000	14249000	-0.181294992566109	-0.722702980041504	-0.0674189999699593	-0.435128003358841
chr2L	14249000	14359000	-0.722702980041504	-0.374280989170074	-0.435128003358841	-0.352178990840912
chr2L	14364000	14468000	-0.528343021869659	-0.130355998873711	-0.545904994010925	-0.160506993532181
chr2L	14474000	14588000	-0.195072993636131	-0.502031981945038	-0.240118995308876	-0.444629013538361
chr2L	14588000	14640000	-0.502031981945038	0.020456999540329	-0.444629013538361	0.0660630017518997
chr2L	14652000	14689000	0.168933004140854	-0.298658013343811	0.203777998685837	-0.313962012529373
chr2L	14689000	14736000	-0.298658013343811	-0.45396500825882	-0.313962012529373	-0.328269988298416
chr2L	14736000	14897000	-0.45396500825882	-0.713060975074768	-0.328269988298416	-0.689594984054565
chr2L	14901000	14980000	-0.68667197227478	0.191717997193336	-0.740292012691498	0.186262995004654
chr2L	15000000	15039000	0.00592900021001697	-0.0523229986429214	0.0469390004873276	-0.0310319997370243
chr2L	15039000	15056000	-0.0523229986429214	-0.442745000123978	-0.0310319997370243	-0.331324011087418
chr2L	15056000	15124000	-0.442745000123978	-0.694190979003906	-0.331324011087418	-0.572232007980347
chr2L	15124000	15246000	-0.694190979003906	-0.566879987716675	-0.572232007980347	-0.550644993782043
chr2L	15246000	15272000	-0.566879987716675	-0.791989028453827	-0.550644993782043	-0.845818996429443
chr2L	15272000	15496000	-0.791989028453827	-0.723190009593964	-0.845818996429443	-0.820620000362396
chr2L	15501000	15589000	-0.484800010919571	-0.418083012104034	-0.588394999504089	-0.375411987304688
chr2L	15725000	15799000	NA	-0.60699200630188	NA	-0.467330992221832
chr2L	15799000	15893000	-0.60699200630188	-0.842953026294708	-0.467330992221832	-0.766507983207703
chr2L	15893000	15931000	-0.842953026294708	-1.15935397148132	-0.766507983207703	-0.923765003681183
chr2L	15931000	16084000	-1.15935397148132	-0.770594000816345	-0.923765003681183	-0.706815004348755
chr2L	16084000	16144000	-0.770594000816345	-0.517840981483459	-0.706815004348755	-0.175228998064995
chr2L	16156000	16256000	-0.402415007352829	-0.341856986284256	-0.50805002450943	-0.553626000881195
chr2L	16288000	16325000	-0.58727902173996	-0.0655940026044846	-0.79000198841095	-0.111690998077393
chr2L	16325000	16351000	-0.0655940026044846	-0.358060002326965	-0.111690998077393	-0.313674986362457
chr2L	16357000	16487000	-0.258215010166168	-0.548654019832611	-0.299313992261887	-0.646884977817535
chr2L	16491000	16542000	-0.641524970531464	-0.0405460000038147	-0.727455973625183	-0.0940629988908768
chr2L	16545000	16580000	0.0124629996716976	-0.0484150014817715	-0.0776060000061989	-0.0473459996283054
chr2L	16584000	16675000	-0.0264989994466305	-0.231224998831749	0.00483100023120642	-0.200799003243446
chr2L	16675000	16709000	-0.231224998831749	0.74848598241806	-0.200799003243446	0.492219001054764
chr2L	16754000	16806000	-0.404273003339767	-0.55315101146698	-0.285156011581421	-0.458591014146805
chr2L	16806000	16878000	-0.55315101146698	-0.346056014299393	-0.458591014146805	-0.294200986623764
chr2L	16878000	16929000	-0.346056014299393	-0.516314029693604	-0.294200986623764	-0.501974999904633
chr2L	16929000	17097000	-0.516314029693604	-0.963607013225555	-0.501974999904633	-0.790944993495941
chr2L	17100000	17140000	-0.964155972003937	-0.519454002380371	-0.786688983440399	-0.391032993793488
chr2L	17154000	17384000	-0.47817400097847	-0.237902998924255	-0.45304998755455	-0.24991400539875
chr2L	17384000	17466000	-0.237902998924255	-0.191038995981216	-0.24991400539875	-0.265891999006271
chr2L	17466000	17516000	-0.191038995981216	-0.304156988859177	-0.265891999006271	-0.301099002361298
chr2L	17516000	17545000	-0.304156988859177	-0.908647000789642	-0.301099002361298	-0.708271980285645
chr2L	17545000	17719000	-0.908647000789642	-0.27530699968338	-0.708271980285645	-0.160089001059532
chr2L	17719000	17786000	-0.27530699968338	-0.72120201587677	-0.160089001059532	-0.681500971317291
chr2L	17786000	17816000	-0.72120201587677	-0.473399013280869	-0.681500971317291	-0.327906996011734
chr2L	17829000	17997000	-0.288345992565155	-0.591606020927429	-0.233924001455307	-0.504949986934662
chr2L	17997000	18055000	-0.591606020927429	-0.00752299977466464	-0.504949986934662	0.0267069991677999
chr2L	18056000	18105000	-0.00501100020483136	-0.627852022647858	0.0181530006229877	-0.52292001247406
chr2L	18105000	18135000	-0.627852022647858	-0.382086992263794	-0.52292001247406	0.016865000128746
chr2L	18135000	18153000	-0.382086992263794	-0.369082987308502	0.016865000128746	-0.469785988330841
chr2L	18166000	18329000	-0.491822004318237	0.0962359979748726	-0.516484022140503	0.131374001502991
chr2L	18331000	18443000	0.105167001485825	-0.455496996641159	0.156738996505737	-0.556089997291565
chr2L	18443000	18484000	-0.455496996641159	-0.218526005744934	-0.556089997291565	-0.138518005609512
chr2L	18484000	18514000	-0.218526005744934	-0.0308480001986027	-0.138518005609512	-0.0685179978609085
chr2L	18514000	18551000	-0.0308480001986027	0.0150340003892779	-0.0685179978609085	0.114715002477169
chr2L	18551000	18587000	0.0150340003892779	-0.323325991630554	0.114715002477169	-0.366203010082245
chr2L	18587000	18616000	-0.323325991630554	-0.0250669997185469	-0.366203010082245	-0.128031998872757
chr2L	18616000	18665000	-0.0250669997185469	-0.221257999539375	-0.128031998872757	-0.215920999646187
chr2L	18665000	18714000	-0.221257999539375	-0.338737994432449	-0.215920999646187	-0.387795001268387
chr2L	18714000	18818000	-0.338737994432449	-0.289041996002197	-0.387795001268387	-0.304652005434036
chr2L	18818000	18859000	-0.289041996002197	-0.656894028186798	-0.304652005434036	-0.608925998210907
chr2L	18859000	18935000	-0.656894028186798	-0.645865976810455	-0.608925998210907	-0.705334007740021
chr2L	19009000	19070000	-0.179909005761147	-0.126899003982544	-0.254370987415314	-0.0978920012712479
chr2L	19070000	19115000	-0.126899003982544	-0.381269991397858	-0.0978920012712479	-0.261023014783859
chr2L	19133000	19167000	-0.106376998126507	-0.225382000207901	-0.114791996777058	-0.339280009269714
chr2L	19190000	19348000	-0.218513995409012	0.178306996822357	-0.282168000936508	0.127514004707336
chr2L	19357000	19362000	0.0533870011568069	-0.156809002161026	0.00620200019329786	-0.283692985773087
