seqnames	start	end	width	strand	Conc	Conc_WD_SUMOnub	Conc_WD_NOnub	Fold	p.value	FDR	WD_SUMOnub1	WD_SUMOnub2	WD_NOnub1	WD_NOnub2
chr3R	22424437	22424955	519	*	5.55214554246701	6.54505596715988	0	6.82231601122967	1.96976288662593e-07	4.1567468471381e-05	108.32	78.44	0.92	0
chr2R	8899108	8900679	1572	*	7.33192911399561	7.83416286188097	6.55496876958848	0.9882460196584	2.1369005768508e-07	4.36864040957557e-05	212.74	243.66	93.84	94.21
chr2L	23025382	23027706	2325	*	8.80370040183128	8.16189330858847	9.2463417646063	-0.838111681288468	2.18518277693657e-07	4.36864040957557e-05	324.97	247.83	536.38	678.29
chr2R	13586876	13588243	1368	*	7.0273913272773	7.56118691824232	6.17082906456408	1.07454009431979	2.87516142528705e-07	5.60066701228352e-05	170.78	206.94	74.52	69.57
chr2L	22569945	22570535	591	*	6.10617325945065	6.74823168629821	4.91993053751705	1.50636945013394	3.65486563161534e-07	6.94150355084543e-05	113.2	101.8	25.76	34.78
chr3R	13387798	13388114	317	*	4.58205050490827	5.58205050490827	0	7.12770692682617	4.32458675289649e-07	8.01314281994015e-05	50.75	45.06	0	0
chr3L	40252	40618	367	*	4.70020796125673	5.66139630005852	0.464713256616412	4.55287696973478	7.02178436032304e-07	0.000125801560841589	47.82	53.4	2.76	0
chrY	956873	957140	268	*	4.4908404266938	5.4908404266938	0	7.00085898074364	7.12053062549468e-07	0.000125801560841589	39.04	50.9	0	0
chr3L	23583276	23583943	668	*	7.10283154772032	6.29777524859403	7.61648424493574	-0.974888935677719	8.01561195487507e-07	0.000138396827320877	78.07	79.27	169.29	223.2
chr3L	23262024	23262397	374	*	5.39857103741886	3.84919611321518	6.12831254797771	-1.82487053949567	8.42937943141188e-07	0.000140052959906653	14.64	14.19	61.64	78.26
chrX	20426645	20427042	398	*	5.88438894892573	6.55355217977636	4.59755542239066	1.53592663633211	8.48023714058976e-07	0.000140052959906653	104.42	83.44	26.68	21.74
chr3L	11442672	11443519	848	*	6.46354974442006	5.52846142896366	7.02620936074519	-1.11747086613805	1.1695996075508e-06	0.000189052089756669	43.92	48.4	128.8	131.89
chr3R	10767066	10767772	707	*	6.22610734258546	6.82186128530296	5.19324007146906	1.23224688892084	1.54907983347471e-06	0.000245174156143903	110.28	115.99	34.04	39.13
chr2L	18663561	18664687	1127	*	6.86187828774521	6.04128733596617	7.38171205702937	-0.978934763766778	1.67457066272631e-06	0.000259626802545546	62.46	69.26	188.61	144.93
chr3L	18006494	18006637	144	*	4.1101372726125	0	5.1101372726125	-6.80460157871944	1.96503030418469e-06	0.000298566704417822	0	0	38.64	30.44
chrX	7299953	7300452	500	*	5.56069529610757	6.25112245219752	4.1882601005343	1.60344192892655	2.12859765315411e-06	0.000317077575902192	78.07	74.27	14.72	21.74
chr2L	9126400	9126929	530	*	5.51192700827698	4.1668701639761	6.19572362543827	-1.5396250415241	2.28848175562924e-06	0.000334338382644526	17.57	18.36	72.68	73.92
chr3L	16197615	16198046	432	*	5.72792190177297	4.50865343158121	6.3791454363665	-1.39579540216963	2.47770955328438e-06	0.000352030579361125	20.49	25.03	80.96	85.51
chr3L	11060479	11061481	1003	*	7.2259979802529	6.51424536815873	7.7004828814697	-0.847770440810371	2.5022576392656e-06	0.000352030579361125	86.85	95.96	191.37	224.65
chr2R	4396543	4396822	280	*	4.53687053169809	5.49333546042592	0.464713256616412	4.16576614515436	2.97792264249248e-06	0.000410188443088339	45.87	44.23	2.76	0
chr3R	26857822	26858714	893	*	7.02201849462277	6.28107990987863	7.50914468842784	-0.877524291887483	3.02363469961129e-06	0.000410188443088339	77.1	78.44	200.57	163.77
chr3L	11374322	11377451	3130	*	8.27599305504096	7.71268324089299	8.68008111359959	-0.718103708095537	3.72639329414747e-06	0.000496656313256812	211.77	207.78	365.25	455.09
chr2R	19372048	19372772	725	*	6.68742496957345	5.86975373399095	7.20610410070164	-0.929826751267121	4.20982320465698e-06	0.000551414256651364	52.7	64.25	141.68	153.63
chr3R	16190588	16190958	371	*	4.50060837624953	5.44074841109128	0.879750755895256	3.55051541879666	5.53156956724714e-06	0.000712259898345364	35.13	51.74	3.68	0
chr3L	11332895	11333517	623	*	6.47415171931171	5.59835487237298	7.01521768419952	-0.969836582679311	6.15692789613582e-06	0.00077956968711573	40.99	55.91	129.72	128.99
chr2R	4509941	4510718	778	*	6.93076444218119	6.1668701639761	7.42758002233179	-0.861661557544866	6.41395374842869e-06	0.000798521044762688	70.26	73.43	147.2	197.11
chr3R	29146225	29146888	664	*	6.91601827780225	6.1889928482054	7.39716397900619	-0.835992539699708	6.51682305848186e-06	0.000798521044762688	68.31	77.6	174.81	162.33
chr2L	22179643	22180002	360	*	4.97978976040779	5.75919727655054	3.16158779850365	1.85032846854424	7.14033961229382e-06	0.000861034286263431	50.75	57.58	9.2	8.7
chr2L	20835011	20835379	369	*	5.1263653122526	5.8972327129288	3.35880326552186	1.73716685614582	7.79290011980977e-06	0.000925041597034294	62.46	56.74	14.72	5.8
chrX	12745291	12746724	1434	*	7.51273181340827	6.85678463464894	7.96199346796832	-0.765656818468962	8.730215333375e-06	0.00102036070596384	102.47	129.34	218.97	279.72
chr2R	5613668	5613933	266	*	4.42331024705089	5.36008233542263	0.879750755895256	3.26953681534839	1.03074601942014e-05	0.0011864511378083	37.08	45.06	3.68	0
chr3R	29770960	29771542	583	*	5.88180426978852	6.49966100389367	4.77836692543442	1.17103184763719	1.18561739954438e-05	0.00134434856482666	74.17	106.81	23	31.89
chr3L	15513819	15515630	1812	*	7.96533381865113	7.42474782452329	8.3576604670782	-0.678577551263686	1.24246736289535e-05	0.00138809184645823	165.9	177.74	308.21	347.84
chr3L	2822108	2822527	420	*	5.78945234702014	4.6144770360867	6.42832197195662	-1.20094898552983	1.2822135588085e-05	0.00141173571105336	15.61	33.38	91.08	81.16
chr2L	22924563	22925673	1111	*	8.62326828275796	8.03317216515526	9.04086575648213	-0.709572266905996	1.41505391148056e-05	0.00153573779507397	292.77	231.14	418.61	634.81
chr3L	20935945	20941097	5153	*	9.02221514090834	8.585878389899	9.35677346576361	-0.60042248023948	1.47978823330433e-05	0.00158337340963563	385.48	383.01	622.86	688.43
chr3R	10079106	10079757	652	*	6.30274364189578	6.87489141573913	5.34051869729298	0.978747820517815	1.56506167994941e-05	0.0016513574420244	105.4	129.34	50.6	30.44
chr4	485419	487363	1945	*	8.31725992210318	7.78662668849686	8.7043457855162	-0.667767515244524	1.63892430157684e-05	0.00170560382453141	248.85	192.76	386.41	447.84
chr2L	4065464	4066104	641	*	6.73548913269166	5.99036427412575	7.22439871063068	-0.820528557033393	1.69192540849668e-05	0.00173696720653369	71.24	55.91	162.85	136.24
chrX	17827067	17827334	268	*	4.60057271762253	5.44356737429927	2.32290110619862	2.12447674747594	1.83696815025731e-05	0.0018607262716673	47.82	39.22	2.76	7.25
chr3R	7978269	7980137	1869	*	7.57050072634631	6.9729280346385	7.9918022272376	-0.709251899119764	2.14058814675208e-05	0.00213974317774678	144.43	106.81	271.41	237.69
chr2L	9920204	9920992	789	*	7.09320351445879	6.42836599832906	7.54657913247216	-0.744061745317852	2.30937782146333e-05	0.00227848614411129	88.81	83.44	163.77	210.15
chr2R	7245670	7246902	1233	*	7.56932034634928	7.98638684362562	6.98029126880126	0.696531462218506	2.35602997561596e-05	0.00227949762380758	281.06	226.13	127.88	124.64
chr3L	22689785	22690601	817	*	5.97671052918968	6.54909114157331	5.01381092659535	0.972439775498923	2.37041348270105e-05	0.00227949762380758	94.66	92.62	31.28	33.33
chr2R	22845106	22845472	367	*	5.36012508100779	4.12713637921281	6.01507821594913	-1.17420419996758	2.78368451418952e-05	0.00264345640678722	16.59	18.36	69.92	59.42
chr2R	1648964	1651423	2460	*	8.97680423184967	8.522953967461	9.32152846848786	-0.603528156461138	2.83826002780392e-05	0.00266200758410202	395.24	340.45	579.62	700.03
chr3L	2837672	2840171	2500	*	8.45455933408111	7.99884351616627	8.80035501796631	-0.606115029417694	2.89827216356137e-05	0.00268514312519216	259.59	252	455.41	436.25
chr2R	9692909	9693291	383	*	5.67373255935819	6.33717604507001	4.40887850756534	1.15098393049373	3.02625837902694e-05	0.00274628973172736	96.61	65.09	29.44	13.04
chr2R	6146335	6147831	1497	*	7.39733462245111	7.81485605838573	6.80739138145197	0.696307753342007	3.03657150803077e-05	0.00274628973172736	234.21	216.12	99.36	124.64
chr4	1122144	1123549	1406	*	8.55879045146615	8.05393523891991	8.93204208622828	-0.634752705222168	3.19155244727211e-05	0.00285249693434426	270.32	261.18	413.09	563.79
chr4	1229670	1233483	3814	*	9.50351990935993	9.07961862818328	9.83074025065314	-0.578755171072993	3.25497399844922e-05	0.00287535319374636	557.23	524.87	799.5	1021.78
chr3L	16039227	16040599	1373	*	7.40308094202177	6.82537380940413	7.81447702839482	-0.679447074620307	3.3440329695254e-05	0.00292007108844649	108.32	118.49	212.53	237.69
chr2L	23064772	23065966	1195	*	7.68756691692593	7.12516564628828	8.09119009996299	-0.669667529396442	3.40459349533542e-05	0.00293917008909809	147.36	131.84	241.05	304.36
chr2L	11360498	11361294	797	*	6.08369187831505	5.19443588129911	6.62976649804946	-0.880378212656631	3.57801809121438e-05	0.00305418016168041	33.18	40.05	96.6	101.45
chr2R	15698507	15699972	1466	*	7.85341863425935	7.31440855964806	8.24491912887855	-0.65295401318069	3.81432806559913e-05	0.00321971670159518	169.81	148.53	270.49	336.25
chr3L	23688772	23690713	1942	*	8.1717422255593	7.6631606811416	8.54701725077341	-0.634496632269246	3.89749371315443e-05	0.0032537648064653	223.48	181.91	342.25	405.81
chr2L	2804814	2805084	271	*	5.24639015173129	5.9505026958784	3.81532813045931	1.23988081811227	4.11726464371284e-05	0.0033524536928386	76.12	47.56	16.56	11.59
chr2R	5258771	5260202	1432	*	8.91757636939992	8.3580321380104	9.31973479936925	-0.662450259392216	4.13157677793197e-05	0.0033524536928386	313.26	342.96	476.57	801.48
chr2R	5667202	5668056	855	*	6.67542819692547	5.91763117872698	7.1696915143298	-0.786349597668577	4.1480932884932e-05	0.0033524536928386	74.17	46.73	134.32	153.63
chr3L	3512168	3512878	711	*	6.5806705273412	5.85801862031675	7.05991917507164	-0.760723633680606	4.65293097837519e-05	0.00370339826798929	63.43	52.57	140.76	126.09
chr3R	5280266	5280876	611	*	6.42394630662528	5.61884512805352	6.93761699532755	-0.804980070054995	4.68779218725064e-05	0.00370339826798929	39.04	59.25	120.52	124.64
chr2L	18562355	18563116	762	*	6.20749096747052	6.78625751518933	5.22592074988349	0.908022087602476	4.72857222581231e-05	0.00370339826798929	129.79	90.95	48.76	26.09
chr3L	24027629	24030629	3001	*	9.65138507150093	9.15564535922247	10.0196528365473	-0.620681991703834	4.94246006055597e-05	0.00382287018178242	615.79	524.87	805.03	1271.06
chr3R	30285549	30287320	1772	*	7.41011324653119	6.84325627823213	7.81601205270211	-0.666304407901211	4.98175790438936e-05	0.00382287018178242	127.84	101.8	231.85	218.85
chrX	23473275	23473546	272	*	3.72893011734412	4.72893011734412	0	4.2428501497069	5.17774893666936e-05	0.0038988329940927	20.49	32.54	0	0
chr3L	10673928	10680451	6524	*	9.79070251126324	9.43953163013021	10.0729079154257	-0.514700922599118	5.18338992238203e-05	0.0038988329940927	709.47	679.24	1097.59	1056.56
chr3R	23669763	23670108	346	*	4.91729816204222	5.66763349345199	3.26356281457047	1.31570464793106	5.53769042469366e-05	0.00409543954622434	56.6	45.06	11.96	7.25
chr3L	13007292	13008193	902	*	6.90335205799042	6.18787526816374	7.37947050384123	-0.741512943360967	5.55259014428205e-05	0.00409543954622434	79.05	66.76	131.56	201.46
chr3L	23249804	23250396	593	*	6.3422149509226	5.50416422403663	6.86888588091433	-0.811632508720229	5.69996568725582e-05	0.00413093977908236	39.04	51.74	97.52	136.24
chr3L	11318807	11319655	849	*	6.77664080126455	6.10833110902164	7.23161311878404	-0.715076038087251	5.70947317103656e-05	0.00413093977908236	65.38	72.6	142.6	157.98
chr4	903649	906219	2571	*	9.73279073949798	9.33256131203655	10.045760481326	-0.551252190116012	6.15118050151784e-05	0.00440853945943689	675.32	614.15	925.55	1188.45
chr3L	27128041	27129508	1468	*	8.4737768173682	7.91977942429352	8.87307891222259	-0.6450792977577	6.99431803136943e-05	0.00496596580227229	249.83	234.48	355.13	582.63
chr2L	9937897	9938736	840	*	6.07588998948247	6.64843725541805	5.1125072415721	0.862051140813532	7.23417653201119e-05	0.00506986762481447	94.66	105.97	46	23.19
chr2L	23028225	23029437	1213	*	7.18431897507457	6.5706119301776	7.61351679361536	-0.677823250349616	7.3084877073996e-05	0.00506986762481447	108.32	81.78	175.73	215.95
chr3L	11326395	11328279	1885	*	7.9814887686495	7.51156460333505	8.33537372796523	-0.597448263074143	7.34086400855064e-05	0.00506986762481447	180.54	184.41	325.69	320.3
chr3L	3513258	3514655	1398	*	7.70794195935393	7.16153701089659	8.10330723396087	-0.639735354652732	7.7562271378767e-05	0.00530847365463507	162	124.33	245.65	304.36
chrX	1275532	1277441	1910	*	7.27644464994765	7.69718254866916	6.68001333156165	0.673668004995018	8.07594368484195e-05	0.00547794144408431	198.11	216.96	81.88	123.19
chr2R	5722987	5723496	510	*	5.80349290262151	4.88035936975017	6.36189539937839	-0.847893401209425	8.26458187854491e-05	0.00555628571073501	32.2	26.7	81.88	82.61
chr2R	5118277	5119118	842	*	6.07944757064938	6.60696502998044	5.23921451577578	0.797326266277318	8.8110810655995e-05	0.00587173533818942	101.49	93.46	34.96	40.58
chr2L	9731741	9732046	306	*	5.02981653400335	5.75202311709235	3.51646581394483	1.13982685270985	8.9245922806619e-05	0.00589566326575551	58.55	49.23	15.64	7.25
chr3L	276662	277430	769	*	6.3937549748839	6.90551034502532	5.59342057495989	0.757842275733225	9.17204442624049e-05	0.00593764603044365	117.11	122.66	58.88	37.68
chr2R	5724625	5724950	326	*	5.18577251567492	3.84919611321518	5.8674833759302	-1.06109842503417	9.30806614292582e-05	0.00593764603044365	14.64	14.19	41.4	75.37
chr3L	20919187	20920382	1196	*	6.83338665649776	6.17917000333093	7.28184319462915	-0.688431168305667	9.31439249905633e-05	0.00593764603044365	61.48	83.44	151.8	159.43
chr3L	23206379	23207176	798	*	6.2940154579331	5.50214084269465	6.80234969704196	-0.758517378305851	9.31954201184921e-05	0.00593764603044365	43.92	46.73	95.68	127.54
chr2L	19490183	19491307	1125	*	7.33569673019733	6.77791369776119	7.73695003547559	-0.64100661953907	9.37893278469445e-05	0.00593764603044365	121.01	98.46	200.57	226.1
chr3L	4021493	4021865	373	*	5.62833849136768	4.61489595523288	6.21775414683065	-0.879207800312682	9.71007386246631e-05	0.00607046460836683	21.47	27.54	66.24	82.61
chr3L	20946785	20948308	1524	*	7.72461280986992	7.22387765646483	8.09561784682434	-0.608303544641981	9.7485412955213e-05	0.00607046460836683	157.12	141.86	255.77	291.32
chr2L	5233631	5235842	2212	*	7.87202528971752	7.37386684899329	8.24162023884713	-0.608314276713171	9.8840754964222e-05	0.00610482288994467	187.37	144.36	298.09	307.26
chr2L	10355584	10356328	745	*	6.40072985795585	5.65735871619138	6.88889323738347	-0.729242820684928	0.000101628580738703	0.00622638974090266	45.87	55.07	109.48	127.54
chr4	1062043	1063591	1549	*	7.78759820646205	7.30727515237464	8.14732503514855	-0.59520661714858	0.000105032688383877	0.00635978369125814	153.21	163.55	281.53	285.52
chr3R	30283160	30283734	575	*	5.963527965466	5.10685143552148	6.49736714358638	-0.788123755221327	0.000105480155995594	0.00635978369125814	32.2	36.72	86.48	94.21
chr4	304910	306556	1647	*	8.33963195980826	7.84049844459299	8.70976096992491	-0.603464714902676	0.000107998715423191	0.00646036410291323	238.12	220.29	343.17	494.22
chr3L	21484345	21485177	833	*	6.80641580887691	6.16715583314136	7.24785445889789	-0.678341943225377	0.000110606050341059	0.00656464190969549	81.97	61.75	151.8	152.18
chr4	959752	960715	964	*	8.08499008669724	7.53573852930282	8.48183506786153	-0.628170330462549	0.000115935268366065	0.0068275987114496	200.06	171.06	278.77	436.25
chr3R	10611661	10613154	1494	*	7.51568450050026	7.00433711665081	7.89245616831948	-0.608658446130428	0.00012012648480419	0.00698518410770632	130.77	126	224.49	250.73
chr2L	7870351	7870805	455	*	5.48227906766963	6.11981904048273	4.31196881741058	0.926580121139159	0.000120694715281989	0.00698518410770632	61.48	77.6	26.68	13.04
chr3R	25553085	25555206	2122	*	7.96016199429156	7.50281672501108	8.30689174203164	-0.579219948110492	0.000121369527736901	0.00698518410770632	188.35	174.4	317.41	315.95
chr2L	19138662	19144107	5446	*	9.41714376636446	9.04511644945859	9.71263650688767	-0.518575212118276	0.00012443977084355	0.00701704049980342	507.46	549.07	773.74	904.38
chr2L	19198807	19199339	533	*	5.66097546876284	4.71423942492495	6.22773716986213	-0.827359116501537	0.000124475491111842	0.00701704049980342	28.3	24.2	74.52	75.37
chr2R	10271366	10271603	238	*	4.58079329654307	5.36504222230035	2.73293515799868	1.25520052031802	0.000124694019675327	0.00701704049980342	39.04	43.39	4.6	8.7
chr2L	22390687	22390774	88	*	3.56490947691075	4.56490947691075	0	3.07289488230534	0.000129963505782745	0.00725979965758466	21.47	25.87	0	0
chr3L	11389769	11390188	420	*	5.5040682906665	4.47280473159934	6.09930321579258	-0.861265672728544	0.000132669933803589	0.00735688676719607	18.54	25.87	69	68.12
chr2L	16729288	16730968	1681	*	7.58707721020427	7.06013981658336	7.97220285914905	-0.610009111655218	0.000143769339651376	0.00791460632848918	120.03	146.86	225.41	276.82
chr2L	7417527	7418372	846	*	6.80244769072697	6.09869038506502	7.27340501208157	-0.696109353267365	0.000146892626145991	0.00802836892684238	87.83	49.23	139.84	169.57
chr3R	30013064	30013329	266	*	4.15631101878026	1.32385270610634	5.05130887269094	-1.56384620142246	0.000148226379867748	0.00804339862753775	0	5.01	35.88	30.44
chr2L	5907213	5907957	745	*	5.90532517163981	6.46092859883764	4.98997929112357	0.791524948672146	0.000149570339360003	0.00805876502211305	104.42	71.76	33.12	30.44
chr2L	10677172	10677331	160	*	4.45871356869612	5.2746374200974	2.39726220662379	1.30190375055292	0.000151812496849275	0.00812196858143619	39.04	38.38	1.84	8.7
chr3R	30288882	30289819	938	*	6.67896526737178	6.01849260562454	7.13032570240589	-0.671970844419526	0.000154043961294915	0.00815218015452748	71.24	58.41	125.12	155.08
chr3L	26371218	26372248	1031	*	7.33027279339152	6.75542467739913	7.74022638436051	-0.630289206310256	0.000154523356884554	0.00815218015452748	97.59	118.49	181.25	246.39
chr2R	21179726	21180486	761	*	6.2291025287844	5.48219521364996	6.7187692104019	-0.712799891795011	0.000161629820440588	0.00846828790266998	46.84	42.56	115	95.66
chr3R	7267445	7267704	260	*	6.16466685657611	5.25420249692342	6.71850523840068	-0.783357918932833	0.000164052817136779	0.00852704564665102	48.79	27.54	77.28	133.34
chr2L	9167833	9168156	324	*	5.06082304100215	3.65472462883812	5.75919200339312	-0.993410368766393	0.000165102484881948	0.00852704564665102	6.83	18.36	46	62.32
chr3R	30287823	30288149	327	*	5.52478393850487	4.54363290313718	6.10340832564755	-0.817706432867323	0.000166197228373404	0.00852704564665102	22.45	24.2	70.84	66.67
chr4	624409	626707	2299	*	9.52390647329433	9.15234941592653	9.81910306540433	-0.513594924044224	0.000167240990042254	0.00852704564665102	574.8	563.25	802.27	1004.39
chr2L	11803570	11804380	811	*	6.97218965672005	6.40013580814127	7.38072925693718	-0.631115893969082	0.000169189347588977	0.00854952117592512	88.81	80.11	173.89	159.43
chr3L	19567543	19567868	326	*	5.4429887468744	4.35510533795108	6.0560950045414	-0.857613444777888	0.000169932565165815	0.00854952117592512	17.57	23.36	53.36	79.71
chr2L	1667611	1667817	207	*	4.37330774216425	5.20581700855222	2.18375930415985	1.29973529137473	0.000173482666204478	0.00867070931023305	42.94	30.87	1.84	7.25
chr3L	16196582	16197332	751	*	7.04425524872105	6.43545665836067	7.47106471949642	-0.642883801940391	0.000174772422049136	0.00867807902161623	94.66	78.44	149.04	205.81
chrX	23078990	23079433	444	*	5.97290280421093	5.00695406145531	6.54633391405315	-0.793524889297225	0.000181701320897522	0.00891890933649301	23.42	40.89	68.08	118.85
chr3R	31808261	31809604	1344	*	8.0573744017818	7.62128487775264	8.3917878186428	-0.558243430450273	0.000181970639351904	0.00891890933649301	201.03	192.76	351.45	320.3
chr2R	3941547	3943513	1967	*	9.16852610393243	8.75171501593783	9.49151730641164	-0.542319332776944	0.000191994229885614	0.00934987284898085	449.89	412.22	606.3	833.37
chr3R	29207637	29210707	3071	*	9.09726910969832	8.74069078118127	9.38294979710896	-0.500085357044101	0.000210008052777714	0.0101619820188044	439.15	416.39	664.26	671.04
chr2R	14215477	14216516	1040	*	6.9307885621093	6.35772113648403	7.33984154227486	-0.621087447221488	0.000212192805822255	0.0101787179870653	78.07	85.95	157.32	166.67
chr3L	20932555	20935622	3068	*	8.62391779434369	8.21926210676805	8.93958075169316	-0.532721536286693	0.000213033586934762	0.0101787179870653	272.27	323.76	474.73	507.27
chr4	957416	958386	971	*	7.79877812906749	7.29913675975304	8.16918507633178	-0.585344448460649	0.00021562608132016	0.0102381958736829	163.95	151.03	243.81	331.9
chr2L	167648	168870	1223	*	7.65540652064213	7.13506980193651	8.03701208087767	-0.593821626440803	0.000221812638335167	0.0104665255492687	137.6	143.52	218.05	307.26
chr3L	11372280	11372837	558	*	5.92670690910684	5.01927471819366	6.47944482548431	-0.750277630379486	0.0002322932734686	0.010893407398401	21.47	43.39	82.8	95.66
chr3R	20255758	20260580	4823	*	9.65511485142566	9.26126609782943	9.96417869695408	-0.522224243489709	0.000248675870269707	0.0115901262971715	614.81	612.48	825.27	1172.51
