seqnames	start	end	width	strand	Conc	Conc_WD_SUMOnub	Conc_WD_NOnub	Fold	p.value	FDR	WD_SUMOnub1	WD_SUMOnub2	WD_NOnub1	WD_NOnub2
chrX	9284109	9284689	581	*	7.66372602937711	6.76230562130532	8.2142727396518	-1.19986835096213	3.3396090871286e-09	4.68865582767334e-07	105.85	111.27	287.58	306.4
chr2L	2447332	2451153	3822	*	10.6122195139748	10.2098168831638	10.9265132304564	-0.67914028446562	3.66045141429404e-09	4.84943550004808e-07	1108.96	1259.64	1804.29	2088.29
chr3L	14176484	14178306	1823	*	9.77566511534171	9.30978328838389	10.1272613453941	-0.774567941763583	3.66184242260408e-09	4.84943550004808e-07	693.71	575.56	1131.95	1104.91
chr2R	8638104	8640225	2122	*	9.33056268801015	8.81415949783042	9.71005874456975	-0.834972320590921	3.69511401361954e-09	4.84943550004808e-07	464.1	436.13	774.77	900.36
chrX	8804915	8808092	3178	*	9.17315485165417	8.52890937780417	9.61694465929578	-0.975654782011623	4.08944647543761e-09	5.17525530129777e-07	371.28	367.45	685.47	884.96
chr3R	6678011	6679868	1858	*	9.58406457893762	9.12437672154595	9.93213428407243	-0.756945025722482	4.19669106031181e-09	5.17525530129777e-07	540.64	575.56	916.59	1037.3
chr2L	19322111	19324005	1895	*	9.64633085873923	9.2218243393082	9.9739106769667	-0.705142539633296	4.20055507310901e-09	5.17525530129777e-07	565.07	629.13	1015.08	996.22
chr2R	18906806	18907848	1043	*	8.28048180413453	7.59318096483536	8.74408895542006	-1.01186859630889	4.44304661781814e-09	5.36453448635362e-07	185.64	200.55	420.21	437.34
chr2R	13011292	13013177	1886	*	9.76007402454419	9.39322195258433	10.0522989437764	-0.633596747145942	5.79482724463781e-09	6.85948472076048e-07	680.68	664.16	1042.65	1080.95
chr2R	12958918	12961502	2585	*	9.93935303970733	9.55762213320849	10.2409217317527	-0.658754987930023	7.86630413120841e-09	9.13247654617407e-07	796.3	710.86	1179.22	1240.99
chrX	1574999	1578881	3883	*	8.94307454728673	8.36792649788274	9.35317966944866	-0.901057311665818	9.61641663927871e-09	1.09536428776086e-06	346.86	313.88	605.37	702.66
chr3R	15650743	15652281	1539	*	9.33787624999828	8.90734111106322	9.66902364363193	-0.717597126891639	1.00819206526583e-08	1.12712138852034e-06	483.64	476.66	836.49	791.67
chr3L	1456296	1458795	2500	*	9.73341472721534	9.35401229014533	10.0335314885183	-0.643535111762196	1.08961871611864e-08	1.19600512531059e-06	630.2	678.58	1040.03	1056.13
chr2R	12983455	12985039	1585	*	9.47481868908126	9.04663327934481	9.80457839708056	-0.71871002183295	1.51192633994332e-08	1.62991059182819e-06	543.9	513.74	852.25	936.31
chr3L	19661917	19664074	2158	*	9.98833805961082	9.625781413312	10.2778361284133	-0.630040611594394	1.6729671985766e-08	1.77187771540473e-06	832.13	747.95	1209.43	1273.52
chr3L	21807111	21808942	1832	*	9.6854506906844	9.32369285483824	9.9744401874294	-0.619851243620655	1.8998202231019e-08	1.97745080808037e-06	631.83	649.74	1009.83	1002.21
chr2L	6018748	6022098	3351	*	10.1185405535394	9.70683573617026	10.4384653376696	-0.698188391864814	2.33416617283638e-08	2.38836630261241e-06	902.15	769.24	1311.85	1463.52
chr2R	11762581	11763737	1157	*	9.08467506645585	8.63390100029317	9.42762777048883	-0.739529415878288	2.96386237546811e-08	2.9821395267835e-06	394.08	400.42	698.6	678.7
chr3R	21378878	21380941	2064	*	9.42801743983924	9.00205445077041	9.75646133343221	-0.715224606501624	3.28006857352159e-08	3.24619245546718e-06	535.75	489.71	831.23	898.65
chr3R	4849759	4851315	1557	*	9.66391474614887	9.23012471100343	9.99697846656254	-0.710806001000452	3.41183821731291e-08	3.32213988998678e-06	552.04	649.05	1029.52	1014.19
chr3R	26018185	26021144	2960	*	10.0507168415241	9.73771363730391	10.30777049873	-0.549120748248246	3.60498356513037e-08	3.44372123367299e-06	843.53	864.03	1240.94	1294.06
chr3L	16482693	16486164	3472	*	9.32737177573202	8.91591967567072	9.64714434625463	-0.693722671368191	3.6507894476573e-08	3.44372123367299e-06	498.3	467.73	793.15	810.5
chr3R	12278556	12279523	968	*	9.67762699305443	9.3135559873448	9.96808793280715	-0.627510226857782	4.03292830330761e-08	3.74565971801047e-06	657.89	614.71	1016.39	986.8
chr3R	16403372	16405258	1887	*	9.69121759734171	9.25057635347882	10.0282926303888	-0.735843186237784	4.15690068543846e-08	3.80230446030181e-06	666.03	552.21	1025.58	1062.98
chrX	2300701	2301404	704	*	6.59161995654656	5.30370136698398	7.26106272220058	-1.36106126198569	5.4537964888552e-08	4.91411483630132e-06	43.97	35.03	151.01	155.77
chr2R	19903469	19904607	1139	*	8.65189005506359	8.12635121140662	9.03627192808291	-0.827948285551131	6.1145213633031e-08	5.42843609856777e-06	275.2	283.66	513.45	536.62
chr3R	18063301	18065592	2292	*	10.123581757764	9.83033037495993	10.3671767049518	-0.519734968609282	6.34005128096274e-08	5.50135271357989e-06	908.66	912.1	1298.72	1342.84
chr3R	11353675	11356994	3320	*	10.4122223810317	9.99848157367686	10.7333719009727	-0.686120964799995	6.37890823174743e-08	5.50135271357989e-06	924.95	1120.9	1598.12	1806.72
chr2R	24339207	24342791	3585	*	10.6205758881039	10.33461320109	10.8591253878084	-0.502316254615729	6.54960892915986e-08	5.56901255004762e-06	1221.32	1361.29	1859.44	1855.5
chr2R	12953661	12956335	2675	*	10.3571178210501	10.0150564327834	10.6334200048329	-0.585148478651142	7.39007292751008e-08	6.19637086991366e-06	957.52	1111.97	1567.92	1609.01
chrX	13947530	13948740	1211	*	8.19606193526176	7.53917038656803	8.6457623558203	-0.972864976423202	7.98005955629257e-08	6.59939993716963e-06	200.3	171.71	400.52	400.54
chr2L	6183226	6185450	2225	*	8.92537754716185	8.29339820816304	9.36336107898239	-0.931199555200107	8.09454546329724e-08	6.60361769755749e-06	270.32	357.15	636.89	680.41
chr2L	14513339	14515387	2049	*	9.4553756205108	9.04269924580926	9.77588518359118	-0.689209370935034	8.70603190889759e-08	7.0077752845353e-06	521.1	533.66	827.3	926.04
chr3L	15224993	15227136	2144	*	9.3287439225649	8.84973836695029	9.68773424052287	-0.765829237084576	9.02807484828358e-08	7.17137998145894e-06	423.39	499.32	791.84	857.57
chr3R	8276469	8278582	2114	*	10.1843871308975	9.80836907589388	10.482386741134	-0.645455526269419	1.00603625827927e-07	7.8875855730285e-06	978.69	814.57	1454.99	1406.18
chr2R	11760104	11761278	1175	*	9.03998618408405	8.60252365839895	9.37520386537865	-0.723621362691474	1.03117945287018e-07	7.98106456022724e-06	398.97	378.44	663.15	665
chr3L	1364278	1365410	1133	*	9.39231459197062	9.00929894465103	9.69468276502216	-0.650423785544556	1.29252879066713e-07	9.76422472944666e-06	529.24	501.38	841.74	815.63
chr3R	8186954	8188264	1311	*	8.79832891641944	8.28903552615257	9.17398955620502	-0.812314918460618	1.29391747284369e-07	9.76422472944666e-06	324.06	301.52	547.59	607.66
chrX	6775510	6778859	3350	*	8.68568671310429	7.98935935737381	9.15334051033952	-0.999982129804308	1.31530735388497e-07	9.80309937704143e-06	258.92	249.32	483.25	655.59
chr2L	21828023	21829195	1173	*	8.3897901689662	7.81019522847762	8.80213638073487	-0.886225109893591	1.35348907527008e-07	9.96465066756764e-06	226.35	222.53	425.47	467.3
chr3R	26009327	26011081	1755	*	9.49466676067772	9.12221289207655	9.79042798834764	-0.636055251384754	1.43012134611586e-07	1.04019789957848e-05	565.07	549.46	856.19	914.91
chr2L	3538763	3540292	1530	*	9.61164258710502	9.24045303207248	9.90660763314118	-0.62584990051346	1.44780814198753e-07	1.04052592299747e-05	576.46	633.25	953.36	966.26
chr2R	23209210	23211416	2207	*	9.71480536703111	9.36812000815265	9.99411169686864	-0.601930046696537	1.61917935595549e-07	1.14999832610627e-05	690.45	631.19	1020.33	1019.33
chr3R	19281824	19287533	5710	*	10.5588709780776	10.2053568363162	10.8425849874371	-0.599479616956278	1.65271325388926e-07	1.16016626903831e-05	1066.62	1294.66	1841.06	1831.54
chrX	2305982	2307998	2017	*	7.91399416230539	7.06265208479324	8.44579342071616	-1.11806008330036	1.91246933969379e-07	1.32707786249786e-05	141.67	125.69	299.4	397.97
chr3L	392430	394875	2446	*	9.83293247530486	9.49013296353936	10.1097152766232	-0.591309743838307	1.97288629908283e-07	1.35054921234713e-05	711.62	726.66	1051.85	1157.98
chr2R	14212258	14214585	2328	*	9.19600937889595	8.75148129787824	9.53534673678211	-0.72054497861438	2.01020985787257e-07	1.35054921234713e-05	403.85	458.11	727.49	756.58
chr3R	29526498	29527770	1273	*	8.91360754571991	8.43616615599516	9.27172209748191	-0.769257831556559	2.01340780373101e-07	1.35054921234713e-05	358.25	334.48	647.39	588.83
chrX	8294038	8295990	1953	*	8.09009957526959	9.09009957526959	0	22.4715012002888	2.18045678491752e-07	1.43484817637458e-05	0	1089.99	0	0
chr2L	14568727	14570323	1597	*	9.22194583996337	8.75919185432297	9.57176420929253	-0.757251198553891	2.18661640262483e-07	1.43484817637458e-05	464.1	402.48	720.93	801.08
chrX	4411280	4413157	1878	*	8.81648067390355	8.2347072825667	9.22992097098961	-0.893111940672251	2.27352897549842e-07	1.47583811022408e-05	338.71	263.74	580.42	620.5
chr3L	19678092	19678539	448	*	7.9614226446005	7.29365246229224	8.41614723339868	-0.962573251542552	2.48476798357986e-07	1.59580258690124e-05	153.07	160.72	334.86	348.33
chr3L	12689177	12691059	1883	*	9.28783617461284	8.87100579739138	9.61083892777062	-0.697401300203346	2.86798787950537e-07	1.82253082406041e-05	493.41	443	752.44	811.35
chr2R	22156599	22157749	1151	*	8.44910819269073	7.83332879650137	8.8793107533534	-0.92199670106362	2.97482962150264e-07	1.87073400260536e-05	250.78	205.36	495.06	446.76
chrX	6021682	6022125	444	*	7.25062228243207	6.33946892375463	7.80471028362891	-1.14007031300367	3.09962029305101e-07	1.92911419681948e-05	78.16	83.79	210.11	237.07
chr3R	14413607	14414237	631	*	7.95865831098228	7.28696501676141	8.41518121179869	-0.958599950543326	4.0347435309081e-07	2.4854843567441e-05	148.19	164.15	333.54	349.19
chrX	23431317	23433795	2479	*	7.45660359217973	8.45660359217973	0	21.524786000701	4.22887110098322e-07	2.57875705420562e-05	0	702.62	0	0
chr3R	8230785	8231418	634	*	7.45365440400256	6.64599998329277	7.96834735888638	-1.06929594649251	4.4141871603689e-07	2.6648447887147e-05	99.33	100.96	239	261.89
chr3R	30765603	30767623	2021	*	8.98386708351149	8.47205247426195	9.36089113872455	-0.802174427026264	5.32931074595258e-07	3.18545039339759e-05	346.86	363.33	593.55	721.49
chr3R	21461323	21462321	999	*	9.02510699613345	8.60318142731523	9.35115220218844	-0.694076120052575	5.55610373811176e-07	3.28845081048831e-05	392.45	385.31	676.28	629.91
chr2R	20086334	20087907	1574	*	8.82378343183745	8.35882768101183	9.17485391125949	-0.743851683434446	5.95044481642342e-07	3.48765391813089e-05	315.92	340.66	559.41	596.53
chr2R	14466154	14467255	1102	*	8.86829653856033	8.41625812552569	9.21197808003896	-0.731250876754393	6.33226344039205e-07	3.67575715285065e-05	337.09	346.16	567.29	618.79
chr3R	25188750	25192076	3327	*	9.8753962246715	9.49687275439695	10.174963910869	-0.645037727737383	7.28948426789986e-07	4.19110633574395e-05	789.79	655.23	1126.7	1185.36
chr2R	12986932	12987432	501	*	8.46611362752192	7.93990666846328	8.8508509550228	-0.809325972040745	8.24864945478386e-07	4.69783931684247e-05	232.87	258.25	456.98	466.44
chr2R	20160646	20162600	1955	*	9.45448377938142	9.0778301052997	9.75288162677645	-0.62966500118297	8.46008092001851e-07	4.77322509478054e-05	529.24	551.52	907.4	818.2
chr2R	1512835	1516366	3532	*	6.57175532848359	7.57175532848359	0	19.7960037669677	1.03540456294298e-06	5.7877197652655e-05	0	380.5	0	0
chr3R	23918758	23920195	1438	*	8.48559987116009	7.92169892348864	8.88999015817269	-0.843860470464174	1.09803078211344e-06	6.07429801991568e-05	219.84	265.11	463.55	485.27
chr3R	18059482	18061266	1785	*	9.84330059503401	9.50356016374775	10.1180888748102	-0.576575123145159	1.11682815585745e-06	6.07429801991568e-05	679.06	772.68	1091.24	1131.44
chr3R	24982584	24985299	2716	*	9.1636407515489	8.78024647806537	9.46624431953567	-0.644607155565877	1.11685784364857e-06	6.07429801991568e-05	444.56	434.76	685.47	729.19
chr2R	15824210	15826398	2189	*	9.67422972914773	9.36260751943125	9.93035241625996	-0.54533215850874	1.17037783026996e-06	6.30854550119622e-05	675.8	640.81	980.94	970.54
chr2R	18914007	18915074	1068	*	8.38126255085576	7.68787536288511	8.84760227580302	-0.961118987711729	1.19986444204178e-06	6.34356823252339e-05	177.5	234.89	421.53	499.82
chr3L	20620554	20624047	3494	*	10.780715779303	10.5400727691615	10.9868988658404	-0.429923753912487	1.20179006805124e-06	6.34356823252339e-05	1416.73	1561.15	1992.07	2066.9
chr3R	6950678	6952325	1648	*	8.74944401037689	8.290669803175	9.0969915155747	-0.736972116746649	1.20839878539041e-06	6.34356823252339e-05	311.03	315.25	522.64	572.57
chr3L	12695228	12695884	657	*	8.1678148903319	7.59119301591196	8.57866392417329	-0.863764044939928	1.23410870187122e-06	6.37678861044214e-05	195.41	190.25	399.2	365.45
chr3R	10665057	10665559	503	*	8.25733822735608	7.68566436103159	8.66568522527865	-0.852442625476812	1.23585268746353e-06	6.37678861044214e-05	195.41	216.35	420.21	391.98
chr3L	3663994	3664407	414	*	7.4309807570377	6.63534826714543	7.94083815658702	-1.0493491712648	1.27952523845473e-06	6.54618124114509e-05	107.48	91.35	256.07	235.36
chr3R	28582862	28585729	2868	*	9.60425293097606	9.24132424935219	9.89398770319523	-0.621278449825923	1.42678400479282e-06	7.23823112347419e-05	651.37	559.08	952.05	950.86
chr2L	12084752	12087871	3120	*	10.3956744487275	10.1401827247227	10.6126549939305	-0.461837714928584	1.44583734686628e-06	7.27376671919312e-05	1159.44	1097.55	1508.83	1622.71
chr3L	20988307	20992191	3885	*	9.54625366893556	9.07498850766588	9.90089567105422	-0.74090525489739	1.48338853591847e-06	7.40100544738829e-05	467.36	611.27	958.61	953.43
chrX	17789304	17791236	1933	*	8.51832697011337	7.8939145612014	8.95269213386561	-0.91311173508257	1.7273561192033e-06	8.5475810587134e-05	257.29	218.41	434.66	556.31
chr2R	12996088	12997338	1251	*	9.03024035648556	8.64444319114793	9.33433548937151	-0.643326417138055	1.77603214391372e-06	8.71699679090009e-05	400.59	399.73	650.02	641.04
chr3R	31067891	31068659	769	*	8.69185188462281	8.22151650816287	9.04596910519378	-0.741501931270098	1.79138491804525e-06	8.7214441534187e-05	281.72	315.25	523.95	533.2
chrX	17313243	17314661	1419	*	8.55643963727218	7.84512277046104	9.03073300971152	-0.987077806282619	1.8148557159393e-06	8.76502716570043e-05	270.32	189.56	467.49	578.56
chr3R	6968987	6971552	2566	*	9.16151091877621	8.76951969223399	9.46943244132821	-0.653779943550421	1.83911630783268e-06	8.81170250030626e-05	438.05	434.76	672.34	745.45
chr2L	21846314	21848980	2667	*	9.03275871689615	8.56292536552606	9.38659236849693	-0.743711058574893	1.85787368358724e-06	8.83148301402848e-05	356.63	399.73	617.19	721.49
chr3R	17110248	17111613	1366	*	8.16666875228043	7.61788064492052	8.56327312799815	-0.834723782742187	1.95858794309232e-06	9.23749641597525e-05	201.93	190.94	380.82	375.72
chr3L	12702109	12704181	2073	*	8.8745792509845	8.4448834828735	9.20523134787602	-0.704548762429994	2.02169011937024e-06	9.42045851125283e-05	363.14	333.8	568.6	611.94
chr2R	9973372	9974448	1077	*	7.73177207942508	7.07426183667159	8.18175972497083	-0.93149535663905	2.03535988809963e-06	9.42045851125283e-05	133.53	135.99	288.9	291.85
chr2R	22239940	22240812	873	*	9.00055642004589	8.5691870523083	9.33219562249171	-0.705577421259797	2.04419424378685e-06	9.42045851125283e-05	390.82	368.82	602.74	686.4
chr2L	2480419	2483311	2893	*	9.90589374310555	9.63247200051122	10.135660167162	-0.486265085015145	2.06867003995373e-06	9.42450575850231e-05	804.44	782.98	1122.76	1127.17
chr2R	19911131	19914325	3195	*	9.83997082951804	9.50628777801125	10.110788997849	-0.565188787425399	2.07629495756304e-06	9.42450575850231e-05	679.06	775.42	1125.38	1086.08
chr2R	15844584	15847593	3010	*	9.63764496614483	9.31053909478889	9.90412092789173	-0.557655357652463	2.14248158276251e-06	9.65235919040094e-05	605.78	664.16	958.61	957.71
chr3R	16108852	16110983	2132	*	9.15272004723474	8.58835221680441	9.55734890486252	-0.836557179132229	2.25534922925145e-06	0.000100182762566263	324.06	445.75	790.53	716.35
chr3L	10949774	10952830	3057	*	9.76038128145893	9.47288475587885	9.99999613664526	-0.506230580620384	2.26998924824094e-06	0.000100182762566263	716.51	704.68	1029.52	1018.47
chr3L	5860424	5862924	2501	*	10.012023663189	9.7031020995606	10.2663214437551	-0.532861290307955	2.27348657803181e-06	0.000100182762566263	817.47	849.6	1302.66	1160.54
chr2R	14207462	14208332	871	*	8.89376945007584	8.40647042386801	9.25737859118038	-0.773702852848189	2.58112605471678e-06	0.000112914912987864	377.8	300.83	617.19	606.8
chr3R	13057331	13061161	3831	*	10.3093744388763	9.9609376793907	10.5898144969964	-0.589677449540189	2.68409509307438e-06	0.000116574691200648	931.46	1061.83	1414.28	1668.07
chr2L	3825453	3826944	1492	*	8.99651012586927	8.592104253977	9.31202143315115	-0.672430070530244	2.76563887187742e-06	0.000119258299068028	407.11	364.7	625.07	646.17
chr3R	15642615	15644747	2133	*	9.95898903498602	9.67460843573926	10.1964376533528	-0.505219650823988	2.88608319890384e-06	0.000123569391998457	854.93	779.55	1184.48	1162.26
chr2L	6190539	6191075	537	*	7.37236770174072	6.61470399660134	7.86657504422685	-1.00349877366236	3.42760422283974e-06	0.000145721455586503	102.59	93.41	244.25	222.52
chrX	395718	396793	1076	*	7.8628579900789	7.17778432439613	8.32546102825471	-0.953614133995255	3.86655941027592e-06	0.000163233700418432	156.33	133.24	291.52	350.05
chr2R	19949636	19951097	1462	*	8.79008175655214	8.35294945429959	9.12510611340243	-0.699943634519082	4.0670920474567e-06	0.000170507185350667	320.8	333.11	586.99	529.78
chr3R	16423318	16424425	1108	*	8.55152531933453	8.09501407430675	8.89777717982071	-0.725334736901549	4.21085434701508e-06	0.000175316742709862	268.69	278.16	463.55	490.41
chr2L	22023472	22024762	1291	*	8.55605706917996	8.08289311765617	8.91176912932597	-0.751169356717383	4.44440545703264e-06	0.000183773121534973	283.35	258.93	458.3	504.96
chr2L	14510527	14512135	1609	*	9.26477283001156	8.79438952053336	9.61891711748302	-0.751087309208117	4.49715370733988e-06	0.000184689230824564	499.93	388.06	743.25	829.33
chrX	4379152	4382182	3031	*	8.98854615911598	8.4792803341844	9.364191871921	-0.788880622522786	4.53590957326288e-06	0.000185022203336406	369.65	344.1	575.17	742.89
chr3L	6312668	6315071	2404	*	9.55243600089508	9.25140295849911	9.80137032704318	-0.524183792311057	4.56786560076739e-06	0.000185075198871361	609.03	609.9	885.07	899.51
chr3L	12579958	12580691	734	*	9.00619157370629	8.50816474974182	9.37571439181769	-0.780033207764211	5.03653846681902e-06	0.00020270388482791	413.62	314.57	684.16	644.46
chr3L	5610671	5614052	3382	*	9.69380957860323	9.23607354746125	10.0407630794006	-0.724715164252412	5.22967598348759e-06	0.000209083138492149	561.81	644.24	917.9	1188.79
chr3R	25094472	25096519	2048	*	9.7460526445553	9.36072507793075	10.0498565963747	-0.636965952006648	5.66653189979269e-06	0.000225058243941109	625.32	689.57	958.61	1161.4
chr3R	8333641	8335201	1561	*	8.89987955679031	8.48221057566948	9.22338423993997	-0.685100773031924	5.79899829891947e-06	0.000228814070134489	374.54	340.66	567.29	628.2
chrX	3045806	3047925	2120	*	8.38906427970917	7.86373404980968	8.77333511319488	-0.80375237585911	6.2405499344707e-06	0.000244637662041556	242.64	223.22	401.83	473.29
chr3R	16038022	16040304	2283	*	8.94651699908369	8.47331172692542	9.3022523208905	-0.747092617188361	6.51310951746258e-06	0.000252946793208254	385.94	324.87	681.53	581.13
