Null18 chr2L 2500000 2723000 16.7688 75.006 12 1.3974 2.07311
Null19 chr2L 2770000 2803000 -2.64618 4.89533 7 -0.378025 0.745942
PcG9 chr2L 2803000 2835000 5.00239 19.2127 5 1.00048 1.6857
Null20 chr2L 2835000 2857000 -1.82698 8.36263 6 -0.304497 1.14064
Active14 chr2L 2857000 2886000 0.248708 0.329699 8 0.0310885 0.200614
Null21 chr2L 2886000 2956000 2.59132 6.71491 1 2.59132 0
Active15 chr2L 2956000 2999000 -0.320508 0.21324 10 -0.0320508 0.142467
Null22 chr2L 2999000 3029000 -0.217799 1.12023 8 -0.0272249 0.373212
Null23 chr2L 3057000 3087000 0.612703 0.195219 2 0.306352 0.0613041
Null24 chr2L 3111000 3143000 -0.181721 0.0330226 1 -0.181721 0
Null27 chr2L 3264000 3356000 -11.9175 32.0672 11 -1.08341 1.31963
Null28 chr2L 3356000 3444000 -4.6818 58.292 7 -0.668829 2.80715
Null29 chr2L 3444000 3474000 1.53025 11.05 10 0.153025 1.03999
Null30 chr2L 3476000 3533000 1.02045 9.41437 10 0.102045 0.964896
PcG10 chr2L 3533000 3619000 4.87632 13.5797 5 0.975264 1.32846
PcG11 chr2L 3657000 3766000 -9.50552 60.9464 17 -0.559148 1.80899
Active18 chr2L 3766000 3787000 -0.694489 0.226197 3 -0.231496 0.147676
PcG12 chr2L 3816000 3858000 -1.74186 2.42076 5 -0.348372 0.602319
PcG13 chr2L 3858000 3890000 -0.77039 0.541094 4 -0.192598 0.313336
Null31 chr2L 3890000 4019000 -10.5502 37.952 4 -2.63756 1.591
Active19 chr2L 4019000 4069000 -0.206792 0.042763 1 -0.206792 0
Null32 chr2L 4069000 4184000 2.44907 2.3169 3 0.816355 0.325367
Active20 chr2L 4184000 4232000 0.134012 0.32625 7 0.0191445 0.215036
Null33 chr2L 4232000 4338000 -0.00230364 1.58442 4 -0.000575911 0.629369
Active21 chr2L 4345000 4381000 1.1575 1.3398 1 1.1575 0
Null34 chr2L 4381000 4439000 1.93414 14.0324 9 0.214904 1.23003
Null35 chr2L 4465000 4539000 1.08372 0.697831 4 0.270929 0.317892
Active22 chr2L 4541000 4615000 -0.0665122 0.0760776 2 -0.0332561 0.192179
Null36 chr2L 4615000 4668000 -0.771528 0.595256 1 -0.771528 0
Null37 chr2L 4673000 4794000 28.2053 202.571 6 4.70088 3.41521
Null38 chr2L 4811000 4888000 9.21314 24.0076 14 0.658082 1.13215
Het1 chr2L 4888000 4917000 0.784459 8.98144 5 0.156892 1.33104
Active23 chr2L 4964000 5009000 -0.962142 2.78567 14 -0.0687245 0.440742
Null39 chr2L 5009000 5042000 2.03764 2.33052 5 0.407527 0.547747
Active24 chr2L 5054000 5108000 0.775537 3.0079 15 0.0517025 0.444807
Active25 chr2L 5224000 5270000 0.105015 1.20452 5 0.021003 0.49037
Active26 chr2L 5270000 5314000 -0.192616 0.138956 4 -0.0481539 0.180056
Het2 chr2L 5326000 5365000 2.07726 26.666 6 0.346209 2.07953
PcG14 chr2L 5365000 5515000 0.767171 0.294285 2 0.383585 0.00215339
Active27 chr2L 5515000 5546000 0.527942 3.65733 13 0.040611 0.528851
Null41 chr2L 5546000 5709000 2.10674 3.49 4 0.526685 0.771429
Null42 chr2L 5709000 5819000 1.22617 11.4682 9 0.136241 1.12057
PcG15 chr2L 5999000 6036000 7.03906 50.311 12 0.586589 1.96176
Active28 chr2L 6047000 6070000 4.03938 10.2317 10 0.403938 0.927362
Active29 chr2L 6070000 6101000 1.39573 2.79559 6 0.232622 0.641731
Null44 chr2L 6101000 6316000 2.01486 12.9991 9 0.223874 1.18077
Active30 chr2L 6316000 6344000 -0.311449 0.0384075 3 -0.103816 0.0449962
Null45 chr2L 6359000 6434000 -1.95364 10.8944 9 -0.217071 1.07859
Active31 chr2L 6455000 6481000 -0.0957977 1.01595 9 -0.0106442 0.335812
Null46 chr2L 6500000 6527000 0.121208 0.0098578 2 0.0606039 0.0354411
PcG16 chr2L 6527000 6567000 3.44032 13.7563 6 0.573387 1.40141
Null47 chr2L 6567000 6611000 0.42049 0.176812 1 0.42049 0
Null48 chr2L 6611000 6647000 -0.265577 0.0705313 1 -0.265577 0
Active32 chr2L 6647000 6681000 -2.89206 7.36741 10 -0.289206 0.808147
Null49 chr2L 6681000 6723000 1.18463 12.0671 7 0.169233 1.30201
Null50 chr2L 6738000 6779000 16.9955 96.7986 4 4.24886 2.47928
Active33 chr2L 6779000 6797000 -0.375323 0.140868 1 -0.375323 0
PcG17 chr2L 6797000 6846000 6.03325 12.6129 5 1.20665 1.03275
Null51 chr2L 6846000 6884000 -0.661792 1.93025 5 -0.132358 0.607067
Active34 chr2L 6895000 6920000 -1.17177 0.645652 5 -0.234354 0.272413
Active35 chr2L 6920000 6948000 2.40376 7.24278 7 0.343395 0.957478
Active36 chr2L 6971000 7029000 -0.944076 1.24242 10 -0.0944076 0.339601
Null52 chr2L 7072000 7204000 1.00616 2.00665 7 0.143737 0.515756
Null53 chr2L 7213000 7284000 4.88616 18.6389 6 0.814359 1.56311
PcG18 chr2L 7354000 7388000 1.1553 0.770312 2 0.577652 0.22688
Het3 chr2L 7388000 7426000 -2.9949 10.3715 9 -0.332767 1.02062
Active37 chr2L 7437000 7496000 -1.04493 7.19976 5 -0.208985 1.18164
Active38 chr2L 7496000 7534000 0.209828 0.0440276 1 0.209828 0
Null54 chr2L 7534000 7715000 2.46858 4.64089 6 0.411431 0.777307
Null55 chr2L 7716000 7730000 2.3613 23.5056 4 0.590326 2.35115
Null56 chr2L 7736000 7769000 0.292024 9.31723 3 0.0973413 1.75962
Null57 chr2L 7769000 7810000 5.12295 7.01215 8 0.640368 0.682969
Active39 chr2L 7810000 7829000 0.0941337 0.090246 5 0.0188267 0.133022
Null58 chr2L 7829000 7866000 10.6541 85.926 4 2.66352 3.79304
Active40 chr2L 7879000 8000000 7.75569 34.2818 12 0.646307 1.56176
Active41 chr2L 8000000 8010000 -0.418628 0.144632 3 -0.139543 0.169525
Active42 chr2L 8017000 8031000 -0.807559 0.997933 3 -0.269186 0.510081
Active43 chr2L 8031000 8084000 -0.714684 0.754268 10 -0.0714684 0.265177
Null59 chr2L 8084000 8127000 -0.173337 0.0191005 2 -0.0866686 0.0451532
PcG19 chr2L 8127000 8168000 -0.77569 0.353787 6 -0.129282 0.20555
Null60 chr2L 8168000 8222000 3.55505 11.1508 14 0.253932 0.855572
Null61 chr2L 8222000 8262000 5.80843 29.4959 3 1.93614 2.46643
Active45 chr2L 8301000 8328000 6.85085 23.9544 12 0.570904 1.29239
Null62 chr2L 8328000 8362000 1.99632 45.9392 3 0.665441 3.8562
Active46 chr2L 8362000 8415000 4.17693 12.2134 19 0.219839 0.771025
Active47 chr2L 8415000 8458000 2.63868 5.10226 9 0.293186 0.693513
Active48 chr2L 8464000 8483000 0.339763 0.093468 4 0.0849408 0.127091
Null63 chr2L 8483000 8528000 6.09104 41.8286 11 0.553731 1.86975
Null65 chr2L 8596000 8729000 4.75653 15.0239 8 0.594567 1.2347
PcG20 chr2L 8740000 8886000 0.931121 0.549701 2 0.465561 0.241047
Active50 chr2L 8886000 8951000 -7.31153 30.6082 6 -1.21859 1.90168
Het4 chr2L 8951000 9003000 2.03391 10.0399 8 0.254239 1.09103
Null66 chr2L 9008000 9115000 2.24158 39.104 3 0.747193 3.53219
Active51 chr2L 9117000 9166000 1.10708 1.04331 2 0.553538 0.463951
Active52 chr2L 9166000 9185000 -0.22571 0.0271206 2 -0.112855 0.0287055
Null68 chr2L 9244000 9269000 1.63536 2.35059 2 0.817679 0.711827
Null69 chr2L 9269000 9414000 -0.0775457 0.512563 3 -0.0258486 0.412536
Het5 chr2L 9414000 9446000 -6.1663 15.441 6 -1.02772 1.23178
Active54 chr2L 9485000 9522000 -0.607994 0.164716 3 -0.202665 0.117611
Null71 chr2L 9539000 9566000 0.306893 0.0941835 1 0.306893 0
PcG21 chr2L 9566000 9621000 0.17185 2.76585 8 0.0214812 0.587597
Null72 chr2L 9621000 9698000 0.261633 0.0684517 1 0.261633 0
Active55 chr2L 9698000 9718000 -0.968756 0.663879 5 -0.193751 0.308604
Null73 chr2L 9718000 9758000 3.68464 24.3073 4 0.921159 2.28655
Active56 chr2L 9758000 9793000 5.75012 49.0418 9 0.638902 2.24519
Null74 chr2L 9793000 9887000 2.54913 7.86944 5 0.509826 1.14628
Active57 chr2L 9918000 9967000 -0.698624 9.83331 18 -0.0388124 0.738098
Active58 chr2L 9967000 9970000 -0.118274 0.0454565 2 -0.0591371 0.138676
Active59 chr2L 9976000 10009000 0.452693 1.47053 4 0.113173 0.59567
Null75 chr2L 10009000 10054000 -2.03231 3.19264 5 -0.406462 0.687979
Null76 chr2L 10072000 10141000 3.34525 5.91837 2 1.67263 0.401874
Null77 chr2L 10168000 10200000 1.09375 1.19629 1 1.09375 0
Active60 chr2L 10200000 10221000 0.868954 0.626723 11 0.0789958 0.225243
Active61 chr2L 10238000 10260000 1.54266 1.39206 10 0.154266 0.339718
PcG22 chr2L 10275000 10299000 3.82091 14.7727 5 0.764182 1.53967
Het6 chr2L 10299000 10355000 4.70803 11.8887 19 0.247791 0.751212
Het7 chr2L 10355000 10363000 2.47657 6.2231 4 0.619142 1.08279
Active62 chr2L 10363000 10376000 1.71749 2.80419 4 0.429372 0.718809
Active63 chr2L 10376000 10407000 0.894236 4.67362 12 0.0745197 0.619609
Null78 chr2L 10440000 10478000 1.93373 3.46026 9 0.214859 0.581643
Active64 chr2L 10478000 10516000 0.0100991 0.582696 6 0.00168319 0.31163
Null79 chr2L 10516000 10591000 1.90587 20.6298 5 0.381174 1.99516
Null80 chr2L 10600001 10716000 10.1418 36.7696 14 0.724412 1.4497
Null81 chr2L 10716000 10757000 1.76503 2.88349 8 0.220629 0.558354
Null82 chr2L 10757000 10831000 7.00946 27.9819 6 1.16824 1.81628
Null83 chr2L 10831000 10866000 5.29686 24.099 8 0.662107 1.60437
Null84 chr2L 10866000 10946000 3.47175 12.0531 1 3.47175 0
Active65 chr2L 10955001 11011000 -0.728511 11.7213 12 -0.0607093 0.986453
Active66 chr2L 11011000 11082000 -2.0504 12.1774 8 -0.2563 1.20685
Null85 chr2L 11082000 11138000 8.81092 37.93 13 0.677763 1.56791
Null86 chr2L 11138000 11168000 4.45022 27.3135 2 2.22511 2.95053
Active67 chr2L 11168000 11273000 3.08543 3.00519 7 0.440776 0.484799
PcG23 chr2L 11457000 11526000 -3.72534 24.2456 5 -0.745067 2.0722
Null87 chr2L 11526000 11539000 1.8671 3.48606 1 1.8671 0
Null88 chr2L 11541000 11710000 2.47815 6.09706 3 0.826049 1.16189
Null89 chr2L 11716000 11815000 12.5813 59.0121 8 1.57266 2.21433
PcG24 chr2L 12071000 12098000 0.255728 0.37003 5 0.0511457 0.267189
Active68 chr2L 12098000 12113000 -3.05488 5.71173 5 -0.610975 0.876958
Null90 chr2L 12113000 12144000 -0.0594733 0.00353707 1 -0.0594733 0
Null91 chr2L 12146000 12206000 0.0697835 0.974318 4 0.0174459 0.493229
Null92 chr2L 12206000 12219000 0.0550654 0.0030322 1 0.0550654 0
Null94 chr2L 12252000 12352000 0.60281 0.36338 1 0.60281 0
Null95 chr2L 12352000 12419000 1.294 4.53764 2 0.646998 1.36023
Active69 chr2L 12436000 12457000 -2.59377 16.2844 6 -0.432295 1.58972
Active70 chr2L 12457000 12520000 0.113058 0.012782 1 0.113058 0
Het8 chr2L 12546000 12557000 0.0739506 0.00546869 1 0.0739506 0
PcG25 chr2L 12569000 12687000 -5.92119 22.2783 4 -1.4803 1.83801
Null97 chr2L 12722000 12803000 1.8928 1.82817 2 0.9464 0.135689
Active71 chr2L 12803000 12863000 1.15974 0.515883 3 0.386579 0.150059
Null98 chr2L 12863000 12933000 3.07923 9.48168 1 3.07923 0
Null100 chr2L 12958000 13029000 -0.683424 1.59225 8 -0.0854281 0.437874
PcG26 chr2L 13029000 13155000 3.38568 4.52803 3 1.12856 0.485487
Active72 chr2L 13164000 13216000 2.4024 9.0452 12 0.2002 0.8448
Null101 chr2L 13221000 13285000 4.70333 10.9481 9 0.522592 0.971263
Active73 chr2L 13285000 13314000 0.485589 0.794252 4 0.121397 0.428749
Null102 chr2L 13314000 13357000 0.12623 0.015934 1 0.12623 0
Active74 chr2L 13362000 13400000 -4.85018 6.54436 16 -0.303136 0.563144
Null104 chr2L 13440001 13445000 3.84956 8.50403 3 1.28319 1.09
Null105 chr2L 13459000 13549000 3.4702 10.5531 3 1.15673 1.47636
Active75 chr2L 13550001 13555000 -0.172249 0.0296699 1 -0.172249 0
Null106 chr2L 13574000 13625000 1.27573 1.62749 1 1.27573 0
Null107 chr2L 13684000 13767000 2.15996 4.80197 2 1.07998 1.11114
Active76 chr2L 13779000 13841000 -1.44578 3.18234 18 -0.0803209 0.412729
Null108 chr2L 13841000 13850000 -8.3861 42.3968 5 -1.67722 2.3804
Null110 chr2L 13877000 13925000 0.845632 2.71965 5 0.169126 0.717863
Null111 chr2L 13925000 14007000 -4.57415 17.9681 14 -0.326725 1.08475
Active77 chr2L 14007000 14035000 -5.70673 16.3877 4 -1.42668 1.43579
Null112 chr2L 14045001 14179000 -1.35179 4.92936 3 -0.450595 1.20004
Null113 chr2L 14179000 14249000 0.715307 1.46448 2 0.357653 0.777383
PcG27 chr2L 14249000 14359000 6.81078 28.3235 11 0.619162 1.48037
PcG28 chr2L 14364000 14468000 0.611018 0.290501 4 0.152755 0.222017
PcG29 chr2L 14474000 14588000 1.45561 2.6038 2 0.727804 0.87875
Null115 chr2L 14689000 14736000 3.54799 6.40216 3 1.18266 0.857532
Null116 chr2L 14736000 14897000 3.72793 113.326 11 0.338903 3.19179
Null117 chr2L 14901000 14980000 0.795725 0.633178 1 0.795725 0
Null118 chr2L 15000000 15039000 4.29593 33.2384 8 0.536991 1.96633
Null119 chr2L 15039000 15056000 -0.092511 0.00855828 1 -0.092511 0
PcG30 chr2L 15056000 15124000 15.7985 77.5778 8 1.97482 2.40776
Null120 chr2L 15124000 15246000 1.17313 1.37623 1 1.17313 0
Null121 chr2L 15246000 15272000 -2.32215 8.74918 4 -0.580537 1.36025
PcG31 chr2L 15272000 15496000 7.65958 50.4494 6 1.2766 2.60356
Null122 chr2L 15501000 15589000 -0.0625946 0.00391808 1 -0.0625946 0
Active79 chr2L 15725001 15799000 0.896621 1.64397 8 0.112078 0.439244
Null123 chr2L 15799000 15893000 3.09014 9.54899 1 3.09014 0
Null124 chr2L 15893000 15931000 -3.72591 9.30255 2 -1.86296 1.08659
Null125 chr2L 15931000 16084000 6.44613 28.7014 2 3.22306 1.99062
Null126 chr2L 16084000 16144000 1.20983 1.4637 1 1.20983 0
Null127 chr2L 16156000 16256000 1.70697 0.941756 4 0.426743 0.230931
Active80 chr2L 16288000 16325000 2.30328 9.75331 14 0.16452 0.81829
Active81 chr2L 16325000 16351000 2.92037 4.24592 8 0.365046 0.630461
PcG32 chr2L 16357000 16487000 -0.223394 0.320043 6 -0.0372323 0.227935
Active82 chr2L 16491000 16542000 6.36385 20.2566 4 1.59096 1.59154
Null128 chr2L 16545001 16580000 -0.167017 0.0278948 1 -0.167017 0
Null129 chr2L 16584000 16675000 0.336627 0.113318 1 0.336627 0
Active83 chr2L 16675000 16709000 6.95898 27.9443 10 0.695898 1.51992
Het9 chr2L 16754000 16806000 3.64599 4.6851 6 0.607664 0.641556
Active84 chr2L 16806000 16878000 11.5781 42.8738 12 0.964844 1.62539
Null130 chr2L 16878000 16929000 3.27988 16.0677 6 0.546647 1.54244
Null133 chr2L 17154000 17384000 0.788101 0.621103 1 0.788101 0
PcG33 chr2L 17384000 17466000 7.24495 58.9917 12 0.603746 2.13342
Null134 chr2L 17466000 17516000 3.93619 10.9701 11 0.357835 0.932326
Null136 chr2L 17545000 17719000 -2.42266 5.8693 1 -2.42266 0
PcG34 chr2L 17719000 17786000 0.0577882 0.00333948 1 0.0577882 0
Null138 chr2L 17829000 17997000 6.90222 23.5865 3 2.30074 1.60274
Null139 chr2L 17997000 18055000 3.2497 11.3096 3 1.08323 1.61136
Null140 chr2L 18056000 18105000 -0.119966 0.0143919 1 -0.119966 0
Null141 chr2L 18105000 18135000 -0.441147 10.7072 4 -0.110287 1.63237
Active85 chr2L 18135000 18153000 -4.67036 23.8734 5 -0.934072 1.9754
Null142 chr2L 18166000 18329000 10.6585 34.084 7 1.52264 1.5971
Null143 chr2L 18331000 18443000 1.03642 1.07417 1 1.03642 0
Active86 chr2L 18443000 18484000 -0.864367 0.982562 4 -0.216092 0.446032
Active87 chr2L 18484000 18514000 0.244291 0.73251 4 0.0610727 0.423553
Null144 chr2L 18514000 18551000 1.20107 1.44258 1 1.20107 0
Het10 chr2L 18587000 18616000 -2.61373 5.17766 6 -0.435621 0.820474
Active88 chr2L 18616000 18665000 -3.10511 6.35841 2 -1.55255 0.876804
Active89 chr2L 18665000 18714000 0.806915 16.9289 18 0.0448286 0.968753
PcG35 chr2L 18714000 18818000 2.36939 3.28245 2 1.18469 0.487574
Null146 chr2L 18818000 18859000 0.129465 5.80226 7 0.0184951 0.910248
PcG36 chr2L 18859000 18935000 -0.215896 0.464102 4 -0.0539741 0.336322
Active90 chr2L 19009000 19070000 7.17078 42.3572 16 0.448174 1.56412
PcG37 chr2L 19070000 19115000 5.09204 22.0095 4 1.27301 1.97023
Active91 chr2L 19133000 19167000 -1.71519 1.14802 5 -0.343038 0.334557
Active92 chr2L 19190000 19348000 -0.65991 0.872154 4 -0.164978 0.436831
Active94 chr2L 19362000 19426000 0.982683 12.753 12 0.0818903 1.02764
Null147 chr2L 19454000 19534000 4.0204 16.4211 16 0.251275 0.981418
Het11 chr2L 19534000 19576000 -2.27704 49.4199 12 -0.189754 2.02048
Null151 chr2L 19721000 19803000 -0.223393 0.644684 12 -0.018616 0.231035
PcG38 chr2L 19803000 19888000 -2.69212 7.24752 1 -2.69212 0
PcG39 chr2L 19888000 19959000 -0.371026 0.137661 1 -0.371026 0
Null152 chr2L 19959000 20050000 5.64999 29.1571 4 1.4125 2.30089
Active95 chr2L 20056000 20084000 -0.472822 0.328309 9 -0.0525358 0.183627
Null154 chr2L 20222000 20279000 6.93624 48.1114 1 6.93624 0
Null157 chr2L 20337000 20395000 1.79846 0.960428 4 0.449616 0.194815
Het12 chr2L 20406000 20449000 -3.50366 3.75191 7 -0.500523 0.534287
Null158 chr2L 20458000 20629000 0.0886881 0.0200446 3 0.0295627 0.0762076
Active97 chr2L 20747000 20757000 -0.21292 0.0845576 3 -0.0709733 0.152147
PcG40 chr2L 20757000 20797000 -1.68554 6.34284 5 -0.337107 1.07467
Active98 chr2L 20797000 20825000 0.669341 0.299877 5 0.133868 0.205072
Active99 chr2L 20825000 20886000 8.25714 27.0017 9 0.91746 1.46917
Active100 chr2L 20886000 20922000 -0.373833 0.139751 1 -0.373833 0
Active101 chr2L 20922000 21042000 -0.427468 0.251582 4 -0.106867 0.226881
Active102 chr2L 21047000 21143000 30.0505 303.163 14 2.14647 4.12882
Active103 chr2L 21143000 21182000 -0.412978 1.10309 14 -0.0294985 0.279146
Null159 chr2L 21182000 21214000 -0.059068 1.69674 5 -0.0118136 0.582415
Active104 chr2L 21262000 21351000 14.2094 89.1899 8 1.77618 2.82735
Null160 chr2L 21351000 21400000 3.39487 5.38681 3 1.13162 0.717656
Het13 chr2L 21573000 21604000 0.137754 0.0189762 1 0.137754 0
Null161 chr2L 21684000 21696000 1.76877 5.58906 3 0.58959 1.23102
PcG41 chr2L 21752000 21900000 1.93066 1.11628 7 0.275808 0.288787
PcG42 chr2L 21900000 21980000 0.103888 0.0107928 1 0.103888 0
Null162 chr2R 5789000 5981000 -3.70902 19.7997 7 -0.529859 1.59617
Active105 chr2R 5981000 6025000 0.0479212 0.0694036 4 0.0119803 0.131177
Null163 chr2R 6025000 6073000 3.97465 5.04398 7 0.567807 0.631003
Active106 chr2R 6087000 6151000 0.745981 0.963918 2 0.372991 0.585523
Active107 chr2R 6151000 6203000 7.56269 62.0305 6 1.26045 2.95799
Active108 chr2R 6215000 6241000 2.49829 6.77211 4 0.624573 1.14146
Het15 chr2R 6241000 6275000 -0.0384209 0.00147617 1 -0.0384209 0
PcG43 chr2R 6492000 6575000 0.0520784 0.174403 2 0.0260392 0.294148
Active109 chr2R 6632000 6665000 -0.0856078 0.343492 10 -0.00856078 0.185138
Active110 chr2R 6665000 6762000 16.5112 83.6383 20 0.82556 1.87093
Null164 chr2R 6762000 6822000 3.34277 8.59333 6 0.557128 1.05916
Null165 chr2R 6822000 6893000 14.8942 138.807 11 1.35402 3.28412
Null166 chr2R 6893000 6950000 0.10861 0.011796 1 0.10861 0
Active111 chr2R 6970000 6995000 1.22233 1.07472 10 0.122233 0.304189
Active112 chr2R 7001000 7145000 -4.40793 63.7574 24 -0.183664 1.61951
PcG45 chr2R 7146000 7207000 -8.22491 9.58879 9 -0.913879 0.47984
Het16 chr2R 7314000 7381000 0.471808 0.222602 1 0.471808 0
Null168 chr2R 7381000 7405000 2.93118 8.58151 5 0.586237 1.17159
PcG46 chr2R 7405000 7457000 -2.07417 4.25989 6 -0.345696 0.768424
Active113 chr2R 7488000 7529000 0.429596 0.563436 12 0.0357996 0.213709
Active114 chr2R 7529000 7565000 0.762599 1.52857 5 0.15252 0.531462
Active115 chr2R 7565000 7590000 1.68493 4.13546 6 0.280822 0.78127
PcG47 chr2R 7591000 7636000 6.03072 24.3014 4 1.50768 1.94994
Null169 chr2R 7636000 7665000 10.7901 40.4705 7 1.54144 1.84539
Null170 chr2R 7665000 7722000 8.53998 41.8105 13 0.656922 1.66873
Active116 chr2R 7735000 7783000 0.976892 0.889726 2 0.488446 0.454184
Active117 chr2R 7783000 7832000 5.32061 6.89235 18 0.295589 0.543632
Null172 chr2R 7881000 7951000 1.20718 2.67283 12 0.100599 0.461103
Active118 chr2R 7951000 7989000 0.153443 1.45052 9 0.0170493 0.401096
Null173 chr2R 7989000 8014000 0.231776 11.7394 5 0.0463553 1.53158
Active119 chr2R 8061000 8135000 10.9346 30.4769 19 0.575505 1.1282
Active120 chr2R 8173000 8248000 -1.88941 0.759628 7 -0.269915 0.188849
Null174 chr2R 8248000 8396000 1.18959 17.565 10 0.118959 1.31998
Null175 chr2R 8396000 8436000 5.9859 24.7023 5 1.19718 1.87276
Null176 chr2R 8436000 8599000 -0.591686 35.2003 11 -0.0537897 1.78805
Active121 chr2R 8599000 8631000 -0.352468 0.0450121 6 -0.0587446 0.0636482
PcG48 chr2R 8631000 8671000 -0.28806 0.151741 4 -0.072015 0.180967
Null177 chr2R 8671000 8724000 2.12169 62.963 9 0.235743 2.63445
Active122 chr2R 8732000 8763000 -0.0723663 0.1512 4 -0.0180916 0.193579
Null179 chr2R 8788000 8889000 3.83895 7.06459 4 0.959737 0.919266
Active123 chr2R 8889000 8958000 3.54692 6.89549 25 0.141877 0.505659
Null180 chr2R 8958000 9006000 2.49683 6.23417 1 2.49683 0
PcG49 chr2R 9006000 9095000 0.534181 18.4473 14 0.0381558 1.14726
Active124 chr2R 9095000 9138000 -5.34236 9.05874 16 -0.333897 0.674302
Active125 chr2R 9138000 9192000 0.665864 5.61923 11 0.060533 0.712162
PcG50 chr2R 9192000 9283000 31.2931 261.207 14 2.23522 3.69614
Het17 chr2R 9291000 9309000 -1.16116 0.910121 3 -0.387053 0.391872
Null181 chr2R 9309000 9359000 0.0179774 0.000323186 1 0.0179774 0
Active126 chr2R 9387000 9428000 5.19423 15.9384 11 0.472203 1.10723
Active127 chr2R 9428000 9446000 -0.26383 0.0696064 1 -0.26383 0
Null183 chr2R 9446000 9481000 -0.0912593 0.00832827 1 -0.0912593 0
PcG51 chr2R 9492000 9553000 1.19761 3.99449 3 0.399204 1.08265
Active128 chr2R 9553000 9565000 7.40091 28.1485 2 3.70045 0.617152
Active129 chr2R 9578000 9693000 -1.16782 8.42478 17 -0.068695 0.700611
Null184 chr2R 9693000 9730000 -6.11712 17.3277 6 -1.01952 1.35961
Null185 chr2R 9731000 9820000 4.31844 4.66084 7 0.61692 0.534082
Active130 chr2R 9836000 9870000 -3.82361 3.056 13 -0.294124 0.385445
Active131 chr2R 9873000 9907000 1.71929 1.1249 7 0.245612 0.31682
Null186 chr2R 9907000 9955000 -0.0290646 0.000844748 1 -0.0290646 0
PcG52 chr2R 9955000 9987000 0.225363 0.186931 6 0.0375604 0.172466
Null187 chr2R 9987000 10022000 -0.0744015 0.00553558 1 -0.0744015 0
Active132 chr2R 10022000 10048000 2.31607 5.59157 11 0.210552 0.68117
Active133 chr2R 10073000 10102000 2.37128 9.19376 8 0.29641 1.03022
Active134 chr2R 10102000 10124000 -0.679639 0.243909 3 -0.226546 0.173146
Het18 chr2R 10124000 10160000 2.37995 3.31631 5 0.475991 0.66083
Null188 chr2R 10252000 10415000 6.59449 44.9557 12 0.549541 1.85589
Null189 chr2R 10433000 10477000 -0.53029 0.959164 6 -0.0883817 0.389935
Null190 chr2R 10477000 10528000 3.87866 8.21917 5 0.775731 1.02082
