chrom	-2000	2000	GeneID_FBID_notChanged
chr3R	22422929	22426929	pinta_FBgn0038966_Up
chr2R	10311891	10324104	Ndg_FBgn0026403_Up
chr3R	10759310	10768756	Cap-H2_FBgn0037831_Up
chr3L	1244923	1248923	CG32318_FBgn0052318_Up
chr4	910331	914331	unc-13_FBgn0025726_Up
chr2R	12882632	12901385	vg_FBgn0003975_Down
chr3L	6260694	6264694	Ldh_FBgn0001258_Up
chr3L	16417597	16498560	CG33158_FBgn0053158_Up
chr3L	3513751	3612521	Eip63E_FBgn0005640_Up
chr2L	13259008	13286043	CG44085_FBgn0264894_Up
chr3R	10119773	10124320	ATPsynepsilonL_FBgn0051477_Up
chr2L	6965644	6969644	smt3_FBgn0264922_Down
chr3R	16650319	16654319	CG14907_FBgn0038455_Up
chr2R	7661786	7667269	CG2065_FBgn0033204_Up
chr2R	13258101	13268336	CG42319_FBgn0259219_Up
chr3R	11408047	11414440	Irbp_FBgn0011774_Up
chr2R	9245249	9249249	hig_FBgn0010114_Up
chr2R	8029283	8044529	Optix_FBgn0025360_Down
chr2L	376112	389439	al_FBgn0000061_Down
chr2L	15769159	15773159	Ku80_FBgn0041627_Up
chr3R	7222414	7243138	thw_FBgn0037487_Up
chr3L	5496958	5500958	blanks_FBgn0035608_Up
chr3L	21171118	21176973	AsnS_FBgn0270926_Down
chr2R	7033125	7038949	Tsp42Ei_FBgn0033130_Down
chr4	393605	397605	dati_FBgn0262636_Up
chr2L	12719843	12723843	Pih1D1_FBgn0032455_Up
chr3L	9758395	9762395	CG42268_FBgn0259163_Down
chr2L	9697297	9701297	Pka-C1_FBgn0000273_Down
chrX	5689172	5693172	asRNA:CR45525_FBgn0267081_Up
chr3L	18799309	18803309	ftz-f1_FBgn0001078_Up
chrX	13443903	13529282	Neto_FBgn0265416_Down
chr3R	17038203	17042203	CG18213_FBgn0038470_Up
chr3L	1769758	1773758	Dhc62B_FBgn0013811_Up
chrX	16305032	16310687	asRNA:CR45485_FBgn0267041_Up
chr3L	4146696	4154473	CG1299_FBgn0035501_Up
chrX	18691042	18695042	Cyp18a1_FBgn0010383_Up
chr2R	12414044	12420231	CG13157_FBgn0033732_Up
chr3R	9744367	9748367	CG34409_FBgn0085438_Up
chr2R	24686184	24690184	Mmp1_FBgn0035049_Up
chr3L	17240128	17244128	CG6512_FBgn0036702_Up
chr2R	14961292	14982795	ckn_FBgn0033987_notChanged
chr3L	8358906	8362906	Idh_FBgn0001248_notChanged
chr2L	429227	450701	ex_FBgn0004583_notChanged
chr2R	11968686	11979721	ADD1_FBgn0026573_notChanged
chr2R	18230761	18238311	fj_FBgn0000658_notChanged
chr3L	11068526	11075348	Mocs1_FBgn0263241_Up
chr3L	7155073	7159073	corn_FBgn0259173_Up
chrX	8150275	8154275	Gbeta5_FBgn0030011_Down
chr3R	8262451	8266451	RpA-70_FBgn0010173_Up
chr3L	6788158	6796941	vvl_FBgn0086680_Down
chr2R	12300240	12304240	CG8850_FBgn0033708_Down
chr2L	11997654	12003244	Nfs1_FBgn0032393_Up
chr2R	10107740	10119457	Pfk_FBgn0003071_notChanged
chrX	13754826	13758826	CG32625_FBgn0052625_Up
chrX	15331154	15335154	CG9114_FBgn0030628_Up
chr3R	19155238	19162202	nos_FBgn0002962_Up
chrX	18275233	18286596	upd3_FBgn0053542_Up
chrX	18632908	18636908	wgn_FBgn0030941_Down
chrX	18241284	18245284	upd2_FBgn0030904_Up
chr2L	6740502	6758133	meng_FBgn0031855_Up
chr2R	15239589	15243589	Fs_FBgn0259878_Down
chr2L	11064998	11068998	Samuel_FBgn0032330_Down
chrX	10784907	10788907	Ant2_FBgn0025111_Up
chr3R	22392104	22396104	CG13857_FBgn0038958_Up
chr2L	19057129	19065132	Phlpp_FBgn0032749_Up
chr3R	13654394	13658394	Rbp4_FBgn0010258_Up
chr3L	9449572	9453572	CG3448_FBgn0035996_Up
chr2R	6826356	6840360	CG15236_FBgn0033108_Up
chr3L	24973495	24977495	lncRNA:CR46483_FBgn0287614_Up
chr3L	19662104	19666104	tey_FBgn0036899_Down
chr3L	9721194	9725194	nbs_FBgn0261530_Up
chr2R	18619541	18624986	CG5335_FBgn0034365_Up
chr2R	23848301	23852301	eIF6_FBgn0034915_notChanged
chr3R	31756637	31760637	CG2187_FBgn0017448_Up
chr2R	5689723	5693723	scaf_FBgn0033033_Up
chr3L	1494643	1498643	CG12084_FBgn0043458_notChanged
chr3R	6246994	6253683	Osi7_FBgn0037414_Up
chr2L	11993740	11998723	Qtzl_FBgn0051864_Up
chrX	13137199	13155462	CG32645_FBgn0052645_Up
chr3L	19241755	19253653	lncRNA:CR46216_FBgn0267936_Up
chr3R	8246438	8252324	CG15864_FBgn0040528_Up
chr2L	12025438	12036122	dmGlut_FBgn0010497_Down
chr2R	7663828	7669343	CG2064_FBgn0033205_Up
chr2L	16701197	16705197	CR43670_FBgn0263745_Up
chrX	10897302	10901302	CG1582_FBgn0030246_notChanged
chrX	18513428	18574809	Bx_FBgn0265598_Down
chrX	10476838	10483943	PPP4R2r_FBgn0030208_notChanged
chr2L	5969025	5973025	asRNA:CR43465_FBgn0263442_Up
chr2R	21617079	21621079	clt_FBgn0000326_Up
chr2L	8325456	8334911	CG14275_FBgn0032022_Up
chr2R	25249927	25256535	CG30428_FBgn0050428_Down
chr2R	9240320	9246410	Cyp4p3_FBgn0033397_Up
chr4	973168	979261	lncRNA:sphinx_FBgn0083990_Up
chr2L	11792086	11796086	CG14937_FBgn0032377_Up
chr3R	31791981	31801799	Acf_FBgn0027620_Up
chr2R	22241963	22288469	dve_FBgn0020307_Down
chr3R	21040499	21044499	Dhc93AB_FBgn0013812_Down
chr2R	9011526	9015526	CG8172_FBgn0033362_Up
chr2R	9412342	9419846	wun2_FBgn0041087_Up
chr2R	12881253	12885253	asRNA:CR45141_FBgn0266634_Down
chrX	14747376	14751376	NetB_FBgn0015774_Down
chr3R	31194916	31205722	CG1544_FBgn0039827_Down
chr2R	24629063	24634923	Cyp9c1_FBgn0015040_Up
chrX	8168266	8172266	CG2278_FBgn0030017_Up
chr2L	3769700	3786121	bowl_FBgn0004893_notChanged
chr3R	24271029	24277728	Orct2_FBgn0086365_Down
chr3L	13399125	13403125	sens_FBgn0002573_Down
chr3L	9377534	9381534	Hsp67Ba_FBgn0001227_Down
chr2L	4359925	4382716	Traf4_FBgn0026319_Up
chrX	6292343	6296343	CG15892_FBgn0029859_Up
chr2L	4688702	4692702	CG3251_FBgn0031622_Up
chr2L	10354597	10358597	CG5367_FBgn0032228_Up
chr3R	26131154	26139148	CG6142_FBgn0039415_Up
chr2R	7810504	7817486	puml_FBgn0033226_Up
chr3R	8248497	8262718	mtg_FBgn0260386_Up
chrX	6598062	6655015	pigs_FBgn0029881_Up
chr3L	4140364	4147966	CG32260_FBgn0052260_Up
chrX	16804068	16810515	ppk28_FBgn0030795_Up
chr3R	15361857	15365857	CG6171_FBgn0026737_Up
chr3L	16337003	16347241	CG4998_FBgn0036612_Up
chr3R	18619327	18623327	CG14304_FBgn0038629_Up
chr2R	22652530	22656530	Cyp6d2_FBgn0034756_Down
chr3L	9003196	9009249	Doc3_FBgn0035954_Down
chr3R	7310858	7314858	lncRNA:CR44334_FBgn0265422_Down
chr3L	12521987	12527150	ver_FBgn0262524_Up
chrX	13680952	13686616	CG11158_FBgn0030511_Down
chr2L	8199557	8207298	asRNA:CR44119_FBgn0264950_Up
chr3L	2161863	2165863	CG15822_FBgn0035308_Down
chr3L	8236647	8284398	Dscam4_FBgn0263219_Up
chr2R	24812822	24837667	Dll_FBgn0000157_Down
chr2R	19645645	19649645	CG15905_FBgn0034462_Down
chr3L	7977046	8056147	nmo_FBgn0011817_Down
chr3L	6123398	6134074	asRNA:CR46005_FBgn0267667_Up
chrX	15123753	15139311	drd_FBgn0260006_Up
chrX	8918467	8922467	lncRNA:CR44111_FBgn0264942_Up
chr2R	5602834	5606834	Fis1_FBgn0039969_Up
chr3L	16449958	16453958	dsx-c73A_FBgn0261799_Up
chr3L	14534276	14538276	bbg_FBgn0087007_notChanged
chr2R	17042743	17048768	SmydA-7_FBgn0034182_Up
chr3L	1863240	1867240	HBS1_FBgn0042712_notChanged
chrX	2092234	2117701	csw_FBgn0000382_notChanged
chr3R	31541032	31568165	nyo_FBgn0039852_notChanged
chrX	6967918	6974265	CG4586_FBgn0029924_Down
chr2R	8172165	8228438	LRP1_FBgn0053087_notChanged
chrX	5338236	5407138	SK_FBgn0029761_Up
chr2R	14359780	14363780	CR10102_FBgn0033927_Up
chr2L	11208678	11263080	ab_FBgn0264442_notChanged
chr2R	7456874	7460874	Inos_FBgn0025885_Down
chr3R	18639457	18643457	CG14301_FBgn0038632_Down
chr2L	4799923	4803923	slf_FBgn0287234_Up
chr3R	4305908	4311835	MP1_FBgn0027930_notChanged
chr3R	25895476	25901744	Mco3_FBgn0039387_Up
chrX	10324464	10330946	CG2909_FBgn0030189_Up
chr2L	10759116	10766971	CG6495_FBgn0027550_Up
chr3R	26316355	26364588	osy_FBgn0053970_Down
chr2L	1830565	1834565	c-cup_FBgn0031367_Up
chrX	11983087	11987087	cac_FBgn0263111_Up
chrX	6035892	6041576	MCTS1_FBgn0029833_Down
chr2R	18975514	18981279	CG18605_FBgn0034411_Up
chr3L	4067369	4072281	CG32259_FBgn0052259_Up
chr3R	18912968	18928989	Xrp1_FBgn0261113_Up
chr3L	11812755	11816755	CG42255_FBgn0259140_Up
chr3R	21780536	21784536	tsl_FBgn0003867_notChanged
chr3R	22688380	22692380	wfs1_FBgn0039003_Up
chr2R	21520420	21561977	Egfr_FBgn0003731_notChanged
chr3R	6297128	6302738	Osi14_FBgn0040279_Up
chr2R	11910779	11914779	reb_FBgn0033667_Up
chr3R	17799512	17803512	CG17803_FBgn0038547_Up
chrX	9583675	9591813	Hex-A_FBgn0001186_notChanged
chr2L	6002167	6008333	asRNA:CR43866_FBgn0264448_Up
chr2R	8983900	8987900	flz_FBgn0286782_Up
chr2L	15059656	15076311	vas_FBgn0283442_Up
chr3R	14123791	14132111	RpII140_FBgn0262955_notChanged
chr2R	9060295	9079554	ana_FBgn0011746_Down
chr3L	3182404	3188549	CG42494_FBgn0260026_Up
chr2R	8442560	8449164	Cyp4e2_FBgn0014469_Down
chrX	6730717	6737917	lncRNA:CR43461_FBgn0263415_Up
chr3R	23139906	23143906	hh_FBgn0004644_Down
chr3R	7918299	7922299	CG10445_FBgn0037531_Up
chrX	16276328	16287618	eas_FBgn0000536_Down
chr2R	23807004	23811004	Ssrp_FBgn0010278_notChanged
chr2R	12846004	12850004	antr_FBgn0050488_Up
chr2L	1183757	1198807	CG5001_FBgn0031322_Down
chrX	13665811	13669811	DNAlig4_FBgn0030506_Up
chr2R	7379899	7383899	Dscam1_FBgn0033159_Up
chr3R	4963445	4970485	CG1124_FBgn0037290_Up
chr3R	19324217	19328217	Dl_FBgn0000463_notChanged
chr3L	150884	176517	p130CAS_FBgn0035101_Up
chr3R	6862324	6868244	ftz_FBgn0001077_Up
chrX	22513197	22544024	CG17600_FBgn0031195_Up
chr3R	12434248	12439857	Desat2_FBgn0043043_Up
chr2L	11280090	11286335	mre11_FBgn0020270_Up
chr2R	9388165	9397281	l(2)03659_FBgn0010549_Down
chrX	11597838	11608288	rho-4_FBgn0030318_Up
chr3R	10765804	10769804	TfIIFbeta_FBgn0010421_notChanged
chrX	14264367	14279416	na_FBgn0002917_Up
chr2R	14241778	14248066	SmydA-1_FBgn0033917_Up
chr3L	4488963	4492963	CG13722_FBgn0035553_Up
chr3R	6309772	6329308	Osi17_FBgn0037427_Up
chr3R	21660972	21664972	Archease_FBgn0038893_Up
chr2R	24965298	24969298	CG30424_FBgn0050424_Down
chr3L	18620129	18624129	not_FBgn0013717_notChanged
chr2R	19371702	19375702	CG9416_FBgn0034438_Down
chr2R	21377464	21381464	cv-2_FBgn0000395_Up
chr2R	10939738	10943738	Spn47C_FBgn0033574_Up
chr2L	16324207	16328207	cact_FBgn0000250_notChanged
chr2R	18355296	18359296	sbb_FBgn0285917_notChanged
chr2L	8375035	8380206	CG17294_FBgn0032032_Up
chr4	644556	648556	Ekar_FBgn0039916_Up
chr2R	9238041	9244139	Cyp4p1_FBgn0015037_Up
chrX	19296162	19300162	CG8034_FBgn0031011_Up
chrX	18307291	18311291	upd1_FBgn0004956_Up
chrX	3173018	3178223	CG3939_FBgn0040396_notChanged
chr3L	1613801	1617801	CG12105_FBgn0035241_Up
chr3L	3269036	3278255	CG14960_FBgn0035428_Up
chr2R	14926425	14930425	Kank_FBgn0027596_Up
chrX	8269409	8273409	Corp_FBgn0030028_Up
chr4	499810	542874	zfh2_FBgn0004607_notChanged
chrX	15802370	15829682	sd_FBgn0003345_notChanged
chr3L	9595764	9616001	Tmc_FBgn0267796_Up
chr2L	18150417	18154417	Socs36E_FBgn0041184_Up
chr2R	7530981	7534981	Drat_FBgn0033188_Up
chr2R	21198483	21214969	CG44245_FBgn0265180_Up
chr3R	7307629	7311629	rn_FBgn0267337_Down
chrX	4926133	4930133	hpRNA:CR46342_FBgn0285992_notChanged
chr3L	16259605	16263605	CG34247_FBgn0085276_Up
chr2L	23023915	23027915	Cht10_FBgn0250907_Down
chr2R	11133923	11141315	BBS4_FBgn0033578_Up
chr2L	7869432	7873432	Proc_FBgn0045038_Up
chr2R	4620481	4624481	lncRNA:dntRL_FBgn0267585_Up
chr2L	8216017	8220017	CG8292_FBgn0032004_Up
chr2R	6678391	6682391	Tdc1_FBgn0259977_Up
chr2R	18801727	18805727	MFS14_FBgn0010651_Down
chrX	4634004	4638004	CG12179_FBgn0025388_notChanged
chr2L	16255688	16261511	EndoGI_FBgn0028515_Up
chr2L	2952762	2970434	Rbp9_FBgn0010263_Up
chr3L	893951	899364	CG34056_FBgn0054056_Up
chr3R	22373923	22381955	CG18596_FBgn0038953_notChanged
chr2L	12585625	12630135	nub_FBgn0085424_Down
chr3L	8227224	8232568	eIF4E3_FBgn0265089_Up
chr2R	8891613	8900798	Sec31_FBgn0033339_notChanged
chr2R	10851546	10856495	asRNA:CR45136_FBgn0266629_Up
chr3R	30865521	30871184	Cpr100A_FBgn0039805_Up
chr3R	8822177	8826177	IscU_FBgn0037637_Up
chrX	16938873	16942873	wus_FBgn0030805_Up
chr3R	6658100	6662100	agt_FBgn0024912_Up
chrX	2291411	2295411	CG2865_FBgn0023526_Down
chr3L	16009812	16013812	mib1_FBgn0263601_notChanged
chr2R	11238114	11242114	CG13215_FBgn0033592_Up
chr2L	23237253	23242411	lncRNA:CR46253_FBgn0267986_Up
chr3L	2168971	2172971	CG5704_FBgn0026570_Down
chr3L	6141395	6146101	Lcp65Ad_FBgn0020641_Up
chr3R	9624930	9628930	CG9427_FBgn0037721_Down
chrX	15794477	15798897	CR44383_FBgn0265533_Down
chr2R	18404011	18408761	GstE6_FBgn0063494_Up
chr3L	17872715	17878573	CR43087_FBgn0262533_Up
chr2L	4833300	4837300	Ir25a_FBgn0031634_Up
chrX	8558192	8562192	CG12112_FBgn0030048_Up
chr2R	22851827	22855827	CG13531_FBgn0034786_Down
chr2L	7809438	7822771	LanB1_FBgn0261800_notChanged
chr3L	16098280	16105482	IleRS-m_FBgn0036569_Down
chrX	9085129	9090073	CG32706_FBgn0052706_Down
chr2R	12411962	12417170	Cpr49Ah_FBgn0033731_Up
chr2L	21082326	21086326	CG33510_FBgn0053510_Up
chr3R	16649157	16653157	Mettl4_FBgn0015351_Up
chr2R	1369468	1373468	lncRNA:CR44043_FBgn0264835_Up
chr3R	19031538	19046693	CG6026_FBgn0038676_Up
chr3R	30056311	30123798	sima_FBgn0266411_Down
chr2R	24971207	24975207	Phk-3_FBgn0035089_Up
chr3R	24826409	24830409	RabX4_FBgn0051118_Up
chrX	7011887	7017009	CG4593_FBgn0029929_Down
chr2R	24012254	24016254	Unc-89_FBgn0053519_Up
chr3L	14970667	14975198	Brd_FBgn0000216_Up
chrX	18928335	19030629	CG43759_FBgn0264090_notChanged
chr3L	11096186	11100186	Irbp18_FBgn0036126_Up
chr2L	11443614	11447614	salm_FBgn0261648_notChanged
chr3R	13212465	13216465	CG8483_FBgn0038126_Down
chr3L	706205	710205	CG13895_FBgn0035158_notChanged
chr3R	6232708	6239181	Osi6_FBgn0027527_Up
chr2R	17799132	17844820	grh_FBgn0259211_notChanged
chr3R	13009310	13013310	CG8031_FBgn0038110_Down
chr3L	12505840	12509840	CG10654_FBgn0036294_Up
chrX	6745544	6757752	CG14439_FBgn0029898_Down
chrX	12566452	12570452	hwt_FBgn0264542_Up
chr3R	15432738	15436738	CG6118_FBgn0038339_Up
chr3R	24717697	24751125	tok_FBgn0004885_Down
chr3L	1254449	1276498	tfc_FBgn0035199_Up
chr2R	14210413	14214413	Sox15_FBgn0005613_Up
chr3R	25302137	25307651	CG31436_FBgn0051436_Up
chr3R	6098887	6102887	Gasp_FBgn0026077_Up
chrX	5046273	5072929	ovo_FBgn0003028_notChanged
chr2R	21072018	21090945	Treh_FBgn0003748_Down
chr3L	4165464	4169464	mas_FBgn0011653_notChanged
chr2L	21318320	21322320	lncRNA:CR44785_FBgn0266020_Up
chr2L	15036861	15040861	CIAPIN1_FBgn0001977_notChanged
chrX	7962024	7988601	sn_FBgn0003447_notChanged
chr2R	21870030	21948259	Fili_FBgn0085397_notChanged
chr3L	7343183	7347183	Cln7_FBgn0035767_Down
chrX	6996672	7006151	Inx2_FBgn0027108_notChanged
chr2R	22894174	22918719	nahoda_FBgn0034797_notChanged
chr2R	22419013	22427482	rad50_FBgn0034728_Up
chr2L	21080494	21084494	CG33511_FBgn0053511_Up
chr2R	14364798	14369874	CG34442_FBgn0085471_Up
chr2L	19428643	19434444	RtcB_FBgn0032781_notChanged
chr3R	19026931	19032159	P5cr_FBgn0015781_Down
chr3R	17200130	17204130	Mur89F_FBgn0038492_Up
chr2R	2860767	2868470	lncRNA:CR46481_FBgn0287612_Up
chr2L	4975312	4980567	CG3792_FBgn0031662_notChanged
chr3L	12499311	12503311	CG10638_FBgn0036290_Up
chr3R	4184963	4198210	CR33294_FBgn0053294_Up
chr3R	12396929	12400929	Cyp9f3_FBgn0038034_Up
chrX	8114147	8118147	Gclc_FBgn0040319_Up
chr3L	9379882	9384765	Hsp23_FBgn0001224_Down
chrX	15770963	15780774	CG43672_FBgn0263747_Up
chr3R	28538324	28542324	Ppn_FBgn0003137_Down
chr2R	23804249	23808249	CG13561_FBgn0034906_Up
chr3L	14944125	14948125	BobA_FBgn0040487_Up
chr2R	14363656	14368658	CG34184_FBgn0085213_Up
chr2L	5027609	5039279	Col4a1_FBgn0000299_Up
chr2L	20348012	20352012	La_FBgn0011638_notChanged
chr3L	6970467	6974467	CG10063_FBgn0035727_Up
chr3R	4556067	4560067	CG34357_FBgn0085386_Up
chr2R	24766172	24770172	GstE12_FBgn0027590_notChanged
chrX	21104369	21108369	CG1503_FBgn0031157_Up
chr3R	6299804	6305653	Osi15_FBgn0037424_Up
chr3R	13658531	13662531	Hrb87F_FBgn0004237_notChanged
chr2L	5026191	5030191	vkg_FBgn0016075_Up
chr3R	12632917	12638283	CG11598_FBgn0038067_Up
chrX	17669888	17673888	CG12990_FBgn0030859_Up
chr2L	10504779	10508779	Myo31DF_FBgn0086347_notChanged
chr2R	23955405	23959405	CG16787_FBgn0034940_Up
chrX	20164673	20170080	CG9577_FBgn0031092_notChanged
chr3L	3510681	3514681	ImpE2_FBgn0001254_Down
chr3R	15138121	15142121	asRNA:CR45600_FBgn0267160_Down
chr2R	20262920	20272994	CG8908_FBgn0034493_Up
chr3R	21022163	21026163	CG17278_FBgn0046763_Down
chr3R	29817131	29827800	neo_FBgn0039704_Down
chr3R	30150059	30155699	CG15529_FBgn0039748_Up
chr3R	31457869	31461869	Loxl1_FBgn0039848_Up
chr3R	31791907	31795907	Mccc1_FBgn0039877_notChanged
chr3L	8228961	8233697	lncRNA:CR43953_FBgn0264604_Up
chr2L	6671347	6675347	Spn27A_FBgn0028990_notChanged
chr2R	1209067	1215666	CR40190_FBgn0085732_Up
chr2R	15256761	15264873	ItgaPS4_FBgn0034005_Up
chr2R	17579525	17583525	Dcr-2_FBgn0034246_Up
chrX	16295718	16299718	CG9911_FBgn0030734_notChanged
chr2R	23375045	23379045	Golgin245_FBgn0034854_notChanged
chr2L	19491253	19495253	CG10189_FBgn0032793_Up
chr2L	2872489	2876489	CG31694_FBgn0051694_notChanged
chr2L	6784861	6788861	nrv1_FBgn0015776_notChanged
chr3L	6548738	6595940	MCU_FBgn0042185_notChanged
chr3L	11991179	11995179	viaf_FBgn0036237_Up
chr3R	12365564	12369564	GstD9_FBgn0038020_Up
chr2R	5606635	5613586	CG17508_FBgn0039970_notChanged
chr3R	13692053	13697513	CG14367_FBgn0038170_Up
chr2R	14603297	14607297	CG12868_FBgn0033945_Up
chr3R	14575217	14610079	stumps_FBgn0020299_Up
chr3R	15823747	15832321	CG4576_FBgn0038366_Up
chrX	6301975	6308745	CG3823_FBgn0029863_Down
chr2L	5545086	5551614	Oscillin_FBgn0031717_Down
chr2L	5764142	5768142	obst-E_FBgn0031737_Up
chr3L	18396435	18400435	rpr_FBgn0011706_Up
chr3L	14983100	14993667	mnd_FBgn0002778_Down
chr2R	6194320	6198320	Ptr_FBgn0262867_Up
chr2R	23856921	23860921	bgcn_FBgn0004581_Up
chr3R	7993852	7997852	ELOVL_FBgn0037534_Up
chr2R	8133315	8137315	Obp44a_FBgn0033268_Up
chr3L	18896293	18900293	CG3902_FBgn0036824_Down
chr2R	13962653	13967455	CG42806_FBgn0261975_notChanged
chr3L	15157100	15163138	Prp31_FBgn0036487_Up
chr2L	6962421	6967887	Coprox_FBgn0021944_notChanged
chr4	581108	591348	CG1909_FBgn0039911_Up
chr2L	5965752	5969752	CG13992_FBgn0031756_Up
chr3R	6276531	6284495	Osi12_FBgn0037419_Up
chr2R	7247161	7252655	Gadd45_FBgn0033153_Up
chr2L	4225097	4229097	CG3702_FBgn0031590_notChanged
chr3L	20411604	20426309	zye_FBgn0036985_Up
chr3R	5860405	5864405	CG2017_FBgn0037391_Up
chr2L	4680677	4689232	CG11929_FBgn0031620_Up
chr3L	3950550	3954550	CG14984_FBgn0035480_Up
chrX	6777659	6781659	shf_FBgn0003390_notChanged
chr2L	4281148	4325781	tutl_FBgn0010473_notChanged
chr2R	19824578	19834973	Toll-7_FBgn0034476_notChanged
chr3L	4305718	4309718	dyl_FBgn0066365_Up
chr2R	15309510	15320239	Xpc_FBgn0004698_notChanged
chr3R	12399839	12403839	DNAlig3_FBgn0286075_Up
chr3R	12375128	12379907	GstD6_FBgn0010042_Up
chrX	7944908	7948908	l(1)G0193_FBgn0027280_Up
chr2L	13663525	13674967	CG18507_FBgn0028527_Up
chr2L	9906633	9910633	CG13124_FBgn0032156_Up
chr2R	15329325	15341384	Hr51_FBgn0034012_Up
chr2R	324768	707848	DIP-lambda_FBgn0267428_Up
chr3L	17856474	17862482	CG34002_FBgn0054002_Up
chr3R	24628075	24632075	Wsck_FBgn0046685_notChanged
chr3R	5779762	5789465	kat-60L1_FBgn0037375_Up
chr3L	849346	854673	Dci_FBgn0035169_notChanged
chr3L	4158932	4162932	nab_FBgn0259986_Down
chrX	5898861	5907399	Act5C_FBgn0000042_notChanged
chr3L	17762158	17766158	Adgf-A_FBgn0036752_Up
